uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;4.46;1.92;7.75;28.14;36.29;21.43
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;1.55;2.46;9.42;36.99;33.6;15.97
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;6.36;3.31;6.51;35.82;34.46;13.54
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;2.15;1.94;5.98;26.35;36.4;27.18
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;4.79;5.35;6.62;23.95;39.24;20.06
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;5.43;7.45;6.17;29.44;34.05;17.46
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;6.42;4.19;4.29;26.83;39.14;19.13
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;3.01;5.61;6.98;23.35;38.88;22.16
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;2.49;1.36;7.35;32.17;35.93;20.71
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;1.29;3.6;10.15;35.47;36.92;12.58
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;4.84;1.62;8.75;26.56;36.41;21.82
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.6;1.34;6.4;29.88;34.78;26.01
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.92;1.85;7.01;35.4;35.74;19.09
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;4.01;1.61;6.01;24.79;37.14;26.43
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;2.07;1.47;7.34;23.64;40.66;24.82
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;6.08;1.95;5.47;23.81;38.29;24.4
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;7.46;4.85;8.22;33.96;31.47;14.04
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;2.9;4.02;9.38;35.11;33.73;14.86
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;2.14;4.34;8.6;34.07;37.19;13.66
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;4.0;4.53;11.13;35.09;30.87;14.39
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;4.09;2.97;7.31;27.01;40.22;18.4
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;1.36;2.47;3.25;20.59;36.98;35.36
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;5.72;4.58;9.87;32.76;33.45;13.62
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;2.35;7.94;8.18;30.48;33.0;18.05
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;2.67;3.23;7.31;31.48;37.25;18.06
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;4.31;2.48;5.23;31.78;35.66;20.54
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;4.14;3.25;7.03;25.03;38.4;22.14
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;5.15;5.54;5.48;30.97;32.39;20.47
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;1.35;4.03;7.92;28.68;36.52;21.5
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;2.99;1.45;6.24;24.47;40.59;24.26
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;4.67;7.34;6.67;30.72;33.85;16.75
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;2.85;3.61;9.12;34.03;33.88;16.51
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;4.17;2.26;8.05;34.46;33.44;17.62
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;3.18;3.42;8.23;31.86;36.03;17.28
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;2.21;3.24;10.82;34.55;35.35;13.83
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;2.01;3.32;10.99;35.78;34.16;13.73
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;3.44;6.07;9.03;31.04;32.17;18.25
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;3.69;3.6;6.5;27.6;32.73;25.88
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;8.77;1.69;7.01;24.07;38.66;19.8
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;1.79;2.85;9.28;36.04;34.31;15.73
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;3.58;4.26;5.16;25.67;40.02;21.31
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;3.86;3.1;6.39;24.01;38.23;24.4
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;3.56;2.16;8.47;32.84;33.85;19.11
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;4.21;1.71;6.11;28.39;37.45;22.14
