deviceId,emotion,gender,age,isView,isImpression,dwellTime,mask,sessionTime,zoneId,direction,insertId,deviceRegistry,cameraId,deviceName,timestamp
d87578c4e4167,,,,0,1,0.0,,0.5252757668495178,,,c3025ce6-d2f3-471f-8241-e49170865db6,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:20:08+01:00
d87578c4e4167,,,,0,1,0.0,,0.4291786253452301,,,8d960b5b-c5ba-414e-94e0-e21668c36dff,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:20:35+01:00
d87578c4e4167,,,,0,1,0.0,,0.9417704343795776,,,f41587fb-cdf1-4fd6-aa2f-07ef960acbb4,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:20:51+01:00
d87578c4e4167,,,,0,1,0.0,,0.9309036731719971,,,d201dfd0-2672-4936-a549-8128334adcf2,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:21:12+01:00
d87578c4e4167,,,,0,1,0.0,,3.0668797492980957,,,a5ce13d0-cccb-4f07-ac3c-02e986e7ba54,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:22:59+01:00
d87578c4e4167,,,,0,1,0.0,,4.125458717346191,,,56525882-e2c4-43b7-815d-abcee4263fbe,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:23:29+01:00
d87578c4e4167,,,,0,1,0.0,,4.666948318481445,,,f53485ef-c2db-4186-8e18-9919070a2769,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:23:46+01:00
d87578c4e4167,,,,0,1,0.0,,3.701442003250122,,,990a7fc0-cdcc-4877-8b02-9b5c379a216a,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:24:00+01:00
d87578c4e4167,,,,0,1,0.0,,25.061485290527344,,,e0254345-3a41-49ec-9bb9-ef3254271993,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:24:59+01:00
d87578c4e4167,,,,0,1,0.0,,3.1965692043304443,,,17dd92ea-8ea1-4b98-84c1-e824b35e6fcb,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:25:07+01:00
d87578c4e4167,,,,0,1,0.0,,1.0707576274871826,,,31d7a17c-1616-47bc-9758-0e7dd87ffbb6,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:26:02+01:00
d87578c4e4167,,,,0,1,0.0,,0.9336694478988647,,,5311b625-e4bb-45d5-b9cc-3ea0650b4577,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:26:03+01:00
d87578c4e4167,,,,0,1,0.0,,0.5475859045982361,,,82d49752-d687-4b4b-8521-2bc5c1bfd1ac,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:26:07+01:00
d87578c4e4167,,,,0,1,0.0,,0.3975026607513428,,,47b313d9-87f8-4fc7-a53f-2048845dafd7,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:45:09+01:00
d87578c4e4167,,,,0,1,0.0,,5.511019229888916,,,1f6b33db-dc10-4d74-9f8b-9f5e7d3def0e,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:59:03+01:00
d87578c4e4167,,,,0,1,0.0,,28.64851951599121,,,084206f7-4db0-449e-a2cb-df60f3b12cb5,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T06:59:30+01:00
d87578c4e4167,,,,0,1,0.0,,0.3303588032722473,,,b6a527f1-1a23-4159-8a97-cc24cddea62b,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T07:00:04+01:00
d87578c4e4167,,,,0,1,0.0,,1.451643705368042,,,ccf1eb57-af23-4c8e-b179-cb492dd035b1,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T07:00:05+01:00
d87578c4e4167,,,,0,1,0.0,,0.5354231595993042,,,7f6be8b9-6f19-4bbf-83c0-4f501dd26954,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T07:15:01+01:00
d87578c4e4167,,,,0,1,0.0,,2.1319570541381836,,,7691d623-2c0b-42b4-ae46-2e2c5070a729,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T08:20:22+01:00
d87578c4e4167,,,,0,1,0.0,,3.0101773738861084,,,0e27f2d1-7a71-48e6-bfcf-a41094bed11e,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T08:20:21+01:00
d87578c4e4167,,,,0,1,0.0,,2.8009800910949707,,,53feaf6e-acec-49ed-9bba-3650c6525f5e,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T08:20:53+01:00
d87578c4e4167,,,,0,1,0.0,,3.609666109085083,,,243264d4-21e6-491d-9a30-b6e536dcfdef,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T08:21:15+01:00
d87578c4e4167,,,,0,1,0.0,,1.8791937828063965,,,15824224-5252-4a0e-b756-e2adec352d0d,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T08:21:14+01:00
d87578c4e4167,,,,0,1,0.0,,0.5270187854766846,,,9815a79c-c4b6-4655-a8be-ca78981704b5,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T08:23:39+01:00
d87578c4e4167,,,,0,1,0.0,,4.670053482055664,,,b818a3f8-16be-4c9f-b128-6f4657823d0e,main-us-central,1,Finestrelles - AI0516202301,2024-02-12T08:25:09+01:00
