uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.52;3.52;42.21;51.92;1.83
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.07;2.17;64.61;15.47;17.67
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.18;52.11;41.34;3.07;1.31
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;32.33;1.09;43.53;19.23;3.83
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.06;0.41;82.25;3.41;13.87
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.08;3.54;24.17;39.4;32.81
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.81;33.97;42.1;16.23;3.89
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.24;0.34;36.33;54.33;8.76
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;12.5;6.81;75.24;4.07;1.38
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.3;4.35;81.96;8.87;4.51
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.06;2.72;24.8;18.23;54.2
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.32;6.33;47.27;35.63;10.46
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.83;58.91;27.18;4.58;8.5
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.11;2.22;89.3;5.39;2.98
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;0.06;0.73;57.34;39.33;2.55
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.04;0.49;37.41;50.29;11.76
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.05;0.39;79.58;15.6;4.38
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.07;0.59;47.35;31.3;20.69
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.24;6.2;70.11;16.06;7.38
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.12;2.54;30.16;20.83;46.34
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.05;0.49;27.89;44.14;27.43
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;0.03;0.31;61.94;27.17;10.55
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.09;0.32;76.63;15.28;7.68
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.07;0.58;22.78;32.16;44.4
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.03;0.51;39.78;50.89;8.79
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.05;17.14;74.3;7.5;1.01
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.15;3.24;35.96;21.74;38.91
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.55;13.45;79.39;4.09;1.52
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.17;1.77;65.61;23.72;8.73
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.05;62.09;24.92;7.43;5.51
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.07;2.84;19.21;32.45;45.44
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.05;0.35;31.15;60.15;8.3
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.2;5.71;71.78;15.65;6.66
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.06;3.79;74.26;12.88;9.01
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.07;4.01;68.67;23.53;3.73
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.77;12.84;73.43;4.58;8.38
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.05;3.37;32.55;24.77;39.27
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.08;2.22;44.66;19.04;34.01
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.08;5.12;56.33;29.05;9.42
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.04;3.67;79.52;8.4;8.37
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;1.16;5.53;77.4;10.43;5.48
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.1;2.6;59.9;18.71;18.7
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.09;0.75;73.43;19.92;5.82
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.05;0.5;21.51;57.81;20.13
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.07;0.44;51.33;17.22;30.94
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.62;41.57;44.38;4.31;7.12
