uuid;name;id;p_f_tot;p_m_tot
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;57.32;42.68
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;57.67;42.33
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;51.61;48.39
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;53.89;46.11
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;52.96;47.04
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;54.12;45.88
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;54.19;45.81
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;55.07;44.93
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;59.25;40.75
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;51.39;48.61
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;52.41;47.59
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;50.47;49.53
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;57.44;42.56
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;57.3;42.7
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;50.02;49.98
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;56.84;43.16
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;54.58;45.42
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;38.49;61.51
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;56.5;43.5
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;55.5;44.5
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;57.02;42.98
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;57.43;42.57
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;57.81;42.19
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;58.17;41.83
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;55.5;44.5
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;51.04;48.96
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;53.01;46.99
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;55.56;44.44
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;55.0;45.0
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;56.42;43.58
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;55.43;44.57
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;56.69;43.31
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;49.78;50.22
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;56.59;43.41
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;53.17;46.83
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;58.21;41.79
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;53.92;46.08
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;53.71;46.29
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;58.63;41.37
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;52.52;47.48
41df8bd7-9605-4805-a088-1728179af2e3;Ferial Plaza - Centro Comercial y de Ocio;140;54.53;45.47
