uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;45.89;53.75;0.28;0.08
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;62.07;23.42;11.54;2.97
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;95.18;4.7;0.1;0.02
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;73.11;23.78;3.07;0.04
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;82.39;17.36;0.17;0.08
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;26.01;44.46;8.89;20.64
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;68.51;31.39;0.07;0.03
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;40.88;55.77;2.01;1.34
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;74.5;24.74;0.56;0.2
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;18.78;20.38;27.13;33.71
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;58.07;41.26;0.52;0.15
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;90.55;9.31;0.1;0.04
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;26.45;72.26;0.92;0.37
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;70.39;29.42;0.15;0.05
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;29.22;62.93;4.16;3.69
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;62.84;36.96;0.15;0.05
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;33.1;46.18;8.36;12.36
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;67.39;28.95;2.69;0.98
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;24.35;42.43;32.28;0.94
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;19.17;57.55;20.99;2.29
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;68.9;30.86;0.15;0.09
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;70.69;29.03;0.21;0.06
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;15.82;42.9;27.4;13.88
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;26.08;68.37;4.01;1.53
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;25.63;37.67;34.92;1.78
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;92.29;7.59;0.09;0.03
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;69.39;29.01;1.16;0.44
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;87.47;9.24;2.59;0.69
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;20.89;37.84;5.93;35.35
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;18.27;78.72;0.58;2.43
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;26.94;47.19;12.25;13.62
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;70.42;25.97;2.45;1.16
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;74.0;24.11;1.52;0.37
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;89.5;10.12;0.31;0.07
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;30.28;31.59;26.89;11.25
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;43.1;28.27;23.82;4.81
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;56.7;37.74;4.27;1.3
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;82.75;11.54;4.87;0.84
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;93.33;6.17;0.48;0.03
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;56.88;28.01;11.77;3.35
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;64.34;32.09;3.45;0.12
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;11.31;68.6;0.88;19.21
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;33.95;35.18;18.09;12.78
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;91.95;7.89;0.13;0.03
