uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;39.23;60.12;0.49;0.16
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;66.81;19.98;10.8;2.41
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;93.64;6.04;0.27;0.06
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;71.84;25.08;3.0;0.07
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;81.88;17.83;0.24;0.05
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;28.98;44.45;10.41;16.15
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;65.27;34.29;0.25;0.18
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;34.36;61.98;2.24;1.42
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;84.29;15.28;0.3;0.14
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;77.84;21.12;0.62;0.42
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;27.96;27.01;19.55;25.48
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;49.16;49.92;0.74;0.19
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;89.45;10.21;0.26;0.09
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;34.97;63.84;0.99;0.19
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;54.76;44.8;0.3;0.15
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;31.76;62.07;3.21;2.96
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;65.17;34.48;0.33;0.02
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;38.75;47.0;7.41;6.85
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;69.19;26.98;2.86;0.97
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;24.76;41.06;33.19;0.99
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;24.03;53.91;18.3;3.77
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;54.3;45.48;0.1;0.12
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;70.03;29.5;0.35;0.12
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;19.09;45.2;21.64;14.07
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;35.87;57.9;4.64;1.59
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;28.65;38.17;31.47;1.71
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;89.24;10.35;0.36;0.05
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;63.39;34.23;1.72;0.67
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;86.22;10.18;2.85;0.75
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;24.44;38.96;6.63;29.96
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;16.02;79.46;0.6;3.91
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;30.23;45.65;13.31;10.81
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;68.58;27.79;2.65;0.98
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;73.7;22.25;2.88;1.17
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;71.32;26.89;1.5;0.29
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;86.52;12.76;0.58;0.14
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;34.42;32.15;23.45;9.98
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;45.3;24.42;25.73;4.55
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;60.66;33.78;4.28;1.28
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;81.62;12.8;4.79;0.79
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;88.95;9.99;0.91;0.16
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;61.32;24.81;11.04;2.83
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;64.19;32.39;3.21;0.21
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;10.28;71.7;0.97;17.05
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;38.62;39.32;14.46;7.59
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;92.57;7.17;0.23;0.03
