uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.42;3.83;40.78;53.37;1.6
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.08;2.59;65.29;14.51;17.53
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.27;52.69;41.47;2.45;1.12
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;29.91;0.97;46.43;19.11;3.58
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.11;83.98;2.21;13.69
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.16;3.7;24.26;39.26;32.63
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;4.11;32.79;41.84;17.52;3.74
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.3;36.82;54.88;7.99
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;11.77;7.14;73.37;5.62;2.09
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.29;2.94;86.74;7.11;2.92
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.12;2.7;25.43;16.18;55.58
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.28;6.42;50.27;32.53;10.51
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.84;64.6;24.19;3.1;7.26
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.17;2.92;89.32;4.78;2.81
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;0.01;0.42;56.79;41.48;1.29
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.22;37.91;49.8;12.06
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.22;81.15;15.39;3.24
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.05;0.9;46.54;30.72;21.79
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.23;6.44;71.1;15.17;7.07
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.14;2.94;29.86;20.25;46.81
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.05;0.73;27.41;44.51;27.3
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;0.0;0.29;61.21;28.06;10.43
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.05;0.38;76.35;15.54;7.68
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.06;0.76;22.25;30.7;46.24
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.05;0.76;40.36;50.1;8.72
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.19;3.29;35.74;20.94;39.85
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.51;13.54;79.04;4.22;1.69
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.07;1.42;67.31;22.25;8.95
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.07;62.87;24.39;7.48;5.19
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.14;2.7;19.53;32.08;45.56
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.07;0.44;33.03;58.74;7.72
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;0.21;3.91;25.32;40.52;30.04
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.2;6.11;72.26;14.89;6.53
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.1;4.22;74.38;12.64;8.66
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.07;5.16;66.08;25.13;3.57
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.52;12.76;75.29;3.51;7.91
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.16;3.51;31.48;24.6;40.26
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.14;2.48;44.46;18.78;34.14
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.13;5.45;55.48;29.06;9.88
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.07;3.68;79.74;8.17;8.35
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.95;6.2;82.35;7.12;3.38
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.1;2.84;59.86;18.15;19.05
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.03;0.31;77.83;17.79;4.04
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.06;0.36;20.14;59.48;19.95
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.12;0.76;53.08;16.04;30.0
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.23;43.36;43.27;3.31;6.84
