uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;11.48;1.18;12.7;35.67;21.89;17.08
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;7.49;1.47;14.68;42.95;19.46;13.95
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;16.66;1.74;11.54;28.46;18.91;22.69
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;15.92;0.72;12.67;34.52;19.66;16.51
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;13.25;1.08;12.47;29.27;24.05;19.87
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;15.01;8.27;8.5;31.73;21.32;15.18
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;15.51;2.54;11.37;31.49;24.92;14.17
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;9.84;0.4;11.47;39.25;20.09;18.94
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;14.63;1.17;11.83;29.27;25.38;17.72
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;14.44;1.13;11.09;32.3;16.45;24.59
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;10.08;1.91;15.39;40.72;20.16;11.73
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;13.82;2.41;10.89;27.37;27.15;18.35
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;8.87;1.04;12.36;36.62;21.17;19.93
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;3.37;0.72;14.02;51.17;16.21;14.51
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;13.46;1.85;9.71;22.0;31.72;21.26
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;11.49;0.38;12.9;34.26;20.97;20.0
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;12.21;0.82;11.11;27.62;27.99;20.25
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;17.04;2.24;12.76;34.84;17.1;16.02
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;9.83;1.88;15.72;38.94;19.51;14.13
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;11.58;1.51;13.34;40.19;19.44;13.93
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;18.05;2.86;14.23;34.08;16.07;14.72
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;13.44;0.33;11.12;32.9;22.77;19.46
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;13.79;1.4;9.53;33.6;23.79;17.9
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;16.14;4.61;11.58;32.01;19.5;16.16
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;19.12;1.33;13.08;32.51;16.03;17.94
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;15.92;0.96;11.73;34.52;22.3;14.58
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;10.34;1.96;12.14;37.9;21.53;16.13
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;9.34;0.83;13.72;39.25;18.86;18.0
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;10.89;2.06;8.55;23.77;24.43;30.3
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;16.9;10.2;5.93;29.27;23.41;14.29
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;8.08;2.57;13.49;35.83;21.96;18.07
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;8.4;0.82;11.89;28.75;30.13;20.01
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;9.41;1.88;16.03;39.54;19.26;13.88
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;16.62;1.11;15.15;37.93;16.94;12.25
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;15.22;0.84;13.82;34.73;24.83;10.56
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;12.64;1.45;14.41;37.03;21.52;12.95
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;11.23;2.56;14.49;38.61;19.95;13.16
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;12.88;1.94;15.72;39.42;17.52;12.53
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;17.7;2.42;14.76;31.46;18.89;14.77
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;16.11;1.34;12.62;31.55;17.84;20.54
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;13.63;1.0;11.81;32.65;24.45;16.46
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;8.54;1.71;14.15;41.57;20.12;13.91
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;14.29;0.62;12.06;32.61;24.98;15.44
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;13.6;0.65;12.16;21.69;32.59;19.31
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;13.06;1.4;13.48;40.79;16.17;15.1
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;15.96;0.84;12.27;31.07;23.42;16.44
