uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.41;3.43;41.25;53.11;1.8
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.11;2.03;65.1;14.95;17.81
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.3;51.86;41.96;2.68;1.2
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;29.99;1.21;45.28;19.48;4.04
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.03;0.31;83.83;2.94;12.9
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.13;3.21;23.37;39.39;33.9
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.84;34.08;41.76;16.44;3.88
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.05;0.19;36.41;54.94;8.41
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;12.77;5.62;76.64;3.99;0.99
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.3;4.31;82.4;8.65;4.34
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.04;2.91;24.07;17.05;55.93
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.36;6.02;48.05;35.01;10.56
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.01;59.38;27.27;4.41;7.93
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.07;2.06;89.98;4.94;2.95
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.04;0.28;37.64;49.93;12.11
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.02;0.31;80.31;15.48;3.88
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.04;0.51;46.81;30.95;21.69
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.22;5.7;70.81;15.73;7.55
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.08;2.53;28.78;20.53;48.08
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.06;0.49;27.35;44.22;27.87
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.03;0.3;76.31;15.32;8.04
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.06;0.47;22.78;31.84;44.86
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.06;0.45;38.56;52.02;8.9
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.04;17.27;73.83;7.91;0.96
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.11;3.0;34.09;21.96;40.84
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.63;12.68;79.83;4.34;1.53
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.15;1.36;65.72;23.64;9.12
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.06;61.72;24.97;7.66;5.58
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.08;2.67;18.4;32.95;45.9
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.03;0.35;31.72;59.64;8.26
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.23;5.29;72.46;15.14;6.87
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.08;3.48;74.49;13.08;8.87
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.04;4.16;68.24;23.87;3.69
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.8;12.75;73.7;4.56;8.19
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.07;3.18;31.83;24.53;40.39
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.12;2.22;43.56;18.54;35.57
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.08;5.02;55.49;29.79;9.63
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.03;3.7;79.96;8.18;8.14
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.95;5.96;78.71;9.54;4.85
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.11;2.46;60.24;18.23;18.96
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.07;0.5;75.11;19.27;5.05
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.08;0.57;20.38;58.13;20.84
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.11;0.41;51.65;17.24;30.59
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.84;41.92;44.24;4.12;6.88
