device_id;player_id;last_checkin_time;last_checkin_min;started_time;started_min;num_frames;hostname;player_version;os_version;screen_resolution;chromium_version;disk_usage;public_ip;private_ip;poll_last_utc;player_active;player_name;player_screens;player_mac1;player_mac2;player_container_id;contents;num_contents;display_unit_id;campaign_names;number_of_campaigns;display_unit_name;screen_count;display_unit_active;geolocation;latitude;longitude;zipcode;address;container_name;du_container_id;container_active;programmatic_name
broadsign.com:392269280;392269280;31 Aug, 2022 a las 07:46;60161;2022-08-10T17:16:47;89831;0; DESKTOP-D6G8726; 13.2.10-3; Windows 10; 1080x1920; 74.0.3729.131;: C:/ (C:/) : 67.21 GB free out of 111.23 GB (39.6% full);79.155.96.115;192.168.1.39;2022-08-31T05:46:29;True;ILLA-CLEANAIR-1-hawaianas;0;70:85:c2:7d:51:14;;62401019; * CAM Gráfica A * CAM Gráfica B * CAM Gráfica C * CAM_Corp12seg * ALURA THAI SPA ILLA 4ABRIL * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * COCACOLA ZERO OCT CAT * PAYFIT_OCT22 * THE PROJECT BarcelonaJazz oct;11;382665176; * THE PROJECT OCT (ILLA TRAVELATOR) $$ * COCACOLA ZERO ZERO OCT CAT $PIW2022205$ * PAYFIT ILLA OCT 22 * Filler 2022 3D * TRACE TEST NACIONAL * ALURA THAI ILLA DIAGONAL ANUAL 2022 $PIW202228$ * CAM AIRE SIN VIRUS CORP INDEF $;7;ILLA-CLEANAIR-5;1;True;(2.134147,41.3894);2.134147;41.3894;08029;Avinguda Diagonal, 557;ILLA DIAGONAL- CAM;404417692;True;SPAIN-ILLA DIAGONAL- CAM-0 screens
broadsign.com:392266259;392266259;31 Aug, 2022 a las 08:19;60128;2022-08-25T21:05:07;68003;1; DESKTOP-D6G8726; 13.2.10-3; Windows 10; 1080x1920; 74.0.3729.131;: C:/ (C:/) : 67.68 GB free out of 111.23 GB (39.2% full);79.155.96.115;192.168.1.50;2022-08-31T06:19:29;True;ILLA-CLEANAIR-1-planta alta;0;70:85:c2:7d:4b:27;;62401019; * CAM Gráfica A * CAM Gráfica B * CAM Gráfica C * CAM_Corp12seg * ALURA THAI SPA ILLA 4ABRIL * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * COCACOLA ZERO OCT CAT * PAYFIT_OCT22 * THE PROJECT BarcelonaJazz oct;11;382665176; * THE PROJECT OCT (ILLA TRAVELATOR) $$ * COCACOLA ZERO ZERO OCT CAT $PIW2022205$ * PAYFIT ILLA OCT 22 * Filler 2022 3D * TRACE TEST NACIONAL * ALURA THAI ILLA DIAGONAL ANUAL 2022 $PIW202228$ * CAM AIRE SIN VIRUS CORP INDEF $;7;ILLA-CLEANAIR-5;1;True;(2.134147,41.3894);2.134147;41.3894;08029;Avinguda Diagonal, 557;ILLA DIAGONAL- CAM;404417692;True;SPAIN-ILLA DIAGONAL- CAM-0 screens
broadsign.com:218343145;218343145;12 Oct, 2022 a las 01:56;31;2022-10-11T09:10:24;1037;0; SONAE-7; 12.0.0-9; Windows 10; 6480x11520; 51.0.2704.79 (PPAPI 21.0.0.213);: C:/ (C:/) : 73.40 GB free out of 110.61 GB (66.4% full);88.14.168.9;192.168.1.42;2022-10-11T23:56:44;True;ESP-D3-SONAE-7-CLIENTE-MAX CENTER;1;90:1b:0e:ef:84:38;;261917952; * MC_2022_03_30;1;213611387; * MAX CENTER DIRECTORIO;1;SONAE-DIRECTORIO-MAXCENTER;6;True;(0,0);0;0;;;DIRECTORIOS;218235499;True;SPAIN-DIRECTORIOS-1 screens
broadsign.com:667656687;667656687;12 Oct, 2022 a las 02:11;16;2022-09-22T11:37:56;28250;0; DESKTOP-Q8I4VGN; 14.2.0-1;Windows 10; 1080x1920; 80.0.3987.163;for partition containing C:\ProgramData\BroadSign\bsp\share\bsp\documents: 84.93 GB free out of 110.72 GB (23.3% full);79.155.84.39;192.168.1.45;2022-10-12T00:11:36;True;ESP-PC_0462 WIN10;18;80:ee:73:de:24:d5;80:c5:f2:99:34:fe;62401019; * SSP Creative * Reach SSP content * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * Hivestack-Jul2022 * COCACOLA ZERO OCT CAT * PAYFIT_OCT22 * DOCKERS-infinia;9;54879729; * DOCKERS INFINIA $PIW?????$ * COCACOLA ZERO ZERO OCT CAT $PIW2022205$ * PAYFIT ILLA OCT 22 * REACH-PROGRAMMATIC-COLOMBIA 2022 * Filler 2022 3D * TRACE TEST NACIONAL * HIVESTACK 2022 - SPAIN * Hivestack-open 2022 * REACH-2022-SPAIN;9;ILL-RIT-18;18;True;(2.134147,41.3894);2.134147;41.3894;08029;Avinguda Diagonal, 557;ILLA DIAGONAL ;54879470;True;SPAIN-ILLA DIAGONAL -18 screens
broadsign.com:218348127;218348127;24 Aug, 2020 a las 05:17;1121590;2020-08-23T09:10:09;1122798;0; SONAE-8; 12.0.0-9; Windows 10; 2160x3840; 51.0.2704.79 (PPAPI 21.0.0.213);: C:/ (C:/) : 63.91 GB free out of 110.65 GB (57.8% full);88.21.125.146;192.168.1.35;2020-08-24T03:17:40;True;ESP-D4-SONAE-8-CLIENTE-MAX CENTER;1;90:1b:0e:ef:84:57;;261917952; * MC_2022_03_30;1;213611387; * MAX CENTER DIRECTORIO;1;SONAE-DIRECTORIO-MAXCENTER;6;True;(0,0);0;0;;;DIRECTORIOS;218235499;True;SPAIN-DIRECTORIOS-1 screens
broadsign.com:218349138;218349138;12 Oct, 2022 a las 02:26;1;2022-10-11T22:21:17;247;0; SONAE-9; 12.0.0-9; Windows 10; 2160x3840; 51.0.2704.79 (PPAPI 21.0.0.213);: C:/ (C:/) : 72.88 GB free out of 110.65 GB (65.9% full);88.14.168.9;192.168.1.39;2022-10-12T00:26:58;True;ESP-D5-SONAE-9-CLIENTE-MAX CENTER;1;90:1b:0e:ef:84:41;;261917952; * MC_2022_03_30;1;213611387; * MAX CENTER DIRECTORIO;1;SONAE-DIRECTORIO-MAXCENTER;6;True;(0,0);0;0;;;DIRECTORIOS;218235499;True;SPAIN-DIRECTORIOS-1 screens
broadsign.com:218353325;218353325;12 Oct, 2022 a las 01:53;35;2022-10-11T09:10:31;1037;0; SONAE-9; 12.0.0-9; Windows 10; 640x480; 51.0.2704.79 (PPAPI 21.0.0.213);: C:/ (C:/) : 76.32 GB free out of 110.65 GB (69.0% full);88.14.168.9;192.168.1.40;2022-10-11T23:53:07;True;ESP-D6-SONAE-10-CLIENTE-MAX CENTER;1;90:1b:0e:ef:84:8f;;261917952; * MC_2022_03_30;1;213611387; * MAX CENTER DIRECTORIO;1;SONAE-DIRECTORIO-MAXCENTER;6;True;(0,0);0;0;;;DIRECTORIOS;218235499;True;SPAIN-DIRECTORIOS-1 screens
broadsign.com:316868963;316868963;12 Oct, 2022 a las 02:13;15;2022-10-03T08:51:18;12577;0; DESKTOP-8QJGJJV; 13.1.7-4; Windows 10; 1920x1080; 59.0.3071.109;: C:/ (C:/) : 186.49 GB free out of 232.28 GB (19.7% full);79.156.11.94;172.16.70.5;2022-10-12T00:13:02;True;ESP-PC_0414 LED;1;80:ee:73:e5:54:d0;80:ee:73:e5:54:cf;256192438; * 2022_600X600_IWALLMAS * COCACOLA ZERO OCT LED FIN CAT * COCACOLA ZERO OCT LED FIN ESP;3;256159990; * COCACOLA ZERO ZERO OCT LED FIN $PIW2022205$ * _FINESTRELLES FILLER 2022-2025;2;LED Gran Formato - Finestrelles 600x600;1;True;(2.098242,41.377282);2.098242;41.377282;08950;Carrer de Laureà Miró, 20,;LEDS FINESTRELLES;355617930;True;SPAIN-LEDS FINESTRELLES-1 screens
broadsign.com:97149614;97149614;24 Sep, 2022 a las 15:40;25127;2022-09-08T07:35:03;48653;1; PC-PC; 13.2.7-3; Windows 7; 1080x1920; 74.0.3729.131;: C:/ (C:/) : 249.50 GB free out of 297.99 GB (16.3% full);2.138.78.181;192.168.1.34;2022-09-24T13:40:26;True;ESP-PC_0302 GRAN PLAZA RACK 1 ;4;00:01:80:83:0d:20;;62401014; * SSP Creative * Reach SSP content * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * Hivestack-Jul2022 * GOFIT SEPT-NOV * COCACOLA ZERO OCT ESP * CC GP2 Otoño 23sept-24oct;9;49759477; * COCACOLA ZERO ZERO OCT ESP $PIW2022205$ * Filler 2022 3D * GO FIT SEPT-NOV (GP2) $PIW2022182$ * HIVESTACK 2022 - SPAIN * Hivestack-open 2022 * REACH-2022-SPAIN * GP2 Anual 2022 * REACH-PROGRAMMATIC-COLOMBIA 2022 * TRACE TEST NACIONAL;9;GP2-RK1-8;4;True;(-3.900056,40.492245);-3.900056;40.492245;28222;Calle de los Químicos;GRAN PLAZA 2;49759419;True;SPAIN-GRAN PLAZA 2-4 screens
broadsign.com:20951332;20951332;08 Sep, 2014 a las 22:16;4255451;2014-09-08T22:16:46;4255451;0; PC-PC; 10.3.0-281; Windows XP; 720x1280; 74.0.3729.131;for partition containing C:\Documents and Settings\All Users\Application Data\BroadSign\bsp\share\bsp\documents: 6379488 KB Used, 237816512 KB Free (2% full);83.47.150.54;192.168.1.40;2014-09-08T20:17:00;False;PC_0095;2;00:01:2e:27:2e:73;;21393898;;0;None;;;GP2-RK1-8;;True;(-3.900056,40.492245);-3.900056;40.492245;28222;Calle de los Químicos;;0;;SPAIN--2 screens
broadsign.com:34321744;34321744;12 Oct, 2022 a las 02:09;19;2022-05-23T17:35:04;203573;0; PC-0234; 11.1.0-13503; Windows XP; 800x600; ;: C:/ (C:/) : 451.73 GB free out of 465.75 GB (3% full);88.27.244.131;192.168.1.92;2022-10-12T00:09:06;True;ESP-PC_0234 - LED CAST 200 - EXTERIOR;1;50:46:5d:03:94:87;;62400982; * 2022_288X416_IWALLMAS * COCACOLA ZERO OCT LED C200 EXT;2;34230179; * COCACOLA ZERO ZERO OCT LED C200 EXT $PIW2022205$ * _FILLER LED CAST EXT;2;LED Gran Formato - Castellana 200 - EXTERIOR 288x416;1;True;(-3.68879,40.46246);-3.68879;40.46246;28046;P.º de la Castellana, 196-204;LEDS CASTELLANA 200;355617920;True;SPAIN-LEDS CASTELLANA 200-1 screens
broadsign.com:34350066;34350066;12 Oct, 2022 a las 02:22;5;2022-05-23T17:37:29;203571;0; ledinterior; 11.1.0-13503; Windows XP; 2048x1152; ;: C:/ (C:/) : 456.30 GB free out of 465.75 GB (2% full);88.27.244.131;192.168.1.147;2022-10-12T00:22:35;True;ESP-PC_0233_LED CASTELLANA INTERIOR;1;50:46:5d:03:96:34;;62400982; * 2022_720X288_IWALLMAS * COCACOLA ZERO OCT LED C200 INT;2;34230160; * COCACOLA ZERO ZERO OCT LED C200 INT $PIW2022205$ * _FILLER LED CAST INT;2;LED Gran Formato - Castellana 200 INTERIOR 720x288;1;True;(-3.68879,40.46246);-3.68879;40.46246;28046;P.º de la Castellana, 196-204;LEDS CASTELLANA 200;355617920;True;SPAIN-LEDS CASTELLANA 200-1 screens
broadsign.com:60849720;60849720;12 Oct, 2022 a las 02:12;16;2022-09-22T13:08:21;28160;0; Supervisor-PC; 13.2.2-9; Windows 7; 1080x1920; 74.0.3729.131;: C:/ (C:/) : 8.81 GB free out of 59.52 GB (85.2% full);83.38.218.178;172.18.16.81;2022-10-12T00:12:20;True;ESP-PC_0277 NASSICA;2;00:01:80:81:83:cb;;416798084; * SSP Creative * Reach SSP content * CC GETAFE ShoppingOcio  Nassica -30oct * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * CC NASSICA PetFriendly 26may-INDEF * IWALL Contenido 3D * Hivestack-Jul2022 * COCACOLA ZERO OCT ESP * CC GET NAS abierto 12oct;10;417950931; * COCACOLA ZERO ZERO OCT ESP $PIW2022205$ * REACH-PROGRAMMATIC-COLOMBIA 2022 * Filler 2022 3D * TRACE TEST NACIONAL * HIVESTACK 2022 - SPAIN * Hivestack-open 2022 * REACH-2022-SPAIN * CC NASSICA ANUAL 2022;8;NAS-SAS TRAVELATOR;2;True;(-3.694407,40.27219);-3.694407;40.27219;28906;Av. Río Guadalquivir;NASSICA;416797736;True;SPAIN-NASSICA-2 screens
broadsign.com:68498042;68498042;12 Oct, 2022 a las 02:16;12;2022-08-26T12:15:13;67093;0; PC-0287-DE5100; 13.2.7-3; Windows 8.1; 1080x1920; 74.0.3729.131;: C:/ (C:/) : 246.50 GB free out of 297.74 GB (17.2% full);88.17.185.154;192.168.1.33;2022-10-12T00:16:38;True;ESP-PC_0287 ARENA MULTIESPACIO RITI;14;00:01:80:81:fc:cb;;62400976; * SSP Creative * Reach SSP content * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * AWARION ARENA MULTIESPACIO 2022 * CC ARENA Abiertotodoslosdias 15jun-8ene 23 * IWALL Contenido 3D * Hivestack-Jul2022 * COCINA FACIL SEPT 15sept-15Oct ARENA * COCACOLA ZERO OCT ESP * OUIGO SEPT DESC 70 * OUIGO SEPT GENERICO 30 * CC ARENA Halloween 10-31oct * ESTEE LAUDER CANCER OCT;14;49473070; * COCACOLA ZERO ZERO OCT ESP $PIW2022205$ * ESTEE LAUDER CANCER $PIW2022225$ * OUIGO SEPT ARENA $PIW2022217$ * REACH-PROGRAMMATIC-COLOMBIA 2022 * COCINA FACIL 2022 ARE ola2 $PIW202230$ * Filler 2022 3D * TRACE TEST NACIONAL * HIVESTACK 2022 - SPAIN * Hivestack-open 2022 * REACH-2022-SPAIN * CC ARENA MULTIESPACIO anual 2022 * AWARION Arena Valencia 2021-2022;12;ARE-RIT-14;14;True;(-0.362302,39.49448);-0.362302;39.49448;46019;Carrer de Santa Genoveva Torres;ARENA MULTIESPACIO;21015480;True;SPAIN-ARENA MULTIESPACIO-14 screens
broadsign.com:96696949;96696949;27 Sep, 2022 a las 13:21;20946;2022-09-24T17:51:36;24997;1; IWALL; 13.1.18-6; Windows 10; 720x1280; 59.0.3071.109;: C:/ (C:/) : 246.56 GB free out of 297.23 GB (17.0% full);79.146.34.44;192.168.1.33;2022-09-27T11:21:43;True;ESP-PC_0229 EL PARQUE RITI;11;00:01:80:7f:5b:eb;;62400989; * SSP Creative * Reach SSP content * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * Hivestack-Jul2022 * COCACOLA ZERO OCT ESP;7;49703361; * COCACOLA ZERO ZERO OCT ESP $PIW2022205$ * REACH-PROGRAMMATIC-COLOMBIA 2022 * Filler 2022 3D * TRACE TEST NACIONAL * HIVESTACK 2022 - SPAIN * Hivestack-open 2022 * REACH-2022-SPAIN;7;PAR-RIT-11;11;True;(-3.916043,38.980328);-3.916043;38.980328;13005;Av. de Europa;EL PARQUE;49704309;True;SPAIN-EL PARQUE-11 screens
broadsign.com:97150575;97150575;12 Oct, 2022 a las 02:09;18;2022-09-21T17:10:59;29357;0; PC-PC; 13.0.0-6; Windows 7; 1920x1080; 59.0.3071.109;: C:/ (C:/) : 262.47 GB free out of 297.99 GB (11.9% full);2.138.78.181;192.168.1.35;2022-10-12T00:09:59;True;ESP-PC_0303-GRAN PLAZA LED;3;00:01:80:83:1b:03;;62401014; * 2022_1920X1080_IWALLMAS;1;21480137; * _FILLER GP2 LED;1;LED Gran Formato - Gran Plaza 2 - ubic RITI - 3  leds-restauracion;3;True;(0,0);0;0;;;LEDS GRAN PLAZA 2;355618384;True;SPAIN-LEDS GRAN PLAZA 2-3 screens
broadsign.com:97151917;97151917;12 Oct, 2022 a las 02:24;4;2022-10-06T13:37:42;7971;0; PC-PC; 13.2.7-3; Windows 7; 1080x1920; 74.0.3729.131;: C:/ (C:/) : 251.86 GB free out of 297.99 GB (15.5% full);88.1.109.81;192.168.1.35;2022-10-12T00:24:37;True;ESP-PC_0300;6;00:01:80:83:1a:f3;;62401003; * SSP Creative * Reach SSP content * 2022_1080X1920_3SEG_IWALLMAS * 2022_1080X1920_IWALLMAS * IWALL Contenido 3D * SS22_GN24_15_9x16.mp4 * ASICS_AW21_Liteshow_Cutdown_15_9x16_graphics_210727 (1).mp4 * ASICS_IGA_10S_V1_COMBINED_PEACEOFMIND_1080x1920_FINAL_ONLINE_NEWTITLES.mp4 * ASICS_Woman_Campaign_2021_AEB_Lini_9x16.mp4 * ASICS_Woman_Campaign_2021_AEB_Lisa_9x16.mp4 * SS22_GN24_6_9x16.mp4 * CC ROZ petfriendly 18jul-indef * Hivestack-Jul2022 * HM HOSPITALES OCT ROZAS * CC TSO SSRR ROZ GET StyleDays 10-23oct * TSO SSRR ALEGRA ROZAS Festivo 12oct * DOCKERS-infinia;17;49758164; * DOCKERS INFINIA $PIW?????$ * HM HOSPITALES OCT LAS ROZAS $PIW2022228$ * REACH-PROGRAMMATIC-COLOMBIA 2022 * Filler 2022 3D * TRACE TEST NACIONAL * ASICS ANUAL 2022 $PIW2022156$ * HIVESTACK 2022 - SPAIN * Hivestack-open 2022 * REACH-2022-SPAIN * LAS ROZAS ANUAL 2022;10;FRO-RIT-6;6;True;(-3.888684,40.517597);-3.888684;40.517597;28232;Calle de Pablo Neruda;TSO LAS ROZAS;49758207;True;SPAIN-TSO LAS ROZAS-6 screens
