publisher_id,device_id,name,resolution,latitude,longitude,dma_code,tags:id,address,bearing_direction,diagonal_size,diagonal_size_units,venue_types:id,allowed_ad_types:id,audience_data_sources:id,screen_img_url,min_ad_duration,max_ad_duration,demography_type,total_weekday_morning,total_weekday_afternoon,total_weekday_night,total_night,total_weekend,average_weekly_impressions,internal_publisher_screen_id,hivestack_id,vistar_id,allows_motion,ox_enabled,floor_cpm_usd,floor_cpm_cad,floor_cpm_eur,floor_cpm_gbp,floor_cpm_aud
37,broadsign.com:145445900,SPAIN-ALBACENTER-12 screens, 1080x1920,38.990623,-1.845757,,11571,Calle Alcalde Conangla,,,,60,1:2:4,4,,10.0,30.0,basic,12,24,36,0,60,15000.0,,,,0,0,,,16.0,,
