uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;48.8;50.51;0.54;0.14
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;65.38;21.89;10.35;2.38
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;95.24;4.58;0.15;0.03
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;73.73;23.57;2.61;0.09
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;84.26;15.4;0.23;0.11
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;29.08;42.99;8.44;19.5
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;74.74;24.88;0.29;0.09
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;42.69;54.1;2.0;1.21
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;75.07;24.0;0.68;0.25
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;26.77;25.02;17.2;31.01
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;60.31;38.65;0.78;0.26
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;90.4;9.39;0.18;0.04
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;27.74;71.08;0.94;0.24
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;69.95;29.34;0.57;0.14
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;35.79;58.02;3.42;2.78
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;61.81;37.65;0.4;0.15
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;32.97;47.64;7.54;11.84
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;68.28;28.27;2.54;0.92
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;25.24;43.14;30.91;0.71
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;20.31;56.97;20.55;2.17
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;69.12;30.27;0.46;0.15
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;70.45;29.14;0.27;0.14
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;16.91;44.39;25.32;13.38
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;32.62;61.57;4.27;1.54
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;28.46;37.09;33.0;1.46
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;92.57;7.23;0.18;0.02
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;68.46;29.47;1.53;0.53
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;88.55;8.76;2.13;0.56
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;22.48;37.97;5.64;33.91
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;19.44;77.59;0.79;2.18
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;28.7;47.34;11.79;12.16
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;72.02;25.0;2.22;0.75
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;75.69;22.83;1.2;0.29
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;89.35;10.1;0.46;0.1
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;32.71;32.74;24.63;9.91
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;45.62;28.59;21.6;4.19
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;59.07;36.21;3.7;1.03
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;83.78;11.38;4.17;0.67
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;93.05;6.36;0.52;0.07
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;59.71;26.84;10.65;2.8
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;64.88;31.76;3.22;0.15
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;11.81;68.26;1.49;18.45
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;33.36;35.16;17.47;14.01
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;90.96;8.7;0.27;0.08
