uuid;name;id;low;medium_low;medium;medium_high;high
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.04;0.68;21.41;31.49;46.38
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.6;3.57;40.01;54.94;0.88
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.74;14.86;77.56;4.14;1.7
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.12;2.53;64.6;15.99;16.76
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;3.06;51.79;41.08;2.98;1.1
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.03;0.44;51.1;14.66;33.77
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;33.0;0.92;45.63;17.16;3.29
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.14;86.02;1.71;12.12
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.36;3.28;24.68;37.36;34.33
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.13;32.6;45.51;15.45;3.31
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.21;5.87;46.09;38.6;9.25
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.68;62.66;24.44;2.46;9.76
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.02;0.28;38.21;47.88;13.61
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.21;83.18;14.0;2.62
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.03;0.33;76.04;14.95;8.66
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.1;2.69;28.43;20.61;48.18
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.06;0.71;29.4;43.09;26.75
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.01;0.67;39.27;51.97;8.08
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.26;1.13;70.25;22.28;6.09
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.04;62.9;23.95;7.64;5.47
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.13;3.28;22.65;32.03;41.9
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.06;3.81;77.77;9.16;9.19
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.56;12.91;76.05;3.2;7.27
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.11;2.52;44.79;20.35;32.23
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.07;4.87;56.2;29.35;9.5
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.88;6.63;84.34;5.88;2.27
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.14;2.43;90.45;4.58;2.41
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.26;6.13;72.2;14.59;6.82
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.16;2.87;33.76;23.29;39.91
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.08;2.73;59.09;19.26;18.84
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.17;31.7;59.42;8.7
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.05;0.37;80.43;15.35;3.8
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.22;47.03;40.61;2.94;6.19
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.18;3.27;87.08;6.74;2.72
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.02;0.54;44.61;32.14;22.69
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.24;5.83;73.04;14.5;6.39
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.1;18.66;72.59;7.9;0.76
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.05;4.29;61.94;29.54;4.18
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.03;2.32;22.38;18.15;57.13
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.16;3.14;32.59;24.15;39.97
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.17;4.32;69.94;14.9;10.67
41df8bd7-9605-4805-a088-1728179af2e3;Ferial Plaza - Centro Comercial y de Ocio;140;0.17;2.02;45.97;49.32;2.51
