uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;4.25;3.73;7.42;26.33;36.84;21.43
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;2.01;3.44;10.51;34.99;34.78;14.27
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;6.07;4.4;7.95;34.26;35.16;12.16
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;2.27;4.16;6.55;25.42;38.01;23.6
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;4.48;7.41;6.4;24.64;39.09;17.97
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;4.67;9.2;6.78;29.37;34.9;15.08
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;6.9;6.19;4.11;24.25;41.52;17.03
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;3.61;6.74;7.46;23.29;38.21;20.68
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;3.01;2.62;7.8;30.63;35.39;20.55
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;1.44;4.61;10.63;37.92;34.32;11.07
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;4.83;3.21;8.1;24.47;37.14;22.24
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.02;7.5;8.38;28.64;36.22;18.25
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.67;9.18;6.15;33.55;39.88;10.57
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;4.56;2.16;6.88;22.27;36.63;27.5
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;2.96;3.15;8.22;24.94;40.21;20.51
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;6.48;4.81;6.84;20.72;39.63;21.52
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;8.41;6.27;8.53;31.47;31.89;13.43
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;2.84;6.47;10.0;33.03;34.46;13.21
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;3.05;5.38;8.9;32.01;36.84;13.82
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;4.02;6.18;11.19;33.26;31.31;14.05
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;3.5;4.69;6.97;27.62;39.25;17.97
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;1.25;4.39;4.02;18.87;38.9;32.58
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;6.37;6.48;10.91;30.36;33.77;12.1
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;3.79;3.74;10.14;29.84;32.4;20.08
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;2.48;4.93;8.44;29.24;37.01;17.9
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;4.48;5.02;6.18;29.63;36.19;18.51
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;4.97;4.13;7.98;24.17;38.89;19.87
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;5.12;6.91;5.75;30.9;32.83;18.49
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;1.38;4.84;8.57;29.11;37.15;18.95
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;3.12;3.29;7.09;25.43;38.85;22.21
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;4.79;9.23;7.77;29.61;35.23;13.37
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;2.74;6.03;9.32;32.75;34.02;15.14
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;3.95;4.17;8.62;33.34;34.29;15.63
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;3.28;6.05;9.6;29.64;36.09;15.34
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;2.36;5.29;10.27;32.82;37.0;12.26
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;1.98;4.8;11.65;35.25;34.29;12.03
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;4.4;6.55;9.95;29.83;32.36;16.91
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;4.32;4.31;7.07;26.67;33.0;24.63
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;7.08;4.01;8.07;22.52;37.6;20.72
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;2.19;3.91;10.23;34.62;35.2;13.85
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;3.58;6.12;5.06;25.05;39.72;20.47
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;4.08;4.64;7.02;22.78;40.18;21.31
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;2.84;5.04;9.16;32.37;34.65;15.94
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.64;6.75;9.15;24.96;38.74;17.75
