uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.45;3.65;39.13;55.21;1.56
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.08;2.07;62.99;16.98;17.88
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.66;53.34;39.01;3.16;1.82
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;35.3;0.67;43.28;17.71;3.04
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.15;85.85;2.08;11.92
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.13;3.15;21.1;40.04;35.58
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.5;34.38;42.59;14.94;4.58
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.2;0.19;32.42;58.24;8.94
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;13.93;5.93;72.11;5.65;2.39
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.16;2.59;88.45;6.58;2.22
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.1;2.13;21.06;17.47;59.24
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.28;5.44;47.22;38.03;9.04
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.8;61.36;24.83;3.23;9.78
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.1;2.19;90.36;4.44;2.91
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.02;0.15;37.46;51.02;11.35
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.34;82.12;14.43;3.11
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.07;0.45;46.53;31.24;21.71
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.3;6.32;71.3;15.14;6.93
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.1;2.54;29.54;20.73;47.09
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.06;0.51;29.34;45.2;24.89
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.03;0.28;78.95;14.27;6.48
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.06;0.41;20.33;29.54;49.66
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.03;0.38;38.78;53.74;7.07
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.03;18.61;72.49;7.89;0.98
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.2;2.75;33.93;23.04;40.07
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.47;13.05;79.86;4.0;1.62
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.16;1.27;65.7;24.65;8.22
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.08;64.74;22.4;7.41;5.37
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.1;2.69;19.59;33.85;43.77
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.01;0.23;27.99;63.9;7.87
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.25;5.94;72.51;14.93;6.37
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.12;3.67;71.6;14.47;10.13
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.03;4.0;63.37;28.88;3.71
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.76;12.94;74.87;3.79;7.64
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.04;3.14;31.74;24.06;41.02
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.06;1.84;44.35;20.38;33.38
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.13;4.8;57.22;28.63;9.22
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.05;3.23;80.48;8.11;8.13
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.84;7.47;82.5;6.61;2.57
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.08;2.41;57.95;20.0;19.56
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.03;0.2;77.01;18.12;4.64
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.01;0.29;18.18;60.12;21.41
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.07;0.34;53.29;14.12;32.18
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.29;43.92;43.17;3.88;5.75
