uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;36.29;62.96;0.61;0.14
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;64.51;20.65;11.89;2.95
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;94.68;5.1;0.17;0.05
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;72.26;24.51;3.17;0.05
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;80.53;19.15;0.16;0.15
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;24.24;46.53;10.08;19.16
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;60.52;39.11;0.3;0.07
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;30.8;65.74;2.25;1.2
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;83.86;15.45;0.52;0.17
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;76.88;21.67;1.07;0.38
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;24.58;26.44;20.08;28.9
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;49.21;49.46;1.0;0.33
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;89.22;10.46;0.23;0.08
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;31.17;66.91;1.42;0.5
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;52.47;47.14;0.29;0.1
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;25.05;67.73;3.86;3.37
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;62.65;37.01;0.22;0.12
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;39.48;45.14;7.8;7.58
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;66.11;29.03;3.57;1.29
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;21.49;41.5;36.01;1.0
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;22.32;53.27;21.76;2.65
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;52.15;47.59;0.17;0.09
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;70.24;29.43;0.24;0.09
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;17.2;43.28;23.75;15.77
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;36.29;57.54;4.59;1.58
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;25.62;38.82;33.72;1.84
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;90.44;9.27;0.21;0.07
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;61.14;34.77;3.04;1.06
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;86.23;9.72;3.21;0.84
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;18.06;40.28;6.46;35.2
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;15.16;80.03;0.61;4.2
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;24.6;49.11;13.6;12.68
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;66.16;29.47;3.22;1.15
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;72.92;22.85;3.02;1.22
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;70.42;27.51;1.65;0.42
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;87.48;11.91;0.5;0.1
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;30.44;32.71;25.78;11.07
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;42.45;26.68;25.81;5.06
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;57.98;35.06;5.35;1.6
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;82.14;11.92;5.04;0.9
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;87.28;11.17;1.41;0.14
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;58.78;25.65;12.05;3.53
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;64.57;31.75;3.47;0.21
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;9.04;72.19;0.79;17.98
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;37.98;40.68;14.38;6.95
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;90.15;9.49;0.3;0.06
