uuid;id;name;day;start_hour;end_hour;visits
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;10:00:00;11:00:00;942
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;11:00:00;12:00:00;995
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;12:00:00;13:00:00;1215
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;13:00:00;14:00:00;1109
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;14:00:00;15:00:00;1076
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;15:00:00;16:00:00;1161
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;16:00:00;17:00:00;1107
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;17:00:00;18:00:00;1247
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;18:00:00;19:00:00;1443
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;19:00:00;20:00:00;1534
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;20:00:00;21:00:00;1340
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-23;21:00:00;22:00:00;1275
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;10:00:00;11:00:00;1016
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;11:00:00;12:00:00;974
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;12:00:00;13:00:00;1240
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;13:00:00;14:00:00;1118
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;14:00:00;15:00:00;1064
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;15:00:00;16:00:00;965
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;16:00:00;17:00:00;1023
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;17:00:00;18:00:00;1207
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;18:00:00;19:00:00;1308
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;19:00:00;20:00:00;1327
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;20:00:00;21:00:00;1262
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-24;21:00:00;22:00:00;1125
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;10:00:00;11:00:00;936
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;11:00:00;12:00:00;1035
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;12:00:00;13:00:00;1090
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;13:00:00;14:00:00;1188
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;14:00:00;15:00:00;1185
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;15:00:00;16:00:00;1057
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;16:00:00;17:00:00;968
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;17:00:00;18:00:00;1086
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;18:00:00;19:00:00;1373
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;19:00:00;20:00:00;1364
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;20:00:00;21:00:00;1315
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-25;21:00:00;22:00:00;1203
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-26;10:00:00;11:00:00;868
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-26;11:00:00;12:00:00;984
091b8fd0-a5b1-4c59-acb2-40759e131801;3;Albacenter;2023-10-26;12:00:00;13:00:00;1140
