uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.38;3.08;41.16;54.53;0.86
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.09;2.58;64.27;15.53;17.53
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.56;53.47;40.23;2.64;1.1
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;27.08;1.47;47.18;20.21;4.06
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.16;84.34;1.84;13.64
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.13;3.84;25.93;37.75;32.36
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.97;32.41;44.31;15.48;3.83
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.03;0.22;36.4;55.81;7.55
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;12.01;7.63;74.93;4.13;1.31
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.38;4.34;84.71;7.62;2.94
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.08;3.26;26.72;18.13;51.81
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.35;6.74;47.61;35.2;10.1
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.75;67.29;22.72;2.93;6.31
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.11;2.9;89.3;5.02;2.66
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.02;0.27;38.33;48.66;12.71
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.03;0.29;83.04;13.9;2.74
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.06;0.84;47.4;30.56;21.14
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.21;6.3;71.85;14.93;6.71
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.1;3.11;30.74;20.53;45.52
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.08;0.86;30.31;43.07;25.68
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.35;0.46;76.35;15.45;7.39
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.06;0.81;24.18;32.01;42.94
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.07;1.26;39.36;50.48;8.83
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.03;18.55;73.11;7.48;0.84
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.12;3.28;36.75;21.55;38.3
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.81;13.73;78.77;4.0;1.69
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.14;1.32;68.91;22.26;7.37
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.07;58.83;27.26;8.11;5.74
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.1;3.03;23.56;33.12;40.19
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.03;0.63;33.25;58.39;7.7
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.23;6.09;72.63;14.86;6.2
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.13;4.28;72.74;13.9;8.94
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.08;4.81;68.5;23.0;3.6
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.57;12.12;76.13;3.19;7.98
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.09;3.43;32.56;25.83;38.09
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.11;2.61;44.34;18.35;34.59
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.15;5.25;57.1;27.79;9.72
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.11;4.43;77.86;9.23;8.38
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.98;6.88;84.4;5.74;2.0
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.1;2.79;60.14;18.56;18.41
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.04;0.43;77.39;17.92;4.22
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.05;0.56;20.79;58.39;20.2
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.13;0.74;52.76;15.06;31.31
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.92;43.17;44.06;3.78;6.07
