uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.41;2.75;38.02;58.0;0.81
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.14;2.21;64.81;15.59;17.25
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;3.33;52.17;40.47;2.78;1.25
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;34.25;0.74;44.71;16.94;3.37
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.05;86.03;1.32;12.59
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.22;34.29;43.8;14.66;4.02
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.14;30.4;61.99;7.47
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;16.17;5.53;74.21;3.16;0.94
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.09;2.37;90.06;5.83;1.65
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.04;2.21;20.59;18.59;58.58
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.2;5.74;45.09;39.39;9.58
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.9;63.88;22.84;2.61;9.77
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.13;1.9;91.14;4.35;2.49
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.27;35.53;50.44;13.76
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.04;0.14;83.66;13.36;2.79
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.04;0.4;44.98;31.23;23.36
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.2;5.89;72.64;14.43;6.83
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.15;2.12;27.81;20.62;49.3
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.06;0.59;27.58;44.74;27.03
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.05;0.27;77.69;14.63;7.37
6c9ff953-775e-48da-9a30-9ade460d74e4;Jaén Plaza;62;0.54;12.33;43.14;43.99;0.0
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.05;0.46;20.34;30.06;49.09
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.04;0.47;37.85;53.77;7.87
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.06;18.77;72.8;7.66;0.71
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.14;2.52;32.46;22.53;42.35
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.43;12.34;81.22;3.71;1.29
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.07;1.34;68.53;23.84;6.22
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.07;64.91;22.7;7.14;5.17
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.12;2.82;21.33;34.14;41.59
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.03;0.17;26.61;65.21;7.98
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.18;5.64;73.6;14.24;6.34
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.12;3.69;70.09;14.29;11.8
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.04;4.05;63.12;28.91;3.88
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.58;11.66;77.79;2.73;7.24
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.06;2.96;30.31;23.56;43.12
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.09;2.02;44.25;18.01;35.63
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.06;4.7;55.96;29.14;10.14
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.04;3.67;78.78;8.62;8.89
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.68;6.76;85.61;5.25;1.7
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.12;2.42;60.26;18.51;18.69
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.02;0.41;77.48;18.07;4.01
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.03;0.27;17.71;61.71;20.28
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.07;0.33;52.13;13.73;33.74
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.89;48.78;39.35;2.84;6.14
