screen_id,start_date,end_date,start_time,end_time,mon,tue,wed,thu,fri,sat,sun,demography_type,total,male,females,males_12,males_18,males_25,males_35,males_45,males_55,males_65,females_12,females_18,females_25,females_35,females_45,females_55,females_65
broadsign.com:145445900,2020-01-01,2025-12-31,10:00:00,10:59:59,1,0,0,0,0,0,0,basic,39.24,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,11:00:00,11:59:59,1,0,0,0,0,0,0,basic,45.72,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,12:00:00,12:59:59,1,0,0,0,0,0,0,basic,50.760000000000005,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,13:00:00,13:59:59,1,0,0,0,0,0,0,basic,47.28,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,14:00:00,14:59:59,1,0,0,0,0,0,0,basic,49.199999999999996,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,15:00:00,15:59:59,1,0,0,0,0,0,0,basic,45.599999999999994,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,16:00:00,16:59:59,1,0,0,0,0,0,0,basic,42.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,17:00:00,17:59:59,1,0,0,0,0,0,0,basic,45.12,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,18:00:00,18:59:59,1,0,0,0,0,0,0,basic,49.32000000000001,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,19:00:00,19:59:59,1,0,0,0,0,0,0,basic,47.64,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,20:00:00,20:59:59,1,0,0,0,0,0,0,basic,46.44,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,21:00:00,21:59:59,1,0,0,0,0,0,0,basic,39.480000000000004,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,22:00:00,22:59:59,1,0,0,0,0,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,10:00:00,10:59:59,0,1,0,0,0,0,0,basic,37.92,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,11:00:00,11:59:59,0,1,0,0,0,0,0,basic,45.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,12:00:00,12:59:59,0,1,0,0,0,0,0,basic,44.28,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,13:00:00,13:59:59,0,1,0,0,0,0,0,basic,46.56,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,14:00:00,14:59:59,0,1,0,0,0,0,0,basic,42.839999999999996,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,15:00:00,15:59:59,0,1,0,0,0,0,0,basic,42.36,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,16:00:00,16:59:59,0,1,0,0,0,0,0,basic,42.599999999999994,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,17:00:00,17:59:59,0,1,0,0,0,0,0,basic,46.2,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,18:00:00,18:59:59,0,1,0,0,0,0,0,basic,22.56,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,19:00:00,19:59:59,0,1,0,0,0,0,0,basic,22.080000000000002,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,20:00:00,20:59:59,0,1,0,0,0,0,0,basic,23.04,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,21:00:00,21:59:59,0,1,0,0,0,0,0,basic,48.36,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,22:00:00,22:59:59,0,1,0,0,0,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,10:00:00,10:59:59,0,0,1,0,0,0,0,basic,37.44,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,11:00:00,11:59:59,0,0,1,0,0,0,0,basic,43.44,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,12:00:00,12:59:59,0,0,1,0,0,0,0,basic,46.92,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,13:00:00,13:59:59,0,0,1,0,0,0,0,basic,43.44,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,14:00:00,14:59:59,0,0,1,0,0,0,0,basic,45.96,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,15:00:00,15:59:59,0,0,1,0,0,0,0,basic,44.04,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,16:00:00,16:59:59,0,0,1,0,0,0,0,basic,42.599999999999994,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,17:00:00,17:59:59,0,0,1,0,0,0,0,basic,43.2,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,18:00:00,18:59:59,0,0,1,0,0,0,0,basic,48.599999999999994,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,19:00:00,19:59:59,0,0,1,0,0,0,0,basic,50.88,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,20:00:00,20:59:59,0,0,1,0,0,0,0,basic,50.88,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,21:00:00,21:59:59,0,0,1,0,0,0,0,basic,39.36,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,22:00:00,22:59:59,0,0,1,0,0,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,10:00:00,10:59:59,0,0,0,1,0,0,0,basic,39.480000000000004,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,11:00:00,11:59:59,0,0,0,1,0,0,0,basic,44.64,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,12:00:00,12:59:59,0,0,0,1,0,0,0,basic,44.400000000000006,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,13:00:00,13:59:59,0,0,0,1,0,0,0,basic,44.64,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,14:00:00,14:59:59,0,0,0,1,0,0,0,basic,48.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,15:00:00,15:59:59,0,0,0,1,0,0,0,basic,47.76,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,16:00:00,16:59:59,0,0,0,1,0,0,0,basic,46.32,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,17:00:00,17:59:59,0,0,0,1,0,0,0,basic,45.12,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,18:00:00,18:59:59,0,0,0,1,0,0,0,basic,46.92,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,19:00:00,19:59:59,0,0,0,1,0,0,0,basic,44.04,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,20:00:00,20:59:59,0,0,0,1,0,0,0,basic,45.480000000000004,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,21:00:00,21:59:59,0,0,0,1,0,0,0,basic,40.68,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,22:00:00,22:59:59,0,0,0,1,0,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,10:00:00,10:59:59,0,0,0,0,1,0,0,basic,36.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,11:00:00,11:59:59,0,0,0,0,1,0,0,basic,42.36,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,12:00:00,12:59:59,0,0,0,0,1,0,0,basic,47.160000000000004,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,13:00:00,13:59:59,0,0,0,0,1,0,0,basic,46.2,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,14:00:00,14:59:59,0,0,0,0,1,0,0,basic,43.8,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,15:00:00,15:59:59,0,0,0,0,1,0,0,basic,42.36,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,16:00:00,16:59:59,0,0,0,0,1,0,0,basic,44.76,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,17:00:00,17:59:59,0,0,0,0,1,0,0,basic,46.92,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,18:00:00,18:59:59,0,0,0,0,1,0,0,basic,53.28,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,19:00:00,19:59:59,0,0,0,0,1,0,0,basic,57.84,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,20:00:00,20:59:59,0,0,0,0,1,0,0,basic,52.199999999999996,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,21:00:00,21:59:59,0,0,0,0,1,0,0,basic,41.88,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,22:00:00,22:59:59,0,0,0,0,1,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,10:00:00,10:59:59,0,0,0,0,0,1,0,basic,39.24,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,11:00:00,11:59:59,0,0,0,0,0,1,0,basic,46.32,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,12:00:00,12:59:59,0,0,0,0,0,1,0,basic,56.64,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,13:00:00,13:59:59,0,0,0,0,0,1,0,basic,56.519999999999996,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,14:00:00,14:59:59,0,0,0,0,0,1,0,basic,48.72,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,15:00:00,15:59:59,0,0,0,0,0,1,0,basic,43.2,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,16:00:00,16:59:59,0,0,0,0,0,1,0,basic,48.36,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,17:00:00,17:59:59,0,0,0,0,0,1,0,basic,55.67999999999999,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,18:00:00,18:59:59,0,0,0,0,0,1,0,basic,56.88,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,19:00:00,19:59:59,0,0,0,0,0,1,0,basic,61.199999999999996,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,20:00:00,20:59:59,0,0,0,0,0,1,0,basic,61.08,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,21:00:00,21:59:59,0,0,0,0,0,1,0,basic,51.599999999999994,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,22:00:00,22:59:59,0,0,0,0,0,1,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,10:00:00,10:59:59,0,0,0,0,0,0,1,basic,43.2,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,11:00:00,11:59:59,0,0,0,0,0,0,1,basic,49.08,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,12:00:00,12:59:59,0,0,0,0,0,0,1,basic,54.599999999999994,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,13:00:00,13:59:59,0,0,0,0,0,0,1,basic,54.480000000000004,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,14:00:00,14:59:59,0,0,0,0,0,0,1,basic,54.36,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,15:00:00,15:59:59,0,0,0,0,0,0,1,basic,50.28,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,16:00:00,16:59:59,0,0,0,0,0,0,1,basic,49.92,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,17:00:00,17:59:59,0,0,0,0,0,0,1,basic,54.599999999999994,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,18:00:00,18:59:59,0,0,0,0,0,0,1,basic,59.04,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,19:00:00,19:59:59,0,0,0,0,0,0,1,basic,60.12,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,20:00:00,20:59:59,0,0,0,0,0,0,1,basic,58.56,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,21:00:00,21:59:59,0,0,0,0,0,0,1,basic,49.800000000000004,,,,,,,,,,,,,,,,
broadsign.com:145445900,2020-01-01,2025-12-31,22:00:00,22:59:59,0,0,0,0,0,0,1,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,10:00:00,10:59:59,1,0,0,0,0,0,0,basic,28.200000000000003,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,11:00:00,11:59:59,1,0,0,0,0,0,0,basic,28.56,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,12:00:00,12:59:59,1,0,0,0,0,0,0,basic,27.48,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,13:00:00,13:59:59,1,0,0,0,0,0,0,basic,29.52,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,14:00:00,14:59:59,1,0,0,0,0,0,0,basic,28.32,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,15:00:00,15:59:59,1,0,0,0,0,0,0,basic,30.0,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,16:00:00,16:59:59,1,0,0,0,0,0,0,basic,28.32,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,17:00:00,17:59:59,1,0,0,0,0,0,0,basic,28.92,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,18:00:00,18:59:59,1,0,0,0,0,0,0,basic,35.400000000000006,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,19:00:00,19:59:59,1,0,0,0,0,0,0,basic,36.0,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,20:00:00,20:59:59,1,0,0,0,0,0,0,basic,32.04,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,21:00:00,21:59:59,1,0,0,0,0,0,0,basic,28.44,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,22:00:00,22:59:59,1,0,0,0,0,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,10:00:00,10:59:59,0,1,0,0,0,0,0,basic,30.36,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,11:00:00,11:59:59,0,1,0,0,0,0,0,basic,32.04,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,12:00:00,12:59:59,0,1,0,0,0,0,0,basic,30.599999999999998,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,13:00:00,13:59:59,0,1,0,0,0,0,0,basic,30.599999999999998,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,14:00:00,14:59:59,0,1,0,0,0,0,0,basic,31.08,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,15:00:00,15:59:59,0,1,0,0,0,0,0,basic,29.64,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,16:00:00,16:59:59,0,1,0,0,0,0,0,basic,32.160000000000004,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,17:00:00,17:59:59,0,1,0,0,0,0,0,basic,36.480000000000004,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,18:00:00,18:59:59,0,1,0,0,0,0,0,basic,17.28,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,19:00:00,19:59:59,0,1,0,0,0,0,0,basic,17.28,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,20:00:00,20:59:59,0,1,0,0,0,0,0,basic,17.28,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,21:00:00,21:59:59,0,1,0,0,0,0,0,basic,37.2,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,22:00:00,22:59:59,0,1,0,0,0,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,10:00:00,10:59:59,0,0,1,0,0,0,0,basic,32.28,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,11:00:00,11:59:59,0,0,1,0,0,0,0,basic,32.88,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,12:00:00,12:59:59,0,0,1,0,0,0,0,basic,32.04,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,13:00:00,13:59:59,0,0,1,0,0,0,0,basic,29.52,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,14:00:00,14:59:59,0,0,1,0,0,0,0,basic,31.08,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,15:00:00,15:59:59,0,0,1,0,0,0,0,basic,30.839999999999996,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,16:00:00,16:59:59,0,0,1,0,0,0,0,basic,31.32,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,17:00:00,17:59:59,0,0,1,0,0,0,0,basic,31.44,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,18:00:00,18:59:59,0,0,1,0,0,0,0,basic,38.28,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,19:00:00,19:59:59,0,0,1,0,0,0,0,basic,38.400000000000006,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,20:00:00,20:59:59,0,0,1,0,0,0,0,basic,36.480000000000004,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,21:00:00,21:59:59,0,0,1,0,0,0,0,basic,33.72,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,22:00:00,22:59:59,0,0,1,0,0,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,10:00:00,10:59:59,0,0,0,1,0,0,0,basic,29.400000000000002,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,11:00:00,11:59:59,0,0,0,1,0,0,0,basic,32.64,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,12:00:00,12:59:59,0,0,0,1,0,0,0,basic,30.48,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,13:00:00,13:59:59,0,0,0,1,0,0,0,basic,30.0,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,14:00:00,14:59:59,0,0,0,1,0,0,0,basic,32.160000000000004,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,15:00:00,15:59:59,0,0,0,1,0,0,0,basic,30.96,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,16:00:00,16:59:59,0,0,0,1,0,0,0,basic,34.68,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,17:00:00,17:59:59,0,0,0,1,0,0,0,basic,35.64,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,18:00:00,18:59:59,0,0,0,1,0,0,0,basic,34.8,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,19:00:00,19:59:59,0,0,0,1,0,0,0,basic,41.519999999999996,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,20:00:00,20:59:59,0,0,0,1,0,0,0,basic,40.32,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,21:00:00,21:59:59,0,0,0,1,0,0,0,basic,32.04,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,22:00:00,22:59:59,0,0,0,1,0,0,0,basic,0.0,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,10:00:00,10:59:59,0,0,0,0,1,0,0,basic,29.880000000000003,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,11:00:00,11:59:59,0,0,0,0,1,0,0,basic,35.88,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,12:00:00,12:59:59,0,0,0,0,1,0,0,basic,36.96,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,13:00:00,13:59:59,0,0,0,0,1,0,0,basic,33.36,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,14:00:00,14:59:59,0,0,0,0,1,0,0,basic,33.599999999999994,,,,,,,,,,,,,,,,
broadsign.com:175741736,2020-01-01,2025-12-31,15:00:00,15:59:59,0,0,0,0,1,0,0,basic,35.76,,,,,,,,,,,,,,,,
