uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.35;3.14;38.06;57.71;0.74
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.06;1.79;64.97;15.05;18.13
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;3.01;53.54;39.9;2.34;1.21
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;35.3;0.63;43.89;16.78;3.4
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.06;84.77;1.4;13.77
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.35;33.06;43.43;15.58;4.59
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.1;32.38;59.44;8.06
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;17.05;5.47;73.53;3.14;0.8
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.08;2.17;90.83;5.22;1.69
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.01;2.07;19.4;17.14;61.37
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.21;5.62;45.06;40.23;8.88
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.8;65.4;21.37;2.11;10.33
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.04;1.69;91.81;3.85;2.61
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.13;34.44;51.38;14.04
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.02;0.11;84.09;13.64;2.14
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.08;0.32;44.47;31.96;23.17
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.18;5.58;72.91;14.33;7.01
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.06;2.02;26.64;21.19;50.1
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.04;0.63;27.56;45.21;26.56
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.02;0.21;78.01;14.43;7.33
6c9ff953-775e-48da-9a30-9ade460d74e4;Jaén Plaza;62;1.0;12.24;41.83;44.92;0.0
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.04;0.41;19.67;30.63;49.25
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.02;0.28;37.84;53.93;7.93
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.02;18.2;72.88;8.14;0.77
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.13;2.48;31.74;22.75;42.91
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.62;12.42;81.3;3.36;1.31
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.06;0.92;70.11;22.63;6.27
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.03;65.27;22.33;7.13;5.24
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.07;2.66;20.29;33.81;43.17
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.02;0.15;26.65;65.36;7.82
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.16;5.41;73.55;14.25;6.62
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.08;4.05;70.09;14.17;11.62
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.02;3.98;61.34;30.63;4.03
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.54;12.77;76.51;2.73;7.46
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.04;2.72;29.37;23.08;44.8
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.06;1.8;42.83;18.97;36.34
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.04;4.51;56.38;29.61;9.47
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.02;3.63;78.75;8.55;9.05
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.54;7.02;86.37;4.65;1.42
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.07;2.15;60.03;18.18;19.57
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.02;0.09;78.74;17.16;3.99
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.02;0.16;16.73;62.32;20.78
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.03;0.24;51.32;13.96;34.44
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.07;47.45;40.97;2.71;5.8
