uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;3.79;1.95;8.53;28.03;37.96;19.74
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;1.35;2.41;10.3;35.07;35.1;15.77
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;3.61;5.02;8.54;33.2;36.95;12.68
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;2.11;1.91;6.9;26.15;37.91;25.03
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;4.74;4.71;5.64;21.14;40.97;22.8
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;6.07;9.11;7.49;27.9;34.35;15.08
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;6.53;4.18;4.15;25.6;41.17;18.37
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;3.87;2.44;9.04;23.58;36.65;24.42
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;3.02;1.4;8.14;30.84;37.02;19.58
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.93;2.93;13.36;35.1;35.86;11.82
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;3.58;1.61;9.95;24.74;38.24;21.87
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.43;1.37;6.37;26.33;40.4;24.1
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.83;1.67;8.36;33.99;36.62;18.52
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;4.74;1.31;6.89;22.32;37.68;27.06
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;1.96;1.39;10.09;23.51;40.57;22.48
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;7.17;1.68;7.35;21.7;38.35;23.74
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;8.54;5.28;9.67;32.8;30.1;13.62
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;2.49;4.3;10.93;32.99;35.41;13.87
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;1.94;4.26;9.91;32.25;37.87;13.77
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;4.33;4.34;11.97;34.71;31.1;13.55
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;4.97;4.05;7.69;24.94;39.9;18.45
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.93;2.84;3.44;17.63;39.05;36.1
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;6.24;4.77;11.84;31.97;32.89;12.3
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;3.26;2.86;10.86;30.12;31.81;21.1
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;2.39;3.55;7.7;30.36;38.1;17.92
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;3.73;3.01;6.05;28.61;38.38;20.23
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;4.34;2.25;8.28;23.13;39.15;22.85
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;5.51;6.56;5.56;29.61;33.31;19.46
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.96;4.87;9.15;27.69;36.63;20.7
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;3.1;1.14;6.92;23.78;40.63;24.41
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;4.87;9.0;7.32;28.88;35.04;14.88
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;2.4;3.99;9.3;33.51;35.23;15.58
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;4.04;3.21;8.83;33.11;34.75;16.05
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;3.08;3.88;8.84;29.74;37.9;16.55
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;1.48;3.32;12.36;33.88;35.83;13.13
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;1.56;2.69;12.43;35.46;34.66;13.2
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;3.84;5.34;10.27;30.41;32.48;17.66
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;3.75;3.84;6.94;25.4;35.74;24.33
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;7.31;1.67;8.02;22.83;39.53;20.64
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;1.55;2.75;10.23;34.87;35.45;15.15
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;4.02;5.06;5.26;24.57;39.63;21.46
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;4.02;3.57;7.43;21.75;40.23;22.99
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;2.9;1.65;9.63;31.7;36.13;17.99
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;4.0;1.56;7.48;25.66;39.76;21.54
