uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.42;3.56;42.65;52.37;1.01
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.17;3.09;64.95;15.11;16.67
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.46;52.29;41.1;2.98;1.17
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;26.94;1.51;47.37;20.36;3.82
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.34;83.45;3.32;12.88
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.21;4.32;29.21;36.76;29.51
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;4.32;31.86;44.13;15.24;4.45
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.05;0.22;35.32;56.97;7.44
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;12.15;8.41;73.72;4.41;1.31
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.29;4.86;83.2;8.2;3.44
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.06;3.49;29.24;19.05;48.16
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.27;6.88;49.96;33.25;9.63
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.59;67.99;22.18;2.7;6.53
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.14;3.86;88.37;4.92;2.71
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.04;0.27;39.38;48.53;11.77
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.03;0.65;81.87;14.43;3.02
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.1;1.31;47.82;30.71;20.06
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.27;6.73;71.7;14.58;6.72
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.19;3.36;32.55;20.08;43.81
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.11;1.16;31.22;42.1;25.42
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.11;0.57;76.03;16.0;7.28
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.07;1.01;25.22;32.36;41.34
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.1;1.59;41.07;48.75;8.49
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.03;17.49;74.55;7.24;0.69
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.17;3.74;37.97;20.54;37.57
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.82;13.75;78.73;4.11;1.59
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.18;1.65;68.29;22.02;7.86
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.13;55.92;29.67;8.36;5.92
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.16;3.55;25.3;30.84;40.16
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.02;0.69;34.3;57.55;7.45
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.26;6.38;72.79;14.46;6.11
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.18;4.48;74.54;12.71;8.08
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.09;5.24;68.99;22.43;3.26
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.58;12.21;76.32;3.28;7.6
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.12;3.81;35.07;25.08;35.93
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.16;2.91;46.41;17.55;32.97
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.18;5.72;56.75;27.67;9.68
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.14;4.32;78.56;8.94;8.04
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.85;6.59;84.04;6.32;2.19
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.16;3.39;60.68;18.13;17.65
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.12;0.45;77.85;17.53;4.06
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.07;0.76;23.1;56.74;19.33
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.24;1.18;53.76;14.97;29.84
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.96;44.68;43.02;3.34;6.0
