uuid,id,name,day,weekday,visits
091b8fd0-a5b1-4c59-acb2-40759e131801,3,Albacenter,20230116,monday,5034.0
091b8fd0-a5b1-4c59-acb2-40759e131801,3,Albacenter,20230117,tuesday,5099.0
091b8fd0-a5b1-4c59-acb2-40759e131801,3,Albacenter,20230118,wednesday,5151.0
091b8fd0-a5b1-4c59-acb2-40759e131801,3,Albacenter,20230119,thursday,4471.0
091b8fd0-a5b1-4c59-acb2-40759e131801,3,Albacenter,20230120,friday,4767.0
091b8fd0-a5b1-4c59-acb2-40759e131801,3,Albacenter,20230121,saturday,5391.0
091b8fd0-a5b1-4c59-acb2-40759e131801,3,Albacenter,20230122,sunday,0.0
69dda3aa-efa6-4149-9481-3e1260141dc2,5,Alegra - Parque Comercial y de Ocio,20230116,monday,2641.0
69dda3aa-efa6-4149-9481-3e1260141dc2,5,Alegra - Parque Comercial y de Ocio,20230117,tuesday,2766.0
69dda3aa-efa6-4149-9481-3e1260141dc2,5,Alegra - Parque Comercial y de Ocio,20230118,wednesday,2866.0
69dda3aa-efa6-4149-9481-3e1260141dc2,5,Alegra - Parque Comercial y de Ocio,20230119,thursday,2820.0
69dda3aa-efa6-4149-9481-3e1260141dc2,5,Alegra - Parque Comercial y de Ocio,20230120,friday,2635.0
69dda3aa-efa6-4149-9481-3e1260141dc2,5,Alegra - Parque Comercial y de Ocio,20230121,saturday,4136.0
69dda3aa-efa6-4149-9481-3e1260141dc2,5,Alegra - Parque Comercial y de Ocio,20230122,sunday,3582.0
91e8cf7c-ece3-4e27-9eed-4a146790bbb7,6,Almazara Plaza,20230116,monday,4233.0
91e8cf7c-ece3-4e27-9eed-4a146790bbb7,6,Almazara Plaza,20230117,tuesday,4246.0
91e8cf7c-ece3-4e27-9eed-4a146790bbb7,6,Almazara Plaza,20230118,wednesday,4592.0
91e8cf7c-ece3-4e27-9eed-4a146790bbb7,6,Almazara Plaza,20230119,thursday,3843.0
91e8cf7c-ece3-4e27-9eed-4a146790bbb7,6,Almazara Plaza,20230120,friday,4734.0
91e8cf7c-ece3-4e27-9eed-4a146790bbb7,6,Almazara Plaza,20230121,saturday,4242.0
91e8cf7c-ece3-4e27-9eed-4a146790bbb7,6,Almazara Plaza,20230122,sunday,0.0
d04597e6-51fd-457d-a302-12e381a71361,7,Ànecblau,20230116,monday,8547.0
d04597e6-51fd-457d-a302-12e381a71361,7,Ànecblau,20230117,tuesday,8108.0
d04597e6-51fd-457d-a302-12e381a71361,7,Ànecblau,20230118,wednesday,8665.0
d04597e6-51fd-457d-a302-12e381a71361,7,Ànecblau,20230119,thursday,8716.0
d04597e6-51fd-457d-a302-12e381a71361,7,Ànecblau,20230120,friday,9652.0
d04597e6-51fd-457d-a302-12e381a71361,7,Ànecblau,20230121,saturday,10671.0
d04597e6-51fd-457d-a302-12e381a71361,7,Ànecblau,20230122,sunday,12533.0
c52d5f56-1f93-40dd-a167-d60d9a103807,55,Área Sur,20230116,monday,11789.0
c52d5f56-1f93-40dd-a167-d60d9a103807,55,Área Sur,20230117,tuesday,10922.0
c52d5f56-1f93-40dd-a167-d60d9a103807,55,Área Sur,20230118,wednesday,13308.0
c52d5f56-1f93-40dd-a167-d60d9a103807,55,Área Sur,20230119,thursday,11960.0
c52d5f56-1f93-40dd-a167-d60d9a103807,55,Área Sur,20230120,friday,14146.0
