uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.36;2.6;38.24;57.97;0.83
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.08;1.83;65.18;15.19;17.72
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;3.27;54.33;38.5;2.57;1.32
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;35.0;0.68;43.87;16.92;3.54
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.07;84.07;1.7;14.16
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.82;33.19;43.37;15.35;4.27
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.02;0.1;31.53;60.01;8.35
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;15.8;5.46;74.05;3.57;1.12
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.1;2.41;90.21;5.42;1.87
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.07;1.97;20.22;17.56;60.19
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.24;5.46;45.52;39.65;9.12
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.95;64.5;21.68;2.33;10.54
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.05;1.67;91.85;3.78;2.65
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.1;34.94;51.26;13.69
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.08;83.79;13.45;2.66
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.04;0.32;44.06;32.46;23.12
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.22;5.69;72.73;14.25;7.12
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.05;2.25;26.36;20.84;50.51
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.06;0.56;27.55;45.19;26.63
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.02;0.25;77.71;14.38;7.65
6c9ff953-775e-48da-9a30-9ade460d74e4;Jaén Plaza;62;0.34;12.34;41.74;45.57;0.0
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.05;0.39;19.97;30.38;49.2
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.03;0.3;38.16;53.55;7.95
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.01;18.12;73.06;8.07;0.73
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.13;2.46;31.54;22.97;42.9
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.69;13.36;79.89;3.68;1.38
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.09;1.03;69.26;23.29;6.32
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.04;64.34;23.2;7.2;5.23
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.07;2.66;20.73;33.22;43.32
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.01;0.12;26.53;65.51;7.83
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.19;5.48;73.41;14.24;6.68
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.1;4.03;69.8;14.23;11.83
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.02;4.09;61.79;30.04;4.06
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.56;12.49;76.58;2.77;7.6
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.02;2.66;29.56;23.54;44.21
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.06;1.71;43.11;18.87;36.25
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.06;4.62;56.22;29.44;9.66
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.03;3.74;78.43;8.76;9.04
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.64;7.05;85.24;5.36;1.71
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.1;2.28;60.19;18.29;19.14
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.04;0.15;79.01;16.85;3.95
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.02;0.25;17.46;62.06;20.21
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.04;0.28;51.34;13.68;34.66
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.19;47.74;40.33;2.71;6.04
