uuid;name;id;low;medium_low;medium;medium_high;high
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.05;0.65;21.67;31.7;45.94
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.48;3.37;40.67;54.58;0.91
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.75;14.71;77.75;4.21;1.58
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.09;2.5;63.91;16.31;17.18
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.66;52.94;40.58;2.59;1.23
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.04;0.44;51.26;14.51;33.76
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;33.36;0.85;45.39;17.11;3.29
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.03;0.14;86.45;1.51;11.88
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.28;3.3;25.12;37.27;34.04
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;2.86;33.21;43.88;16.11;3.94
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.21;6.2;47.34;36.87;9.37
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.75;62.14;24.67;2.62;9.83
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.22;37.52;48.83;13.42
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.22;82.27;14.96;2.55
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.02;0.33;76.78;15.09;7.77
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.13;2.69;28.07;20.94;48.16
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.05;0.68;28.92;43.05;27.3
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.02;0.63;39.56;51.83;7.96
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.14;0.95;70.39;22.32;6.19
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.06;62.82;24.01;7.49;5.62
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.15;3.22;22.9;32.27;41.46
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.08;3.89;77.61;9.29;9.13
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.69;13.09;75.66;3.32;7.25
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.08;2.5;44.68;20.61;32.12
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.08;4.94;55.77;29.59;9.63
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.79;6.71;84.03;6.17;2.31
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.13;2.33;90.31;4.84;2.39
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.25;6.12;72.0;14.8;6.83
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.17;2.87;33.65;23.26;40.05
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.08;2.7;58.69;19.5;19.04
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.22;31.75;59.01;9.01
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.02;0.38;80.6;15.19;3.81
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.05;45.47;41.6;3.72;6.16
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.16;3.26;86.97;6.72;2.89
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.03;0.6;44.58;32.4;22.39
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.26;5.83;72.96;14.58;6.36
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.18;18.5;72.72;7.73;0.88
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.03;4.28;62.45;29.25;3.99
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.05;2.69;21.87;18.72;56.67
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.17;3.05;32.25;24.47;40.06
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.16;3.78;70.47;15.11;10.47
41df8bd7-9605-4805-a088-1728179af2e3;Ferial Plaza - Centro Comercial y de Ocio;140;0.22;2.01;45.53;49.63;2.61
