uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.41;3.16;39.83;55.76;0.83
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.03;1.91;63.98;15.86;18.22
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.56;54.18;39.38;2.69;1.19
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;31.85;0.78;45.22;18.59;3.56
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.0;0.04;85.16;1.71;13.09
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.08;3.19;22.0;39.27;35.46
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.51;32.58;43.94;16.14;3.82
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.1;32.0;59.65;8.24
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;15.69;6.47;72.99;3.75;1.11
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.18;2.52;89.0;6.16;2.14
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.08;2.19;20.74;17.39;59.6
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.26;6.16;44.82;38.54;10.21
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.83;62.32;24.78;2.59;9.47
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.11;1.79;90.9;4.26;2.93
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.21;37.73;48.43;13.61
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.02;0.18;83.55;13.96;2.29
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.06;0.39;43.29;32.2;24.06
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.26;5.89;72.02;14.71;7.12
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.03;2.13;27.68;20.32;49.83
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.05;0.36;28.01;45.77;25.81
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.03;0.26;77.46;14.56;7.7
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.04;0.43;20.34;31.06;48.14
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.03;0.48;36.76;53.9;8.84
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.01;18.74;72.95;7.7;0.61
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.1;2.52;32.36;23.41;41.61
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.44;14.06;79.46;3.6;1.44
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.11;1.15;66.59;25.11;7.04
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.03;64.01;23.47;7.08;5.4
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.07;2.84;20.88;33.09;43.13
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.04;0.1;26.77;64.11;8.98
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.21;5.65;73.13;14.53;6.48
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.08;4.09;71.03;14.08;10.72
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.04;4.33;62.98;28.7;3.95
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.53;12.82;76.58;2.97;7.11
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.03;2.93;30.28;24.8;41.96
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.05;1.86;43.1;18.95;36.03
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.07;4.63;57.15;28.7;9.45
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.02;3.72;78.71;8.74;8.8
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.61;7.6;85.58;4.79;1.42
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.04;2.27;59.47;18.61;19.61
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.01;0.24;77.65;17.99;4.11
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.03;0.18;16.91;63.02;19.87
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.04;0.26;52.26;13.29;34.15
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.07;46.87;40.98;3.39;5.69
