uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.43;2.98;38.14;57.45;1.0
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.11;2.47;64.89;15.64;16.89
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.53;52.75;40.67;2.77;1.28
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;33.61;0.94;44.67;17.49;3.29
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.07;87.22;1.5;11.21
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.56;34.59;44.24;13.64;3.97
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.0;0.21;29.36;62.33;8.1
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;15.3;6.53;73.58;3.46;1.13
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.11;2.5;89.35;6.19;1.85
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.04;2.76;22.52;18.01;56.67
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.35;6.75;45.49;38.15;9.25
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.8;62.56;24.87;2.47;9.3
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.23;2.17;90.12;4.9;2.58
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.23;37.86;48.53;13.38
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.16;83.58;13.6;2.64
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.04;0.6;44.13;32.55;22.67
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.27;6.12;72.09;14.77;6.74
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.1;2.47;29.19;19.78;48.45
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.04;0.64;28.54;44.89;25.89
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.07;0.39;77.48;14.98;7.09
6c9ff953-775e-48da-9a30-9ade460d74e4;Jaén Plaza;62;0.6;13.02;46.59;39.79;0.0
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.05;0.56;21.64;30.75;47.01
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.03;0.55;38.19;53.64;7.58
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.04;18.72;72.06;8.33;0.84
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.16;2.7;33.4;22.73;41.02
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.61;12.44;80.27;4.15;1.53
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.07;1.52;67.88;23.64;6.89
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.06;64.32;23.17;7.17;5.28
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.16;2.77;22.38;33.56;41.14
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.03;0.27;27.4;64.3;8.01
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.23;5.84;73.04;14.66;6.22
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.24;4.02;70.18;14.02;11.55
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.05;4.14;64.04;27.92;3.85
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.64;12.16;76.59;3.09;7.53
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.12;3.18;33.17;23.63;39.9
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.08;2.17;45.13;18.92;33.7
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.08;4.82;57.35;28.41;9.34
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.06;3.58;79.21;8.42;8.73
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.92;7.11;84.5;5.49;1.97
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.08;2.47;59.76;18.64;19.05
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.04;0.44;77.88;17.61;4.04
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.08;0.36;18.26;61.53;19.77
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.05;0.39;52.85;13.98;32.72
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.9;48.76;39.74;2.9;5.71
