mall_name;period;start_date;end_date;mall_visits;country;mall_id
Area Sur;MONTHLY;2021-02-01;2021-02-28;182.800;SPAIN;55
Area Sur;MONTHLY;2021-03-01;2021-03-31;406.197;SPAIN;55
Area Sur;MONTHLY;2021-04-01;2021-04-30;415.559;SPAIN;55
Area Sur;MONTHLY;2021-05-01;2021-05-31;483.109;SPAIN;55
Area Sur;MONTHLY;2021-06-01;2021-06-30;520.743;SPAIN;55
Area Sur;MONTHLY;2021-07-01;2021-07-31;589.247;SPAIN;55
Area Sur;MONTHLY;2021-08-01;2021-08-31;579.193;SPAIN;55
Area Sur;MONTHLY;2021-09-01;2021-09-30;548.064;SPAIN;55
Area Sur;MONTHLY;2021-10-01;2021-10-31;561.166;SPAIN;55
Area Sur;MONTHLY;2021-11-01;2021-11-30;605.097;SPAIN;55
Area Sur;MONTHLY;2021-12-01;2021-12-31;751.590;SPAIN;55
Area Sur;MONTHLY;2022-01-01;2022-01-31;601.770;SPAIN;55
Area Sur;MONTHLY;2022-02-01;2022-02-28;403.277;SPAIN;55
Area Sur;MONTHLY;2022-03-01;2022-03-31;427.241;SPAIN;55
Gran Casa;MONTHLY;2019-01-01;2019-01-31;1.243.788;SPAIN;24
Gran Casa;MONTHLY;2019-02-01;2019-02-28;990.282;SPAIN;24
Gran Casa;MONTHLY;2019-03-01;2019-03-31;1.049.794;SPAIN;24
Gran Casa;MONTHLY;2019-04-01;2019-04-30;1.027.590;SPAIN;24
Gran Casa;MONTHLY;2019-05-01;2019-05-31;1.095.463;SPAIN;24
Gran Casa;MONTHLY;2019-06-01;2019-06-30;1.124.068;SPAIN;24
Gran Casa;MONTHLY;2019-07-01;2019-07-31;1.165.470;SPAIN;24
Gran Casa;MONTHLY;2019-08-01;2019-08-31;896.826;SPAIN;24
Gran Casa;MONTHLY;2019-09-01;2019-09-30;1.021.978;SPAIN;24
Gran Casa;MONTHLY;2019-10-01;2019-10-31;1.160.777;SPAIN;24
Gran Casa;MONTHLY;2019-11-01;2019-11-30;1.184.817;SPAIN;24
Gran Casa;MONTHLY;2019-12-01;2019-12-31;1.334.838;SPAIN;24
Gran Casa;MONTHLY;2020-01-01;2020-01-31;1.214.401;SPAIN;24
Gran Casa;MONTHLY;2020-02-01;2020-02-28;1.006.457;SPAIN;24
Gran Casa;MONTHLY;2020-03-01;2020-03-31;432.813;SPAIN;24
Gran Casa;MONTHLY;2020-04-01;2020-04-30;65.024;SPAIN;24
Gran Casa;MONTHLY;2020-05-01;2020-05-31;235.476;SPAIN;24
Gran Casa;MONTHLY;2020-06-01;2020-06-30;759.653;SPAIN;24
Gran Casa;MONTHLY;2020-07-01;2020-07-31;784.103;SPAIN;24
Gran Casa;MONTHLY;2020-08-01;2020-08-31;678.166;SPAIN;24
Gran Casa;MONTHLY;2020-09-01;2020-09-30;841.902;SPAIN;24
Gran Casa;MONTHLY;2020-10-01;2020-10-31;825.376;SPAIN;24
Gran Casa;MONTHLY;2020-11-01;2020-11-30;698.674;SPAIN;24
Gran Casa;MONTHLY;2020-12-01;2020-12-31;992.322;SPAIN;24
Gran Casa;MONTHLY;2021-01-01;2021-01-31;778.036;SPAIN;24
Gran Casa;MONTHLY;2021-02-01;2021-02-28;686.227;SPAIN;24
Gran Casa;MONTHLY;2021-03-01;2021-03-31;791.562;SPAIN;24
Gran Casa;MONTHLY;2021-04-01;2021-04-30;741.074;SPAIN;24
Gran Casa;MONTHLY;2021-05-01;2021-05-31;800.524;SPAIN;24
Gran Casa;MONTHLY;2021-06-01;2021-06-30;894.455;SPAIN;24
Gran Casa;MONTHLY;2021-07-01;2021-07-31;883.057;SPAIN;24
Gran Casa;MONTHLY;2021-08-01;2021-08-31;737.338;SPAIN;24
Gran Casa;MONTHLY;2021-09-01;2021-09-30;874.695;SPAIN;24
Gran Casa;MONTHLY;2021-10-01;2021-10-31;896.001;SPAIN;24
Gran Casa;MONTHLY;2021-11-01;2021-11-30;993.097;SPAIN;24
Gran Casa;MONTHLY;2021-12-01;2021-12-31;1.081.825;SPAIN;24
Gran Casa;MONTHLY;2022-01-01;2022-01-31;898.145;SPAIN;24
Gran Casa;MONTHLY;2022-02-01;2022-02-28;791.454;SPAIN;24
Gran Casa;MONTHLY;2022-03-01;2022-03-31;894.063;SPAIN;24
Max Center/Ocio;MONTHLY;2019-01-01;2019-01-31;609.544;SPAIN;34
Max Center/Ocio;MONTHLY;2019-02-01;2019-02-28;395.258;SPAIN;34
Max Center/Ocio;MONTHLY;2019-03-01;2019-03-31;410.421;SPAIN;34
Max Center/Ocio;MONTHLY;2019-04-01;2019-04-30;419.338;SPAIN;34
Max Center/Ocio;MONTHLY;2019-05-01;2019-05-31;409.344;SPAIN;34
Max Center/Ocio;MONTHLY;2019-06-01;2019-06-30;402.070;SPAIN;34
Max Center/Ocio;MONTHLY;2019-07-01;2019-07-31;469.120;SPAIN;34
Max Center/Ocio;MONTHLY;2019-08-01;2019-08-31;396.954;SPAIN;34
Max Center/Ocio;MONTHLY;2019-09-01;2019-09-30;361.425;SPAIN;34
Max Center/Ocio;MONTHLY;2019-10-01;2019-10-31;399.722;SPAIN;34
Max Center/Ocio;MONTHLY;2019-11-01;2019-11-30;507.092;SPAIN;34
Max Center/Ocio;MONTHLY;2019-12-01;2019-12-31;567.861;SPAIN;34
Max Center/Ocio;MONTHLY;2020-01-01;2020-01-31;518.788;SPAIN;34
Max Center/Ocio;MONTHLY;2020-02-01;2020-02-28;357.089;SPAIN;34
Max Center/Ocio;MONTHLY;2020-03-01;2020-03-31;161.018;SPAIN;34
Max Center/Ocio;MONTHLY;2020-04-01;2020-04-30;28.759;SPAIN;34
Max Center/Ocio;MONTHLY;2020-05-01;2020-05-31;69.834;SPAIN;34
Max Center/Ocio;MONTHLY;2020-06-01;2020-06-30;291.000;SPAIN;34
Max Center/Ocio;MONTHLY;2020-07-01;2020-07-31;323.644;SPAIN;34
Max Center/Ocio;MONTHLY;2020-08-01;2020-08-31;327.951;SPAIN;34
Max Center/Ocio;MONTHLY;2020-09-01;2020-09-30;325.900;SPAIN;34
Max Center/Ocio;MONTHLY;2020-10-01;2020-10-31;334.234;SPAIN;34
Max Center/Ocio;MONTHLY;2020-11-01;2020-11-30;198.788;SPAIN;34
Max Center/Ocio;MONTHLY;2020-12-01;2020-12-31;418.361;SPAIN;34
Max Center/Ocio;MONTHLY;2021-01-01;2021-01-31;346.436;SPAIN;34
Max Center/Ocio;MONTHLY;2021-02-01;2021-02-28;184.879;SPAIN;34
Max Center/Ocio;MONTHLY;2021-03-01;2021-03-31;281.223;SPAIN;34
Max Center/Ocio;MONTHLY;2021-04-01;2021-04-30;269.589;SPAIN;34
Max Center/Ocio;MONTHLY;2021-05-01;2021-05-31;286.850;SPAIN;34
Max Center/Ocio;MONTHLY;2021-06-01;2021-06-30;360.879;SPAIN;34
Max Center/Ocio;MONTHLY;2021-07-01;2021-07-31;370.394;SPAIN;34
Max Center/Ocio;MONTHLY;2021-08-01;2021-08-31;312.689;SPAIN;34
Max Center/Ocio;MONTHLY;2021-09-01;2021-09-30;314.193;SPAIN;34
Max Center/Ocio;MONTHLY;2021-10-01;2021-10-31;339.245;SPAIN;34
Max Center/Ocio;MONTHLY;2021-11-01;2021-11-30;358.477;SPAIN;34
Max Center/Ocio;MONTHLY;2021-12-01;2021-12-31;469.566;SPAIN;34
Max Center/Ocio;MONTHLY;2022-01-01;2022-01-31;405.174;SPAIN;34
Max Center/Ocio;MONTHLY;2022-02-01;2022-02-28;288.682;SPAIN;34
Max Center/Ocio;MONTHLY;2022-03-01;2022-03-31;295.713;SPAIN;34
Plaza Mayor;MONTHLY;2019-01-01;2019-01-31;910.694;SPAIN;40
Plaza Mayor;MONTHLY;2019-02-01;2019-02-28;641.620;SPAIN;40
Plaza Mayor;MONTHLY;2019-03-01;2019-03-31;729.778;SPAIN;40
Plaza Mayor;MONTHLY;2019-04-01;2019-04-30;831.148;SPAIN;40
Plaza Mayor;MONTHLY;2019-05-01;2019-05-31;791.062;SPAIN;40
Plaza Mayor;MONTHLY;2019-06-01;2019-06-30;881.508;SPAIN;40
Plaza Mayor;MONTHLY;2019-07-01;2019-07-31;1.251.503;SPAIN;40
Plaza Mayor;MONTHLY;2019-08-01;2019-08-31;1.249.691;SPAIN;40
Plaza Mayor;MONTHLY;2019-09-01;2019-09-30;897.534;SPAIN;40
Plaza Mayor;MONTHLY;2019-10-01;2019-10-31;916.515;SPAIN;40
Plaza Mayor;MONTHLY;2019-11-01;2019-11-30;877.168;SPAIN;40
Plaza Mayor;MONTHLY;2019-12-01;2019-12-31;1.061.451;SPAIN;40
Plaza Mayor;MONTHLY;2020-01-01;2020-01-31;885.503;SPAIN;40
Plaza Mayor;MONTHLY;2020-02-01;2020-02-28;1.062.500;SPAIN;40
Plaza Mayor;MONTHLY;2020-03-01;2020-03-31;366.221;SPAIN;40
Plaza Mayor;MONTHLY;2020-04-01;2020-04-30;23.290;SPAIN;40
Plaza Mayor;MONTHLY;2020-05-01;2020-05-31;46.701;SPAIN;40
Plaza Mayor;MONTHLY;2020-06-01;2020-06-30;756.683;SPAIN;40
Plaza Mayor;MONTHLY;2020-07-01;2020-07-31;1.069.723;SPAIN;40
Plaza Mayor;MONTHLY;2020-08-01;2020-08-31;1.173.780;SPAIN;40
Plaza Mayor;MONTHLY;2020-09-01;2020-09-30;915.962;SPAIN;40
Plaza Mayor;MONTHLY;2020-10-01;2020-10-31;860.801;SPAIN;40
Plaza Mayor;MONTHLY;2020-11-01;2020-11-30;470.567;SPAIN;40
Plaza Mayor;MONTHLY;2020-12-01;2020-12-31;944.791;SPAIN;40
Plaza Mayor;MONTHLY;2021-01-01;2021-01-31;730.212;SPAIN;40
Plaza Mayor;MONTHLY;2021-02-01;2021-02-28;391.816;SPAIN;40
Plaza Mayor;MONTHLY;2021-03-01;2021-03-31;773.697;SPAIN;40
Plaza Mayor;MONTHLY;2021-04-01;2021-04-30;720.816;SPAIN;40
Plaza Mayor;MONTHLY;2021-05-01;2021-05-31;897.844;SPAIN;40
Plaza Mayor;MONTHLY;2021-06-01;2021-06-30;972.963;SPAIN;40
Plaza Mayor;MONTHLY;2021-07-01;2021-07-31;1.408.141;SPAIN;40
Plaza Mayor;MONTHLY;2021-08-01;2021-08-31;1.615.711;SPAIN;40
Plaza Mayor;MONTHLY;2021-09-01;2021-09-30;1.210.354;SPAIN;40
Plaza Mayor;MONTHLY;2021-10-01;2021-10-31;1.088.212;SPAIN;40
Plaza Mayor;MONTHLY;2021-11-01;2021-11-30;1.038.695;SPAIN;40
Plaza Mayor;MONTHLY;2021-12-01;2021-12-31;1.360.709;SPAIN;40
Plaza Mayor;MONTHLY;2022-01-01;2022-01-31;1.226.235;SPAIN;40
Plaza Mayor;MONTHLY;2022-02-01;2022-02-28;905.742;SPAIN;40
Plaza Mayor;MONTHLY;2022-03-01;2022-03-31;863.033;SPAIN;40
Valle Real;MONTHLY;2019-01-01;2019-01-31;544.018;SPAIN;51
Valle Real;MONTHLY;2019-02-01;2019-02-28;371.323;SPAIN;51
Valle Real;MONTHLY;2019-03-01;2019-03-31;377.762;SPAIN;51
Valle Real;MONTHLY;2019-04-01;2019-04-30;420.331;SPAIN;51
Valle Real;MONTHLY;2019-05-01;2019-05-31;419.180;SPAIN;51
Valle Real;MONTHLY;2019-06-01;2019-06-30;452.545;SPAIN;51
Valle Real;MONTHLY;2019-07-01;2019-07-31;525.813;SPAIN;51
Valle Real;MONTHLY;2019-08-01;2019-08-31;488.150;SPAIN;51
Valle Real;MONTHLY;2019-09-01;2019-09-30;423.128;SPAIN;51
Valle Real;MONTHLY;2019-10-01;2019-10-31;440.677;SPAIN;51
Valle Real;MONTHLY;2019-11-01;2019-11-30;456.460;SPAIN;51
Valle Real;MONTHLY;2019-12-01;2019-12-31;549.548;SPAIN;51
Valle Real;MONTHLY;2020-01-01;2020-01-31;515.088;SPAIN;51
Valle Real;MONTHLY;2020-02-01;2020-02-28;366.188;SPAIN;51
Valle Real;MONTHLY;2020-03-01;2020-03-31;153.938;SPAIN;51
Valle Real;MONTHLY;2020-04-01;2020-04-30;28.265;SPAIN;51
Valle Real;MONTHLY;2020-05-01;2020-05-31;103.559;SPAIN;51
Valle Real;MONTHLY;2020-06-01;2020-06-30;384.080;SPAIN;51
Valle Real;MONTHLY;2020-07-01;2020-07-31;430.229;SPAIN;51
Valle Real;MONTHLY;2020-08-01;2020-08-31;442.223;SPAIN;51
Valle Real;MONTHLY;2020-09-01;2020-09-30;384.978;SPAIN;51
Valle Real;MONTHLY;2020-10-01;2020-10-31;401.607;SPAIN;51
Valle Real;MONTHLY;2020-11-01;2020-11-30;223.747;SPAIN;51
Valle Real;MONTHLY;2020-12-01;2020-12-31;412.881;SPAIN;51
Valle Real;MONTHLY;2021-01-01;2021-01-31;368.064;SPAIN;51
Valle Real;MONTHLY;2021-02-01;2021-02-28;280.059;SPAIN;51
Valle Real;MONTHLY;2021-03-01;2021-03-31;316.895;SPAIN;51
Valle Real;MONTHLY;2021-04-01;2021-04-30;338.508;SPAIN;51
Valle Real;MONTHLY;2021-05-01;2021-05-31;351.271;SPAIN;51
Valle Real;MONTHLY;2021-06-01;2021-06-30;416.539;SPAIN;51
Valle Real;MONTHLY;2021-07-01;2021-07-31;453.575;SPAIN;51
Valle Real;MONTHLY;2021-08-01;2021-08-31;436.768;SPAIN;51
Valle Real;MONTHLY;2021-09-01;2021-09-30;393.282;SPAIN;51
Valle Real;MONTHLY;2021-10-01;2021-10-31;423.985;SPAIN;51
Valle Real;MONTHLY;2021-11-01;2021-11-30;428.729;SPAIN;51
Valle Real;MONTHLY;2021-12-01;2021-12-31;468.309;SPAIN;51
Valle Real;MONTHLY;2022-01-01;2022-01-31;429.210;SPAIN;51
Valle Real;MONTHLY;2022-02-01;2022-02-28;312.133;SPAIN;51
Valle Real;MONTHLY;2022-03-01;2022-03-31;322.076;SPAIN;51
Jockey Plaza;MONTHLY;2022-01-01;2022-01-31;3.400.000;PERU;82
Jockey Plaza;MONTHLY;2022-02-01;2022-02-28;3.420.000;PERU;82
Jockey Plaza;MONTHLY;2022-03-01;2022-03-31;3.400.000;PERU;82
Jockey Plaza;MONTHLY;2022-04-01;2022-04-30;3.400.000;PERU;82
Jockey Plaza;MONTHLY;2022-05-01;2022-05-31;4.000.000;PERU;82
Jockey Plaza;MONTHLY;2022-06-01;2022-06-30;3.850.000;PERU;82
Jockey Plaza;MONTHLY;2022-07-01;2022-07-31;4.100.000;PERU;82
Jockey Plaza;MONTHLY;2022-08-01;2022-08-31;3.890.000;PERU;82
Jockey Plaza;MONTHLY;2022-09-01;2022-09-30;3.900.000;PERU;82
Jockey Plaza;MONTHLY;2022-10-01;2022-10-31;3.900.000;PERU;82
Plaza San Miguel;MONTHLY;2022-01-01;2022-01-31;3.300.000;PERU;94
Plaza San Miguel;MONTHLY;2022-02-01;2022-02-28;3.400.000;PERU;94
Plaza San Miguel;MONTHLY;2022-03-01;2022-03-31;3.410.000;PERU;94
Plaza San Miguel;MONTHLY;2022-04-01;2022-04-30;3.410.000;PERU;94
Plaza San Miguel;MONTHLY;2022-05-01;2022-05-31;3.900.000;PERU;94
Plaza San Miguel;MONTHLY;2022-06-01;2022-06-30;3.880.000;PERU;94
Plaza San Miguel;MONTHLY;2022-07-01;2022-07-31;4.100.000;PERU;94
Plaza San Miguel;MONTHLY;2022-08-01;2022-08-31;3.980.000;PERU;94
Plaza San Miguel;MONTHLY;2022-09-01;2022-09-30;3.900.000;PERU;94
Plaza San Miguel;MONTHLY;2022-10-01;2022-10-31;3.900.000;PERU;94
MALL SANTA ANITA;MONTHLY;2022-01-01;2022-01-31;1.700.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-02-01;2022-02-28;1.770.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-03-01;2022-03-31;1.730.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-04-01;2022-04-30;1.730.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-05-01;2022-05-31;1.900.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-06-01;2022-06-30;1.800.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-07-01;2022-07-31;1.950.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-08-01;2022-08-31;1.890.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-09-01;2022-09-30;1.920.000;PERU;88
MALL SANTA ANITA;MONTHLY;2022-10-01;2022-10-31;1.920.000;PERU;88
La Rambla San Borja;MONTHLY;2022-01-01;2022-01-31;1.300.000;PERU;85
La Rambla San Borja;MONTHLY;2022-02-01;2022-02-28;1.380.000;PERU;85
La Rambla San Borja;MONTHLY;2022-03-01;2022-03-31;1.300.000;PERU;85
La Rambla San Borja;MONTHLY;2022-04-01;2022-04-30;1.300.000;PERU;85
La Rambla San Borja;MONTHLY;2022-05-01;2022-05-31;1.500.000;PERU;85
La Rambla San Borja;MONTHLY;2022-06-01;2022-06-30;1.500.000;PERU;85
La Rambla San Borja;MONTHLY;2022-07-01;2022-07-31;1.620.000;PERU;85
La Rambla San Borja;MONTHLY;2022-08-01;2022-08-31;1.570.000;PERU;85
La Rambla San Borja;MONTHLY;2022-09-01;2022-09-30;1.500.000;PERU;85
La Rambla San Borja;MONTHLY;2022-10-01;2022-10-31;1.500.000;PERU;85
La Rambla Breña;MONTHLY;2022-01-01;2022-01-31;900.000;PERU;83
La Rambla Breña;MONTHLY;2022-02-01;2022-02-28;900.000;PERU;83
La Rambla Breña;MONTHLY;2022-03-01;2022-03-31;910.000;PERU;83
La Rambla Breña;MONTHLY;2022-04-01;2022-04-30;912.000;PERU;83
La Rambla Breña;MONTHLY;2022-05-01;2022-05-31;980.000;PERU;83
La Rambla Breña;MONTHLY;2022-06-01;2022-06-30;989.000;PERU;83
La Rambla Breña;MONTHLY;2022-07-01;2022-07-31;1.010.000;PERU;83
La Rambla Breña;MONTHLY;2022-08-01;2022-08-31;997.000;PERU;83
La Rambla Breña;MONTHLY;2022-09-01;2022-09-30;990.000;PERU;83
La Rambla Breña;MONTHLY;2022-10-01;2022-10-31;990.000;PERU;83
MOLINA PLAZA;MONTHLY;2022-01-01;2022-01-31;620.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-02-01;2022-02-28;621.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-03-01;2022-03-31;620.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-04-01;2022-04-30;620.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-05-01;2022-05-31;700.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-06-01;2022-06-30;650.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-07-01;2022-07-31;770.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-08-01;2022-08-31;660.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-09-01;2022-09-30;664.000;PERU;93
MOLINA PLAZA;MONTHLY;2022-10-01;2022-10-31;664.000;PERU;93
LARCOMAR;MONTHLY;2022-06-01;2022-06-30;1.200.000;PERU;99
LARCOMAR;MONTHLY;2022-07-01;2022-07-31;1.320.000;PERU;99
LARCOMAR;MONTHLY;2022-08-01;2022-08-31;1.200.000;PERU;99
LARCOMAR;MONTHLY;2022-09-01;2022-09-30;1.210.000;PERU;99
LARCOMAR;MONTHLY;2022-10-01;2022-10-31;1.210.000;PERU;99
MINKA;MONTHLY;2022-01-01;2022-01-31;2.100.000;PERU;92
MINKA;MONTHLY;2022-02-01;2022-02-28;2.100.000;PERU;92
MINKA;MONTHLY;2022-03-01;2022-03-31;2.000.000;PERU;92
MINKA;MONTHLY;2022-04-01;2022-04-30;2.000.000;PERU;92
MINKA;MONTHLY;2022-05-01;2022-05-31;2.500.000;PERU;92
MINKA;MONTHLY;2022-06-01;2022-06-30;2.350.000;PERU;92
MINKA;MONTHLY;2022-07-01;2022-07-31;2.400.000;PERU;92
MINKA;MONTHLY;2022-08-01;2022-08-31;2.400.000;PERU;92
MINKA;MONTHLY;2022-09-01;2022-09-30;2.400.000;PERU;92
MINKA;MONTHLY;2022-10-01;2022-10-31;2.400.000;PERU;92
Mall Arequipa;MONTHLY;2022-01-01;2022-01-31;1.300.000;PERU;89
Mall Arequipa;MONTHLY;2022-02-01;2022-02-28;1.300.000;PERU;89
Mall Arequipa;MONTHLY;2022-03-01;2022-03-31;1.200.000;PERU;89
Mall Arequipa;MONTHLY;2022-04-01;2022-04-30;1.200.000;PERU;89
Mall Arequipa;MONTHLY;2022-05-01;2022-05-31;1.300.000;PERU;89
Mall Arequipa;MONTHLY;2022-06-01;2022-06-30;1.200.000;PERU;89
Mall Arequipa;MONTHLY;2022-07-01;2022-07-31;1.280.000;PERU;89
Mall Arequipa;MONTHLY;2022-08-01;2022-08-31;1.200.000;PERU;89
Mall Arequipa;MONTHLY;2022-09-01;2022-09-30;1.200.000;PERU;89
Mall Arequipa;MONTHLY;2022-10-01;2022-10-31;1.220.000;PERU;89
Mall Aventura Chiclayo;MONTHLY;2022-06-01;2022-06-30;900.000;PERU;100
Mall Aventura Chiclayo;MONTHLY;2022-07-01;2022-07-31;950.000;PERU;100
Mall Aventura Chiclayo;MONTHLY;2022-08-01;2022-08-31;950.000;PERU;100
Mall Aventura Chiclayo;MONTHLY;2022-09-01;2022-09-30;951.000;PERU;100
Mall Aventura Chiclayo;MONTHLY;2022-10-01;2022-10-31;951.000;PERU;100
Megaplaza;MONTHLY;2022-01-01;2022-01-31;3.900.000;PERU;91
Megaplaza;MONTHLY;2022-02-01;2022-02-28;3.900.000;PERU;91
Megaplaza;MONTHLY;2022-03-01;2022-03-31;3.800.000;PERU;91
Megaplaza;MONTHLY;2022-04-01;2022-04-30;3.800.000;PERU;91
Megaplaza;MONTHLY;2022-05-01;2022-05-31;4.200.000;PERU;91
Megaplaza;MONTHLY;2022-06-01;2022-06-30;4.100.000;PERU;91
Megaplaza;MONTHLY;2022-07-01;2022-07-31;4.180.000;PERU;91
Megaplaza;MONTHLY;2022-08-01;2022-08-31;4.000.000;PERU;91
Megaplaza;MONTHLY;2022-09-01;2022-09-30;3.990.000;PERU;91
Megaplaza;MONTHLY;2022-10-01;2022-10-31;3.990.000;PERU;91
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-01-01;2022-01-31;690.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-02-01;2022-02-28;690.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-03-01;2022-03-31;691.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-04-01;2022-04-30;691.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-05-01;2022-05-31;700.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-06-01;2022-06-30;650.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-07-01;2022-07-31;659.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-08-01;2022-08-31;650.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-09-01;2022-09-30;648.000;PERU;97
MEGAPLAZA VILLA EL SALVADOR;MONTHLY;2022-10-01;2022-10-31;648.000;PERU;97
MEGAPLAZA CHORRILLOS;MONTHLY;2022-01-01;2022-01-31;680.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-02-01;2022-02-28;680.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-03-01;2022-03-31;680.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-04-01;2022-04-30;680.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-05-01;2022-05-31;720.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-06-01;2022-06-30;710.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-07-01;2022-07-31;712.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-08-01;2022-08-31;710.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-09-01;2022-09-30;711.000;PERU;98
MEGAPLAZA CHORRILLOS;MONTHLY;2022-10-01;2022-10-31;711.000;PERU;98
