uuid;name;id;low;medium_low;medium;medium_high;high
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.04;0.77;21.23;30.99;46.98
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.63;3.57;40.35;54.3;1.15
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.75;13.44;78.65;4.5;1.65
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.1;2.43;64.28;16.18;17.0
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;3.08;51.8;40.49;3.25;1.39
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.03;0.45;51.42;14.83;33.26
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;32.95;0.86;45.65;17.37;3.18
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.16;85.13;1.68;13.02
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.26;3.09;24.19;38.19;34.27
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.18;32.44;45.19;15.6;3.59
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.26;5.57;45.52;40.36;8.29
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.66;63.24;23.33;2.77;10.0
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.02;0.28;38.11;48.37;13.22
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.29;82.93;14.11;2.66
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.02;0.36;77.11;14.59;7.92
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.13;2.74;28.09;19.94;49.11
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.1;0.7;29.05;43.51;26.63
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.01;0.54;39.66;52.02;7.76
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.21;1.24;70.22;22.44;5.89
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.06;63.37;23.58;7.55;5.44
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.12;3.26;22.38;33.53;40.7
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.07;3.71;77.83;9.14;9.26
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.69;12.61;75.17;3.8;7.71
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.09;2.32;43.85;20.61;33.13
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.08;4.88;56.73;28.92;9.38
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;1.11;6.67;81.15;7.6;3.47
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.13;2.34;90.32;4.81;2.41
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.24;6.2;71.53;15.0;7.03
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.23;2.82;33.4;23.12;40.43
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.09;2.69;58.83;19.45;18.94
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.02;0.23;33.27;57.87;8.61
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.01;0.37;78.43;16.95;4.23
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.08;46.29;41.05;3.63;5.95
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.17;2.91;87.98;6.46;2.49
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.02;0.55;45.41;31.86;22.16
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.23;5.92;72.71;14.7;6.44
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.07;18.48;72.89;7.69;0.87
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.04;4.39;61.83;29.76;3.98
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.03;2.21;22.45;18.32;56.99
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.16;3.23;32.12;24.79;39.7
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.19;4.08;69.31;15.31;11.12
41df8bd7-9605-4805-a088-1728179af2e3;Ferial Plaza - Centro Comercial y de Ocio;140;0.38;2.09;46.53;48.11;2.89
