uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;46.68;52.82;0.4;0.1
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;63.83;22.42;10.99;2.77
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;95.11;4.76;0.09;0.04
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;72.52;24.35;3.04;0.08
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;81.63;17.95;0.26;0.16
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;26.49;43.91;8.63;20.97
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;74.84;24.97;0.15;0.04
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;36.57;59.92;2.03;1.48
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;74.32;24.79;0.68;0.22
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;23.53;25.84;14.82;35.81
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;57.79;41.35;0.68;0.19
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;89.66;10.12;0.17;0.05
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;32.92;65.07;1.49;0.51
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;69.39;30.39;0.14;0.09
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;29.57;62.39;3.94;4.09
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;59.84;39.81;0.26;0.08
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;32.16;46.53;8.09;13.22
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;68.12;28.01;2.77;1.1
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;25.67;41.12;32.12;1.08
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;19.67;57.33;20.68;2.32
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;70.1;29.66;0.14;0.09
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;72.66;27.08;0.19;0.06
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;15.75;42.99;27.46;13.81
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;25.03;69.6;3.74;1.62
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;27.14;36.11;34.77;1.98
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;92.29;7.57;0.12;0.02
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;67.67;30.33;1.48;0.52
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;87.74;9.11;2.45;0.7
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;20.56;37.68;5.91;35.85
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;18.83;78.0;0.63;2.54
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;26.61;47.94;12.2;13.25
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;68.3;27.57;3.05;1.09
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;74.06;24.16;1.39;0.39
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;90.0;9.63;0.29;0.07
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;33.92;30.76;26.03;9.3
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;44.81;29.12;21.2;4.87
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;56.46;38.12;4.02;1.41
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;83.59;11.29;4.33;0.8
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;92.96;6.42;0.54;0.07
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;58.64;27.05;11.15;3.16
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;64.73;31.63;3.51;0.13
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;12.27;68.34;1.12;18.27
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;33.58;36.01;17.67;12.74
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;91.13;8.66;0.12;0.09
