uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;4.38;2.81;6.74;25.94;37.47;22.66
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;2.15;2.66;9.79;35.02;35.06;15.32
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;5.16;3.3;8.35;34.36;36.25;12.58
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;2.41;1.8;6.36;25.09;38.66;25.67
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;5.44;4.2;6.45;22.47;40.36;21.09
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;5.84;7.52;6.66;28.88;35.73;15.36
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;7.41;4.72;3.93;24.43;40.81;18.69
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;3.7;3.35;6.04;25.09;41.08;20.75
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;2.78;1.35;7.52;31.13;37.09;20.12
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;1.59;3.41;11.83;36.13;36.74;10.3
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;4.87;1.43;7.83;23.93;37.82;24.12
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.97;1.12;6.32;26.79;39.8;24.0
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;1.5;1.72;7.2;34.29;35.93;19.36
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;4.45;1.24;6.22;22.0;38.45;27.63
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;2.83;1.6;7.97;24.57;41.54;21.49
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;8.01;1.42;5.69;20.31;38.92;25.64
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;7.79;6.18;8.53;33.25;31.25;13.01
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;3.29;3.86;10.1;33.21;35.01;14.53
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;2.55;3.44;8.9;32.08;38.22;14.81
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;4.86;4.13;10.93;33.9;31.39;14.79
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;3.98;3.04;6.97;25.18;42.13;18.69
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;1.65;2.85;3.26;17.6;37.84;36.8
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;6.47;4.54;10.85;30.97;34.35;12.81
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;3.66;2.88;9.73;30.02;32.46;21.26
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;2.63;3.73;7.56;29.16;38.43;18.48
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;3.78;3.53;5.56;30.19;37.38;19.57
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;5.29;2.5;7.87;22.98;39.61;21.74
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;5.33;6.01;5.2;30.31;34.21;18.94
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;1.51;3.92;8.84;28.69;37.06;19.98
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;3.33;1.25;6.48;23.1;41.25;24.58
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;5.3;8.06;7.26;29.56;35.21;14.61
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;3.5;4.2;8.89;32.78;34.61;16.02
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;5.33;2.22;7.64;33.49;34.72;16.6
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;4.23;3.66;8.33;29.49;37.38;16.92
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;2.4;3.87;10.19;33.48;37.27;12.79
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;2.35;3.52;11.96;35.37;34.06;12.75
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;4.65;4.93;9.7;29.74;32.85;18.14
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;4.11;3.54;6.46;26.74;33.63;25.52
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;8.87;1.48;7.84;22.23;39.23;20.35
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;2.49;3.02;9.43;34.26;35.61;15.2
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;4.55;4.24;5.05;23.25;39.94;22.97
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;3.63;2.95;6.39;22.87;40.83;23.33
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;3.57;1.45;9.36;31.96;34.96;18.7
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;4.27;1.78;8.56;24.36;37.41;23.62
