uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;6.9;1.58;14.19;16.23;40.35;20.75
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;4.11;1.39;14.44;19.63;45.65;14.77
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;10.04;1.74;12.08;12.95;36.75;26.44
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;9.66;0.76;12.36;14.0;42.27;20.96
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;8.72;1.21;11.13;12.27;44.43;22.25
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;8.69;7.13;8.81;14.18;42.84;18.36
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;7.56;2.16;11.35;14.25;46.26;18.42
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;6.68;0.29;9.71;15.15;46.85;21.32
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;8.15;1.03;10.87;12.36;45.28;22.31
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;13.98;1.2;9.73;15.52;33.58;25.98
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;5.76;1.56;15.72;17.76;46.06;13.14
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;7.53;1.89;11.3;13.81;41.32;24.15
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;4.27;0.78;11.06;14.7;40.58;28.61
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;1.99;1.13;12.84;20.62;44.85;18.57
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;8.99;1.41;9.08;13.19;43.58;23.75
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;6.35;0.45;11.3;12.23;47.16;22.51
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;5.77;0.54;10.03;11.93;45.76;25.97
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;11.84;2.63;13.25;16.03;38.12;18.13
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;5.86;1.83;14.99;17.52;43.17;16.64
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;6.7;1.51;12.42;18.17;46.12;15.09
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;11.64;3.41;14.12;15.55;38.35;16.92
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;9.09;0.71;10.52;14.41;45.1;20.18
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;8.94;1.45;8.95;13.27;45.66;21.72
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;10.35;4.87;11.81;14.17;39.74;19.06
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;11.69;1.84;13.25;15.47;36.83;20.92
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;6.24;1.76;13.26;15.68;45.06;18.0
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;5.4;0.79;12.18;15.1;44.68;21.86
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;5.92;1.97;8.4;10.55;35.13;38.03
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;11.75;9.55;5.31;14.91;42.1;16.37
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;5.11;2.34;12.77;16.3;43.4;20.1
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;4.54;0.73;11.44;11.18;47.85;24.26
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;9.53;8.4;10.38;13.77;41.25;16.67
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;8.47;1.03;14.72;18.95;41.02;15.82
