uuid;name;id;low;medium_low;medium;medium_high;high
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.06;0.61;21.48;31.75;46.1
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.51;3.59;39.55;54.83;1.51
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.58;12.47;80.4;4.09;1.45
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.14;2.38;64.71;15.96;16.81
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.67;52.64;40.59;2.88;1.21
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.04;0.49;50.76;14.58;34.14
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;32.74;0.93;46.1;16.92;3.3
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.0;0.1;86.62;1.57;11.71
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.26;3.27;25.18;37.43;33.87
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.52;33.9;43.57;14.86;4.15
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.23;5.95;47.2;37.88;8.74
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.83;62.36;24.53;2.53;9.75
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.18;37.95;48.32;13.55
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.28;83.93;13.18;2.59
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.03;0.33;76.8;15.14;7.69
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.13;2.56;28.01;19.55;49.75
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.08;0.97;29.65;43.49;25.81
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.02;0.56;39.84;51.76;7.82
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.11;1.48;69.66;22.33;6.42
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.06;63.95;23.55;7.24;5.19
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.11;3.22;22.96;32.83;40.89
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.08;3.8;77.7;9.11;9.31
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.53;12.87;75.54;3.51;7.54
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.06;2.08;44.81;19.36;33.68
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.07;4.85;56.86;28.95;9.27
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.87;6.51;82.82;6.62;3.18
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.11;2.34;90.49;4.64;2.42
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.28;6.22;72.06;14.47;6.97
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.18;2.71;34.74;23.6;38.77
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.11;2.61;59.37;19.33;18.57
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.02;0.25;33.35;58.51;7.88
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.03;0.36;80.54;14.95;4.12
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.24;46.59;40.91;2.93;6.34
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.12;2.8;88.6;6.1;2.38
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.03;0.56;44.94;32.06;22.42
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.26;5.94;72.96;14.29;6.54
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.03;18.29;73.18;7.62;0.87
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.04;4.36;62.07;29.44;4.08
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.08;2.45;22.54;18.62;56.32
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.14;3.18;32.98;24.48;39.22
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.21;4.27;70.34;15.12;10.05
41df8bd7-9605-4805-a088-1728179af2e3;Ferial Plaza - Centro Comercial y de Ocio;140;0.25;1.97;45.45;49.46;2.88
