uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;35.58;63.6;0.6;0.22
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;63.06;22.13;11.75;3.06
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;94.01;5.6;0.3;0.1
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;72.07;24.68;3.12;0.13
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;80.45;19.21;0.22;0.12
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;24.75;46.38;9.9;18.98
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;60.66;38.79;0.45;0.1
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;31.34;64.87;2.24;1.56
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;82.87;16.18;0.72;0.22
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;76.99;21.25;1.31;0.45
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;24.95;26.39;18.44;30.22
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;50.81;47.78;1.03;0.39
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;88.7;10.62;0.48;0.2
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;30.95;67.04;1.46;0.56
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;52.75;46.42;0.58;0.25
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;26.49;66.53;3.71;3.26
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;64.59;34.92;0.39;0.09
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;38.5;45.99;7.94;7.57
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;65.89;29.06;3.74;1.31
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;22.33;44.64;31.96;1.07
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;23.24;52.75;21.24;2.78
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;53.49;46.18;0.22;0.11
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;69.2;30.41;0.29;0.11
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;17.24;41.97;24.42;16.36
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;36.58;56.75;4.91;1.75
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;25.25;40.61;31.92;2.22
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;90.71;8.96;0.26;0.07
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;60.15;35.58;3.16;1.12
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;85.37;10.56;3.19;0.89
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;19.48;37.83;6.06;36.64
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;15.02;79.96;0.6;4.42
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;26.68;47.67;13.23;12.42
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;65.76;29.64;3.39;1.21
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;69.1;25.87;3.7;1.33
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;69.95;27.79;1.78;0.49
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;87.04;12.01;0.73;0.22
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;31.05;32.1;25.64;11.21
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;41.69;28.02;25.09;5.2
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;58.9;34.55;4.97;1.58
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;81.7;12.15;5.2;0.95
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;84.28;13.33;2.02;0.36
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;57.87;26.81;11.75;3.58
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;65.47;30.82;3.38;0.34
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;9.52;71.48;0.97;18.04
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;38.39;40.05;14.03;7.53
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;88.64;10.76;0.47;0.14
