uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.35;2.98;38.53;57.35;0.78
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.05;2.14;65.2;15.37;17.24
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.49;54.26;39.82;2.4;1.02
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;32.09;0.79;45.9;17.83;3.39
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.0;0.06;85.68;1.56;12.7
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.11;3.38;23.93;38.39;34.19
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.06;33.17;43.62;16.1;4.05
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.0;0.13;33.42;57.99;8.45
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;16.36;5.77;73.91;3.22;0.73
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.12;2.52;89.71;5.87;1.78
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.04;2.41;23.41;17.82;56.33
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.28;5.98;45.96;38.56;9.23
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.8;62.85;25.06;2.31;8.99
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.12;2.14;91.59;3.64;2.51
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.17;37.22;48.77;13.84
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.11;84.01;13.91;1.96
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.08;0.44;43.41;32.73;23.35
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.26;5.97;72.77;14.42;6.58
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.09;2.09;28.22;20.79;48.82
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.05;0.44;29.38;44.99;25.13
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.02;0.23;77.31;14.53;7.9
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.05;0.41;21.5;31.37;46.67
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.02;0.35;38.27;53.3;8.06
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.01;18.73;72.83;7.74;0.69
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.08;2.64;33.13;22.85;41.3
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.94;15.33;78.37;3.1;1.25
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.1;1.05;68.63;24.32;5.89
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.12;62.26;24.82;7.54;5.27
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.1;2.88;22.63;31.9;42.5
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.04;0.11;27.61;64.36;7.89
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.23;5.66;73.65;14.35;6.1
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.08;3.84;70.72;14.54;10.82
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.04;4.74;63.34;28.15;3.74
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.64;12.96;76.19;3.02;7.19
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.07;3.08;32.18;24.09;40.58
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.06;1.96;45.08;18.58;34.32
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.09;4.74;56.77;29.14;9.26
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.03;3.92;77.76;9.17;9.12
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.61;7.62;86.53;3.97;1.28
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.05;2.31;60.88;18.18;18.59
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.02;0.16;78.61;17.03;4.18
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.02;0.17;17.67;62.44;19.7
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.03;0.29;51.83;13.35;34.5
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.26;47.19;41.49;2.29;5.76
