uuid;name;id;low;medium_low;medium;medium_high;high
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.05;0.66;21.68;31.88;45.73
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.66;3.13;41.61;53.49;1.1
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.84;14.77;77.25;4.41;1.72
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.06;2.07;65.88;14.89;17.11
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.42;51.35;42.2;2.61;1.43
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.03;0.42;50.98;14.5;34.07
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;32.63;0.88;45.44;17.65;3.39
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.17;85.0;1.54;13.27
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.26;3.26;24.4;37.72;34.35
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.22;32.87;44.55;15.61;3.75
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.23;5.9;48.37;35.39;10.11
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.7;61.97;24.64;2.69;10.0
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.27;37.16;49.46;13.1
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.39;81.85;14.77;2.98
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.03;0.36;76.68;14.96;7.97
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.1;2.43;27.52;21.13;48.82
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.06;0.61;28.73;42.91;27.69
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.26;1.38;70.17;21.88;6.32
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.14;63.98;22.67;7.52;5.68
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.16;2.78;21.58;33.18;42.3
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.06;3.54;78.33;8.91;9.16
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.66;13.14;75.24;3.27;7.7
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.11;2.28;43.58;20.79;33.24
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.09;4.88;55.31;29.86;9.87
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.88;7.2;83.14;6.19;2.59
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.12;2.41;89.86;5.02;2.58
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.26;6.22;71.64;14.65;7.23
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.2;2.63;33.5;23.14;40.52
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.07;2.6;58.71;18.9;19.71
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.21;32.23;58.33;9.23
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.03;0.47;79.28;16.15;4.06
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.25;45.59;41.98;3.18;6.01
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.16;3.53;86.46;6.74;3.11
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.05;0.69;44.7;32.0;22.55
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.24;6.01;72.6;14.35;6.8
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.06;18.63;72.31;8.08;0.91
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.05;4.27;62.42;29.26;4.01
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.05;2.03;19.75;18.11;60.05
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.13;3.45;31.93;24.3;40.19
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.16;3.57;70.86;15.06;10.34
41df8bd7-9605-4805-a088-1728179af2e3;Ferial Plaza - Centro Comercial y de Ocio;140;0.18;2.03;46.12;48.93;2.73
