uuid;name;id;p_f_tot;p_m_tot
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;57.22;42.78
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;57.68;42.32
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;51.25;48.75
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;54.05;45.95
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;52.82;47.18
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;53.65;46.35
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;54.12;45.88
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;54.94;45.06
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;59.49;40.51
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;51.8;48.2
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;53.1;46.9
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;49.56;50.44
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;57.34;42.66
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;56.39;43.61
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;50.06;49.94
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;57.22;42.78
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;54.46;45.54
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;38.81;61.19
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;56.2;43.8
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;55.38;44.62
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;56.69;43.31
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;56.87;43.13
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;58.07;41.93
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;58.38;41.62
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;56.04;43.96
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;50.7;49.3
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;53.69;46.31
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;55.23;44.77
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;54.92;45.08
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;56.11;43.89
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;55.7;44.3
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;56.85;43.15
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;49.9;50.1
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;56.65;43.35
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;53.66;46.34
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;58.21;41.79
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;54.23;45.77
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;52.96;47.04
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;58.84;41.16
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;53.49;46.51
41df8bd7-9605-4805-a088-1728179af2e3;Ferial Plaza - Centro Comercial y de Ocio;140;54.84;45.16
