uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;37.2;62.07;0.58;0.15
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;64.36;20.88;11.96;2.8
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;95.14;4.68;0.13;0.05
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;72.5;24.33;3.1;0.07
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;80.69;18.92;0.26;0.13
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;25.57;46.21;9.89;18.32
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;62.9;36.81;0.25;0.04
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;31.52;65.15;1.99;1.33
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;85.03;14.4;0.42;0.14
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;78.35;20.41;0.91;0.32
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;25.84;26.69;18.61;28.87
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;50.26;48.55;0.92;0.27
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;90.35;9.29;0.26;0.1
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;31.1;67.36;1.17;0.37
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;52.69;46.89;0.28;0.14
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;28.57;64.72;3.5;3.21
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;62.86;36.68;0.36;0.11
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;39.34;45.48;7.77;7.41
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;66.68;28.74;3.33;1.25
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;22.25;41.82;34.99;0.94
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;23.01;52.7;21.65;2.63
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;54.27;45.48;0.15;0.11
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;69.92;29.76;0.23;0.09
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;18.19;43.66;23.03;15.12
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;37.67;55.87;4.81;1.65
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;26.08;39.83;32.53;1.56
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;90.6;9.16;0.19;0.05
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;59.84;35.95;3.07;1.15
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;86.32;9.9;3.0;0.79
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;19.95;39.64;6.53;33.88
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;16.04;79.15;0.56;4.25
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;26.87;48.46;12.83;11.83
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;66.7;29.13;3.03;1.13
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;73.72;22.28;2.85;1.15
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;69.78;28.3;1.51;0.41
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;87.99;11.44;0.45;0.13
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;33.2;34.72;20.67;11.41
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;42.83;26.64;25.52;5.01
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;58.34;35.41;4.83;1.43
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;82.19;12.21;4.76;0.84
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;87.7;11.03;1.17;0.1
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;58.54;25.9;12.26;3.3
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;64.35;32.02;3.42;0.21
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;9.67;72.08;0.92;17.33
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;38.07;40.55;14.66;6.72
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;89.61;9.97;0.36;0.06
