visits,country,start_date,end_date,period,mall_name,mall_id,hivestack_site_id
738.0,SPAIN,2022-11-28 10:00:00,2022-11-28 11:00:00,HOUR,Albacenter,3,147095950
846.0,SPAIN,2022-11-28 11:00:00,2022-11-28 12:00:00,HOUR,Albacenter,3,147095950
927.0,SPAIN,2022-11-28 12:00:00,2022-11-28 13:00:00,HOUR,Albacenter,3,147095950
887.0,SPAIN,2022-11-28 13:00:00,2022-11-28 14:00:00,HOUR,Albacenter,3,147095950
890.0,SPAIN,2022-11-28 14:00:00,2022-11-28 15:00:00,HOUR,Albacenter,3,147095950
838.0,SPAIN,2022-11-28 15:00:00,2022-11-28 16:00:00,HOUR,Albacenter,3,147095950
860.0,SPAIN,2022-11-28 16:00:00,2022-11-28 17:00:00,HOUR,Albacenter,3,147095950
912.0,SPAIN,2022-11-28 17:00:00,2022-11-28 18:00:00,HOUR,Albacenter,3,147095950
1053.0,SPAIN,2022-11-28 18:00:00,2022-11-28 19:00:00,HOUR,Albacenter,3,147095950
989.0,SPAIN,2022-11-28 19:00:00,2022-11-28 20:00:00,HOUR,Albacenter,3,147095950
960.0,SPAIN,2022-11-28 20:00:00,2022-11-28 21:00:00,HOUR,Albacenter,3,147095950
812.0,SPAIN,2022-11-28 21:00:00,2022-11-28 22:00:00,HOUR,Albacenter,3,147095950
676.0,SPAIN,2022-11-29 10:00:00,2022-11-29 11:00:00,HOUR,Albacenter,3,147095950
778.0,SPAIN,2022-11-29 11:00:00,2022-11-29 12:00:00,HOUR,Albacenter,3,147095950
855.0,SPAIN,2022-11-29 12:00:00,2022-11-29 13:00:00,HOUR,Albacenter,3,147095950
855.0,SPAIN,2022-11-29 13:00:00,2022-11-29 14:00:00,HOUR,Albacenter,3,147095950
903.0,SPAIN,2022-11-29 14:00:00,2022-11-29 15:00:00,HOUR,Albacenter,3,147095950
831.0,SPAIN,2022-11-29 15:00:00,2022-11-29 16:00:00,HOUR,Albacenter,3,147095950
754.0,SPAIN,2022-11-29 16:00:00,2022-11-29 17:00:00,HOUR,Albacenter,3,147095950
841.0,SPAIN,2022-11-29 17:00:00,2022-11-29 18:00:00,HOUR,Albacenter,3,147095950
849.0,SPAIN,2022-11-29 18:00:00,2022-11-29 19:00:00,HOUR,Albacenter,3,147095950
