visits,country,start_date,end_date,period,mall_name,mall_id,hivestack_site_id
666.0,SPAIN,2022-11-14 10:00:00,2022-11-14 11:00:00,HOUR,Albacenter,3,147095950
733.0,SPAIN,2022-11-14 11:00:00,2022-11-14 12:00:00,HOUR,Albacenter,3,147095950
887.0,SPAIN,2022-11-14 12:00:00,2022-11-14 13:00:00,HOUR,Albacenter,3,147095950
811.0,SPAIN,2022-11-14 13:00:00,2022-11-14 14:00:00,HOUR,Albacenter,3,147095950
868.0,SPAIN,2022-11-14 14:00:00,2022-11-14 15:00:00,HOUR,Albacenter,3,147095950
744.0,SPAIN,2022-11-14 15:00:00,2022-11-14 16:00:00,HOUR,Albacenter,3,147095950
737.0,SPAIN,2022-11-14 16:00:00,2022-11-14 17:00:00,HOUR,Albacenter,3,147095950
839.0,SPAIN,2022-11-14 17:00:00,2022-11-14 18:00:00,HOUR,Albacenter,3,147095950
911.0,SPAIN,2022-11-14 18:00:00,2022-11-14 19:00:00,HOUR,Albacenter,3,147095950
877.0,SPAIN,2022-11-14 19:00:00,2022-11-14 20:00:00,HOUR,Albacenter,3,147095950
838.0,SPAIN,2022-11-14 20:00:00,2022-11-14 21:00:00,HOUR,Albacenter,3,147095950
660.0,SPAIN,2022-11-14 21:00:00,2022-11-14 22:00:00,HOUR,Albacenter,3,147095950
645.0,SPAIN,2022-11-15 10:00:00,2022-11-15 11:00:00,HOUR,Albacenter,3,147095950
803.0,SPAIN,2022-11-15 11:00:00,2022-11-15 12:00:00,HOUR,Albacenter,3,147095950
897.0,SPAIN,2022-11-15 12:00:00,2022-11-15 13:00:00,HOUR,Albacenter,3,147095950
860.0,SPAIN,2022-11-15 13:00:00,2022-11-15 14:00:00,HOUR,Albacenter,3,147095950
915.0,SPAIN,2022-11-15 14:00:00,2022-11-15 15:00:00,HOUR,Albacenter,3,147095950
833.0,SPAIN,2022-11-15 15:00:00,2022-11-15 16:00:00,HOUR,Albacenter,3,147095950
