visits,country,start_date,end_date,period,mall_name,mall_id,hivestack_site_id
710.0,SPAIN,2022-10-17 10:00:00,2022-10-17 11:00:00,HOUR,Albacenter,3,147095950
844.0,SPAIN,2022-10-17 11:00:00,2022-10-17 12:00:00,HOUR,Albacenter,3,147095950
893.0,SPAIN,2022-10-17 12:00:00,2022-10-17 13:00:00,HOUR,Albacenter,3,147095950
878.0,SPAIN,2022-10-17 13:00:00,2022-10-17 14:00:00,HOUR,Albacenter,3,147095950
970.0,SPAIN,2022-10-17 14:00:00,2022-10-17 15:00:00,HOUR,Albacenter,3,147095950
861.0,SPAIN,2022-10-17 15:00:00,2022-10-17 16:00:00,HOUR,Albacenter,3,147095950
846.0,SPAIN,2022-10-17 16:00:00,2022-10-17 17:00:00,HOUR,Albacenter,3,147095950
913.0,SPAIN,2022-10-17 17:00:00,2022-10-17 18:00:00,HOUR,Albacenter,3,147095950
1043.0,SPAIN,2022-10-17 18:00:00,2022-10-17 19:00:00,HOUR,Albacenter,3,147095950
1117.0,SPAIN,2022-10-17 19:00:00,2022-10-17 20:00:00,HOUR,Albacenter,3,147095950
1007.0,SPAIN,2022-10-17 20:00:00,2022-10-17 21:00:00,HOUR,Albacenter,3,147095950
829.0,SPAIN,2022-10-17 21:00:00,2022-10-17 22:00:00,HOUR,Albacenter,3,147095950
733.0,SPAIN,2022-10-18 10:00:00,2022-10-18 11:00:00,HOUR,Albacenter,3,147095950
828.0,SPAIN,2022-10-18 11:00:00,2022-10-18 12:00:00,HOUR,Albacenter,3,147095950
871.0,SPAIN,2022-10-18 12:00:00,2022-10-18 13:00:00,HOUR,Albacenter,3,147095950
926.0,SPAIN,2022-10-18 13:00:00,2022-10-18 14:00:00,HOUR,Albacenter,3,147095950
957.0,SPAIN,2022-10-18 14:00:00,2022-10-18 15:00:00,HOUR,Albacenter,3,147095950
853.0,SPAIN,2022-10-18 15:00:00,2022-10-18 16:00:00,HOUR,Albacenter,3,147095950
809.0,SPAIN,2022-10-18 16:00:00,2022-10-18 17:00:00,HOUR,Albacenter,3,147095950
