visits,country,start_date,end_date,period,mall_name,mall_id,hivestack_site_id
550.0,SPAIN,2022-12-26 10:00:00,2022-12-26 11:00:00,HOUR,Albacenter,3,147095950
678.0,SPAIN,2022-12-26 11:00:00,2022-12-26 12:00:00,HOUR,Albacenter,3,147095950
805.0,SPAIN,2022-12-26 12:00:00,2022-12-26 13:00:00,HOUR,Albacenter,3,147095950
770.0,SPAIN,2022-12-26 13:00:00,2022-12-26 14:00:00,HOUR,Albacenter,3,147095950
722.0,SPAIN,2022-12-26 14:00:00,2022-12-26 15:00:00,HOUR,Albacenter,3,147095950
670.0,SPAIN,2022-12-26 15:00:00,2022-12-26 16:00:00,HOUR,Albacenter,3,147095950
707.0,SPAIN,2022-12-26 16:00:00,2022-12-26 17:00:00,HOUR,Albacenter,3,147095950
857.0,SPAIN,2022-12-26 17:00:00,2022-12-26 18:00:00,HOUR,Albacenter,3,147095950
951.0,SPAIN,2022-12-26 18:00:00,2022-12-26 19:00:00,HOUR,Albacenter,3,147095950
899.0,SPAIN,2022-12-26 19:00:00,2022-12-26 20:00:00,HOUR,Albacenter,3,147095950
826.0,SPAIN,2022-12-26 20:00:00,2022-12-26 21:00:00,HOUR,Albacenter,3,147095950
671.0,SPAIN,2022-12-26 21:00:00,2022-12-26 22:00:00,HOUR,Albacenter,3,147095950
585.0,SPAIN,2022-12-27 10:00:00,2022-12-27 11:00:00,HOUR,Albacenter,3,147095950
714.0,SPAIN,2022-12-27 11:00:00,2022-12-27 12:00:00,HOUR,Albacenter,3,147095950
935.0,SPAIN,2022-12-27 12:00:00,2022-12-27 13:00:00,HOUR,Albacenter,3,147095950
956.0,SPAIN,2022-12-27 13:00:00,2022-12-27 14:00:00,HOUR,Albacenter,3,147095950
843.0,SPAIN,2022-12-27 14:00:00,2022-12-27 15:00:00,HOUR,Albacenter,3,147095950
806.0,SPAIN,2022-12-27 15:00:00,2022-12-27 16:00:00,HOUR,Albacenter,3,147095950
909.0,SPAIN,2022-12-27 16:00:00,2022-12-27 17:00:00,HOUR,Albacenter,3,147095950
1022.0,SPAIN,2022-12-27 17:00:00,2022-12-27 18:00:00,HOUR,Albacenter,3,147095950
1050.0,SPAIN,2022-12-27 18:00:00,2022-12-27 19:00:00,HOUR,Albacenter,3,147095950
1033.0,SPAIN,2022-12-27 19:00:00,2022-12-27 20:00:00,HOUR,Albacenter,3,147095950
985.0,SPAIN,2022-12-27 20:00:00,2022-12-27 21:00:00,HOUR,Albacenter,3,147095950
818.0,SPAIN,2022-12-27 21:00:00,2022-12-27 22:00:00,HOUR,Albacenter,3,147095950
727.0,SPAIN,2022-12-28 10:00:00,2022-12-28 11:00:00,HOUR,Albacenter,3,147095950
859.0,SPAIN,2022-12-28 11:00:00,2022-12-28 12:00:00,HOUR,Albacenter,3,147095950
1077.0,SPAIN,2022-12-28 12:00:00,2022-12-28 13:00:00,HOUR,Albacenter,3,147095950
964.0,SPAIN,2022-12-28 13:00:00,2022-12-28 14:00:00,HOUR,Albacenter,3,147095950
884.0,SPAIN,2022-12-28 14:00:00,2022-12-28 15:00:00,HOUR,Albacenter,3,147095950
846.0,SPAIN,2022-12-28 15:00:00,2022-12-28 16:00:00,HOUR,Albacenter,3,147095950
908.0,SPAIN,2022-12-28 16:00:00,2022-12-28 17:00:00,HOUR,Albacenter,3,147095950
980.0,SPAIN,2022-12-28 17:00:00,2022-12-28 18:00:00,HOUR,Albacenter,3,147095950
1034.0,SPAIN,2022-12-28 18:00:00,2022-12-28 19:00:00,HOUR,Albacenter,3,147095950
1027.0,SPAIN,2022-12-28 19:00:00,2022-12-28 20:00:00,HOUR,Albacenter,3,147095950
1008.0,SPAIN,2022-12-28 20:00:00,2022-12-28 21:00:00,HOUR,Albacenter,3,147095950
794.0,SPAIN,2022-12-28 21:00:00,2022-12-28 22:00:00,HOUR,Albacenter,3,147095950
640.0,SPAIN,2022-12-29 10:00:00,2022-12-29 11:00:00,HOUR,Albacenter,3,147095950
802.0,SPAIN,2022-12-29 11:00:00,2022-12-29 12:00:00,HOUR,Albacenter,3,147095950
995.0,SPAIN,2022-12-29 12:00:00,2022-12-29 13:00:00,HOUR,Albacenter,3,147095950
972.0,SPAIN,2022-12-29 13:00:00,2022-12-29 14:00:00,HOUR,Albacenter,3,147095950
888.0,SPAIN,2022-12-29 14:00:00,2022-12-29 15:00:00,HOUR,Albacenter,3,147095950
814.0,SPAIN,2022-12-29 15:00:00,2022-12-29 16:00:00,HOUR,Albacenter,3,147095950
884.0,SPAIN,2022-12-29 16:00:00,2022-12-29 17:00:00,HOUR,Albacenter,3,147095950
987.0,SPAIN,2022-12-29 17:00:00,2022-12-29 18:00:00,HOUR,Albacenter,3,147095950
1095.0,SPAIN,2022-12-29 18:00:00,2022-12-29 19:00:00,HOUR,Albacenter,3,147095950
1073.0,SPAIN,2022-12-29 19:00:00,2022-12-29 20:00:00,HOUR,Albacenter,3,147095950
936.0,SPAIN,2022-12-29 20:00:00,2022-12-29 21:00:00,HOUR,Albacenter,3,147095950
753.0,SPAIN,2022-12-29 21:00:00,2022-12-29 22:00:00,HOUR,Albacenter,3,147095950
650.0,SPAIN,2022-12-30 10:00:00,2022-12-30 11:00:00,HOUR,Albacenter,3,147095950
826.0,SPAIN,2022-12-30 11:00:00,2022-12-30 12:00:00,HOUR,Albacenter,3,147095950
953.0,SPAIN,2022-12-30 12:00:00,2022-12-30 13:00:00,HOUR,Albacenter,3,147095950
941.0,SPAIN,2022-12-30 13:00:00,2022-12-30 14:00:00,HOUR,Albacenter,3,147095950
811.0,SPAIN,2022-12-30 14:00:00,2022-12-30 15:00:00,HOUR,Albacenter,3,147095950
764.0,SPAIN,2022-12-30 15:00:00,2022-12-30 16:00:00,HOUR,Albacenter,3,147095950
797.0,SPAIN,2022-12-30 16:00:00,2022-12-30 17:00:00,HOUR,Albacenter,3,147095950
942.0,SPAIN,2022-12-30 17:00:00,2022-12-30 18:00:00,HOUR,Albacenter,3,147095950
1036.0,SPAIN,2022-12-30 18:00:00,2022-12-30 19:00:00,HOUR,Albacenter,3,147095950
1110.0,SPAIN,2022-12-30 19:00:00,2022-12-30 20:00:00,HOUR,Albacenter,3,147095950
999.0,SPAIN,2022-12-30 20:00:00,2022-12-30 21:00:00,HOUR,Albacenter,3,147095950
685.0,SPAIN,2022-12-30 21:00:00,2022-12-30 22:00:00,HOUR,Albacenter,3,147095950
703.0,SPAIN,2022-12-31 10:00:00,2022-12-31 11:00:00,HOUR,Albacenter,3,147095950
915.0,SPAIN,2022-12-31 11:00:00,2022-12-31 12:00:00,HOUR,Albacenter,3,147095950
1045.0,SPAIN,2022-12-31 12:00:00,2022-12-31 13:00:00,HOUR,Albacenter,3,147095950
947.0,SPAIN,2022-12-31 13:00:00,2022-12-31 14:00:00,HOUR,Albacenter,3,147095950
790.0,SPAIN,2022-12-31 14:00:00,2022-12-31 15:00:00,HOUR,Albacenter,3,147095950
750.0,SPAIN,2022-12-31 15:00:00,2022-12-31 16:00:00,HOUR,Albacenter,3,147095950
761.0,SPAIN,2022-12-31 16:00:00,2022-12-31 17:00:00,HOUR,Albacenter,3,147095950
825.0,SPAIN,2022-12-31 17:00:00,2022-12-31 18:00:00,HOUR,Albacenter,3,147095950
776.0,SPAIN,2022-12-31 18:00:00,2022-12-31 19:00:00,HOUR,Albacenter,3,147095950
657.0,SPAIN,2022-12-31 19:00:00,2022-12-31 20:00:00,HOUR,Albacenter,3,147095950
635.0,SPAIN,2022-12-31 20:00:00,2022-12-31 21:00:00,HOUR,Albacenter,3,147095950
549.0,SPAIN,2022-12-31 21:00:00,2022-12-31 22:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 10:00:00,2023-01-01 11:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 11:00:00,2023-01-01 12:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 12:00:00,2023-01-01 13:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 13:00:00,2023-01-01 14:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 14:00:00,2023-01-01 15:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 15:00:00,2023-01-01 16:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 16:00:00,2023-01-01 17:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 17:00:00,2023-01-01 18:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 18:00:00,2023-01-01 19:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 19:00:00,2023-01-01 20:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 20:00:00,2023-01-01 21:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2023-01-01 21:00:00,2023-01-01 22:00:00,HOUR,Albacenter,3,147095950
103.0,SPAIN,2022-12-26 10:00:00,2022-12-26 11:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
267.0,SPAIN,2022-12-26 11:00:00,2022-12-26 12:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
354.0,SPAIN,2022-12-26 12:00:00,2022-12-26 13:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
470.0,SPAIN,2022-12-26 13:00:00,2022-12-26 14:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
436.0,SPAIN,2022-12-26 14:00:00,2022-12-26 15:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
381.0,SPAIN,2022-12-26 15:00:00,2022-12-26 16:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
398.0,SPAIN,2022-12-26 16:00:00,2022-12-26 17:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
355.0,SPAIN,2022-12-26 17:00:00,2022-12-26 18:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
377.0,SPAIN,2022-12-26 18:00:00,2022-12-26 19:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
343.0,SPAIN,2022-12-26 19:00:00,2022-12-26 20:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
366.0,SPAIN,2022-12-26 20:00:00,2022-12-26 21:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
495.0,SPAIN,2022-12-26 21:00:00,2022-12-26 22:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
115.0,SPAIN,2022-12-27 10:00:00,2022-12-27 11:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
259.0,SPAIN,2022-12-27 11:00:00,2022-12-27 12:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
299.0,SPAIN,2022-12-27 12:00:00,2022-12-27 13:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
369.0,SPAIN,2022-12-27 13:00:00,2022-12-27 14:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
378.0,SPAIN,2022-12-27 14:00:00,2022-12-27 15:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
359.0,SPAIN,2022-12-27 15:00:00,2022-12-27 16:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
376.0,SPAIN,2022-12-27 16:00:00,2022-12-27 17:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
353.0,SPAIN,2022-12-27 17:00:00,2022-12-27 18:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
383.0,SPAIN,2022-12-27 18:00:00,2022-12-27 19:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
348.0,SPAIN,2022-12-27 19:00:00,2022-12-27 20:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
386.0,SPAIN,2022-12-27 20:00:00,2022-12-27 21:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
522.0,SPAIN,2022-12-27 21:00:00,2022-12-27 22:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
114.0,SPAIN,2022-12-28 10:00:00,2022-12-28 11:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
258.0,SPAIN,2022-12-28 11:00:00,2022-12-28 12:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
297.0,SPAIN,2022-12-28 12:00:00,2022-12-28 13:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
369.0,SPAIN,2022-12-28 13:00:00,2022-12-28 14:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
352.0,SPAIN,2022-12-28 14:00:00,2022-12-28 15:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
342.0,SPAIN,2022-12-28 15:00:00,2022-12-28 16:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
374.0,SPAIN,2022-12-28 16:00:00,2022-12-28 17:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
356.0,SPAIN,2022-12-28 17:00:00,2022-12-28 18:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
380.0,SPAIN,2022-12-28 18:00:00,2022-12-28 19:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
355.0,SPAIN,2022-12-28 19:00:00,2022-12-28 20:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
384.0,SPAIN,2022-12-28 20:00:00,2022-12-28 21:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
542.0,SPAIN,2022-12-28 21:00:00,2022-12-28 22:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
166.0,SPAIN,2022-12-29 10:00:00,2022-12-29 11:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
384.0,SPAIN,2022-12-29 11:00:00,2022-12-29 12:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
458.0,SPAIN,2022-12-29 12:00:00,2022-12-29 13:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
562.0,SPAIN,2022-12-29 13:00:00,2022-12-29 14:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
499.0,SPAIN,2022-12-29 14:00:00,2022-12-29 15:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
463.0,SPAIN,2022-12-29 15:00:00,2022-12-29 16:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
520.0,SPAIN,2022-12-29 16:00:00,2022-12-29 17:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
