uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.42;3.1;39.09;56.73;0.66
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.08;1.98;63.61;16.14;18.19
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.95;55.17;38.36;2.25;1.27
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;32.67;0.86;45.61;17.34;3.52
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.07;84.47;1.76;13.69
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.81;34.15;42.65;15.12;4.27
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.0;0.15;33.07;58.77;8.0
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;16.74;5.21;74.18;3.14;0.74
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.11;2.33;90.31;5.55;1.7
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.04;2.19;20.19;16.31;61.26
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.23;5.95;45.81;39.31;8.7
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.75;64.85;21.73;2.55;10.13
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.11;1.75;92.0;3.8;2.34
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.12;36.72;50.12;13.03
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.16;83.5;13.75;2.58
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.1;0.51;44.62;31.42;23.34
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.18;5.76;72.7;14.68;6.68
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.06;2.38;28.93;21.81;46.81
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.04;0.63;28.41;45.54;25.38
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.04;0.29;78.42;14.06;7.19
6c9ff953-775e-48da-9a30-9ade460d74e4;Jaén Plaza;62;0.27;13.08;43.06;43.59;0.0
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.06;0.54;20.52;30.55;48.33
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.02;0.36;38.07;53.91;7.64
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.02;18.67;72.31;8.17;0.83
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.14;2.59;32.94;23.11;41.21
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.62;13.12;80.53;3.48;1.26
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.14;0.96;69.25;23.55;6.1
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.04;64.81;23.33;6.88;4.94
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.07;2.79;20.36;33.99;42.79
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.01;0.17;26.72;65.06;8.04
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.17;5.53;73.53;14.55;6.21
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.14;4.02;70.82;14.38;10.63
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.03;3.85;62.62;29.79;3.71
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.67;12.18;76.85;2.93;7.36
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.07;2.81;30.71;24.01;42.39
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.06;1.72;42.99;19.83;35.4
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.06;4.61;56.64;29.44;9.25
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.06;3.6;78.98;8.57;8.79
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.54;7.03;86.45;4.45;1.53
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.09;2.19;59.0;19.11;19.61
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.01;0.18;79.38;16.91;3.53
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.04;0.31;18.02;61.64;20.0
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.04;0.43;51.72;13.68;34.13
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.7;46.26;41.28;3.35;5.42
