device_id,screen_id,reach_screen_id,player_id,player_version,os_version,screen_resolution,poll_last_utc,player_active,player_name,player_screens,display_unit_id,display_unit_name,display_unit_screen_count,geolocation,longitude,latitude,zipcode,address,display_unit_type_id,display_type_res_width,display_type_res_height,display_type_name,ad_resolution,container_name,site_id,programmatic_name,reach_publisher_id,allowed_ad_types:id,audience_data_sources:id,floor_cpm_eur,min_ad_duration_sec,max_ad_duration_sec,country
IWALLINSHOP:542258459,542258459,broadsign.com:542258459,542258459,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:51:48,True,PER0090 - JP RDS PLAZA VEA,1,391373685,SUPERMERCADO - JP ( Plz Vea),2,"(-76.975617,-12.085253)",-76.975617,-12.085253,," Av. Javier Prado Este 4200, Surco",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Jockey,849296021,PERU-SUPERMERCADO-Jockey-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:325272540,325272540,broadsign.com:325272540,325272540,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:50:09,True,PER0082 - MINKA - PIZZA HUT,1,687532187,CINES - Minka,3,"(-76.97708,-12.085716)",-76.97708,-12.085716,,"Av. Javier Prado Este 4200, Surco",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,CINE-Minka,846588480,PERU-CINE-Minka-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:328104149,328104149,broadsign.com:328104149,328104149,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:50:27,True,PER0080 - MINKA - MARKET HONG KONG,2,687532187,CINES - Minka,3,"(-76.97708,-12.085716)",-76.97708,-12.085716,,"Av. Javier Prado Este 4200, Surco",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,CINE-Minka,846588480,PERU-CINE-Minka-2 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:325226966,325226966,broadsign.com:325226966,325226966,15.5.0-1,Windows 10,1080x1920,2023-07-04T15:16:40,True,PER0084 - MINKA RDS-COOLBOX,1,343439092,SUPERMERCADO - MINKA,5,"(-77.111056,-12.04894)",-77.111056,-12.04894,," Av. Argentina 3093, Callao",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Minka,849296121,PERU-SUPERMERCADO-Minka-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:840393126,840393126,broadsign.com:840393126,840393126,15.5.2-1,Windows 8.1,1080x1920,2023-07-04T14:49:46,True,PER0057- MINKA CHANTILLY,1,343439092,SUPERMERCADO - MINKA,5,"(-77.111056,-12.04894)",-77.111056,-12.04894,," Av. Argentina 3093, Callao",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Minka,849296121,PERU-SUPERMERCADO-Minka-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:165907151,165907151,broadsign.com:165907151,165907151,13.0.0-6,Windows 7,1080x1920,2023-07-04T15:18:32,True,PER0049 - MINKA-RDS-PARADERO SPORT BOYS,1,343439092,SUPERMERCADO - MINKA,5,"(-77.111056,-12.04894)",-77.111056,-12.04894,," Av. Argentina 3093, Callao",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Minka,849296121,PERU-SUPERMERCADO-Minka-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:357270644,357270644,broadsign.com:357270644,357270644,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:56:03,True,PER7597 PSM #04 N1,1,358867595,PLaza San Miguel (PSM),14,"(-77.083652,-12.077457)",-77.083652,-12.077457,15088,"Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,PLaza San Miguel (PSM),522104732,PERU-PLaza San Miguel (PSM)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:359166578,359166578,broadsign.com:359166578,359166578,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:51:48,True,PER7694 PSM #14 N3 Patio Comidas,1,358867595,PLaza San Miguel (PSM),14,"(-77.083652,-12.077457)",-77.083652,-12.077457,15088,"Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,PLaza San Miguel (PSM),522104732,PERU-PLaza San Miguel (PSM)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:396907571,396907571,broadsign.com:396907571,396907571,15.5.0-1,Windows 10,1080x1920,2023-07-04T15:28:36,True,PER0083 - MKA 05 (Bembos),1,324850483,MINKA,2,"(-77.110626,-12.048982)",-77.110626,-12.048982,07001,"Av. Argentina 3093, Callao",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,Minka (MKA),324850206,PERU-Minka (MKA)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:337053226,337053226,broadsign.com:337053226,337053226,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:45:51,True,PER0087 PSM #12 N2 KAYSER,2,358867595,PLaza San Miguel (PSM),14,"(-77.083652,-12.077457)",-77.083652,-12.077457,15088,"Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,PLaza San Miguel (PSM),522104732,PERU-PLaza San Miguel (PSM)-2 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:359199378,359199378,broadsign.com:359199378,359199378,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:49:24,True,PER7656 PSM #15 N3 Bancarios,1,358867595,PLaza San Miguel (PSM),14,"(-77.083652,-12.077457)",-77.083652,-12.077457,15088,"Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,PLaza San Miguel (PSM),522104732,PERU-PLaza San Miguel (PSM)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:591966795,591966795,broadsign.com:591966795,591966795,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:51:54,True,PER7601 PSM N1 MINISO,2,358867595,PLaza San Miguel (PSM),14,"(-77.083652,-12.077457)",-77.083652,-12.077457,15088,"Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,PLaza San Miguel (PSM),522104732,PERU-PLaza San Miguel (PSM)-2 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:576488537,576488537,broadsign.com:576488537,576488537,15.5.0-1,Windows 10,1080x1920,2023-07-04T15:27:17,True,PER0089 - JP (RDS - TOTTUS),1,402980064,SUPERMERCADO - JP ( Tottus),1,"(-76.978756,-12.085578)",-76.978756,-12.085578,," Av. Javier Prado Este 4200, Surco",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Jockey,849296021,PERU-SUPERMERCADO-Jockey-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:312970684,312970684,broadsign.com:312970684,312970684,15.5.0-1,Windows 8.1,1080x1920,2023-07-04T15:20:38,True,PER0029 - RBS S1 (Player Principal),12,58445628,LA RAMBLA -  San Borja,12,"(-77.004642,-12.088502)",-77.004642,-12.088502,15036,"Av. Javier Prado Este 2010, Lima",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,La Rambla - San Borja (RBS iwall),58445575,PERU-La Rambla - San Borja (RBS iwall)-12 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:325265209,325265209,broadsign.com:325265209,325265209,15.5.0-1,Windows 10,1080x1920,2023-07-04T15:28:45,True,PER0085 - MINKA RDS- LLAMPAYEC,1,343439092,SUPERMERCADO - MINKA,5,"(-77.111056,-12.04894)",-77.111056,-12.04894,," Av. Argentina 3093, Callao",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Minka,849296121,PERU-SUPERMERCADO-Minka-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:503420426,503420426,broadsign.com:503420426,503420426,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:54:51,True,PER7669 PSM #10 N2 PLAZA VEA,1,778515588,SUPERMERCADO - PSM (PLAZA VEA) UBC#3/10,3,"(0,0)",0,0,," Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Plaza San Miguel,849296136,PERU-SUPERMERCADO-Plaza San Miguel-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:503406632,503406632,broadsign.com:503406632,503406632,15.5.0-1,Windows 10,1080x1920,2023-07-03T19:48:18,True,"PER0039 PSM #03 N1
PLAZA VEA",2,778515588,SUPERMERCADO - PSM (PLAZA VEA) UBC#3/10,3,"(0,0)",0,0,," Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Plaza San Miguel,849296136,PERU-SUPERMERCADO-Plaza San Miguel-2 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:795234358,795234358,broadsign.com:795234358,795234358,15.5.0-1,Windows 10,1080x1920,2023-07-04T15:22:06,True,PER_#03 - UPN COMAS (UPPOWER#03),1,849221691,Red Joven UPN - COMAS,2,"(-77.058671,-11.933918)",-77.058671,-11.933918,15314,"Av Retablo 570, Comas",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,Univ. Privada del Norte (UPN),849220067,PERU-Univ. Privada del Norte (UPN)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:819646690,819646690,broadsign.com:819646690,819646690,15.5.2-1,Windows 10,1080x1920,2023-07-04T15:11:38,True,PER0011 - TLS MAGDALENA,1,795464604,Red Joven - Toulouse Lautrec - MAGDALENA,1,"(-77.058269,-12.093856)",-77.058269,-12.093856,15076,"Av Javier Prado Oeste 980, Magdalena del Mar ",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,Toulouse Lautrec,849215107,PERU-Toulouse Lautrec-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:792761939,792761939,broadsign.com:792761939,792761939,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:53:25,True,PER_#43 - UCAL SOTANO (UPPOWER#43),1,56920538,Red Joven - UCAL,2,"(-76.908292,-12.085853)",-76.908292,-12.085853,15026,"Av. la Molina 3755, La Molina",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,Univ. de Ciencias y Artes de América Latina (UCAL),849215355,PERU-Univ. de Ciencias y Artes de América Latina (UCAL)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:343557667,343557667,broadsign.com:343557667,343557667,15.5.0-1,Windows 10,1080x1920,2023-06-28T19:44:39,True,PER0031 - MSA S1 (RDS_Tottus escaleras),1,343461011,SUPERMERCADO - MS (TOTTUS),3,"(-76.97132,-12.055355)",-76.97132,-12.055355,15008," Av. Nicolás Ayllón, Santa Anita ",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Mall Aventura Santa Anita,849296185,PERU-SUPERMERCADO-Mall Aventura Santa Anita-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:249694121,249694121,broadsign.com:249694121,249694121,15.5.0-1,Windows 8.1,1080x1920,2023-07-04T14:56:26,True,PER0052 - MSA S1 (RDS-Tottus/BBVA),1,343461011,SUPERMERCADO - MS (TOTTUS),3,"(-76.97132,-12.055355)",-76.97132,-12.055355,15008," Av. Nicolás Ayllón, Santa Anita ",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Mall Aventura Santa Anita,849296185,PERU-SUPERMERCADO-Mall Aventura Santa Anita-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:197069137,197069137,broadsign.com:197069137,197069137,15.5.0-1,Windows 10,1080x1920,2023-07-04T15:03:43,True,PER0068 - RBS S2 RDS-PLAZA VEA,2,343461109,SUPERMERCADO - RBS (PLAZA VEA),2,"(-77.004642,-12.088502)",-77.004642,-12.088502,," Av. Javier Prado Este 2010, Lima",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-La Rambla Sn Borja,849299908,PERU-SUPERMERCADO-La Rambla Sn Borja-2 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:805983847,805983847,broadsign.com:805983847,805983847,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:59:50,True,PER0071 - RBS RDC PATIO COMIDAS (Gab N1),2,666884852,CINES - La Rambla San Borja,2,"(-77.005036,-12.089485)",-77.005036,-12.089485,, ,39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,CINE-La Rambla Sn Borja,849295643,PERU-CINE-La Rambla Sn Borja-2 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:318379937,318379937,broadsign.com:318379937,318379937,15.5.0-1,Windows 7,1080x1920,2023-07-04T14:58:39,True,PER0041 - MAP AREQUIPA,15,69819170,MAP AREQUIPA,15,"(-71.515546,-16.41617)",-71.515546,-16.41617,,"Av. Porongoche 500, Paucarpata, Arequipa",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,Mall Aventura Arequipa (AQP),69819174,PERU-Mall Aventura Arequipa (AQP)-15 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:805286674,805286674,broadsign.com:805286674,805286674,15.5.0-1,Windows 8.1,1080x1920,2023-07-04T14:48:52,True,PER0032 - SUPERMERCADO - AQP (TOTTUS),1,423698817,SUPERMERCADO - AQP (TOTTUS),1,"(-71.514813,-16.416498)",-71.514813,-16.416498,," Av. Porongoche 500, Paucarpata, Arequipa",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Mall Aventura Arequipa,849296080,PERU-SUPERMERCADO-Mall Aventura Arequipa-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:579319504,579319504,broadsign.com:579319504,579319504,15.5.0-1,Windows 10,1080x1920,2023-07-04T15:29:11,True,PER0060 PSM CINNABON,1,358867595,PLaza San Miguel (PSM),14,"(-77.083652,-12.077457)",-77.083652,-12.077457,15088,"Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,PLaza San Miguel (PSM),522104732,PERU-PLaza San Miguel (PSM)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:68032101,68032101,broadsign.com:68032101,68032101,15.5.0-1,Windows 10,1366x768,2023-07-04T15:25:00,True,PER0033 PSM LED100 LA LUCHA,1,49519741,Plaza San Miguel (PSM) - LED100 #RES_256X462#,2,"(-77.062988,-11.994601)",-77.062988,-11.994601,,Centro Comercial Megaplaza Lima,319407211,256,512,LED 100 KFC 256X462,256x512,PLaza San Miguel (PSM),522104732,PERU-PLaza San Miguel (PSM)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:585774329,585774329,broadsign.com:585774329,585774329,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:50:52,True,PER0014 - JP PASEO COLON,1,91211795,JOCKEY PLAZA * General,19,"(-76.97708,-12.085716)",-76.97708,-12.085716,,"Av. Javier Prado Este 4200, Surco",45318249,1080,1920,iwall PERU pruebas,1080x1920,Jockey PLaza (JP),43103948,PERU-Jockey PLaza (JP)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:47279305,47279305,broadsign.com:47279305,47279305,13.0.0-6,Windows 7,1080x1920,2023-07-04T15:15:48,True,PER0016 - JP Blv. JUAN VALDEZ,1,91211795,JOCKEY PLAZA * General,19,"(-76.97708,-12.085716)",-76.97708,-12.085716,,"Av. Javier Prado Este 4200, Surco",45318249,1080,1920,iwall PERU pruebas,1080x1920,Jockey PLaza (JP),43103948,PERU-Jockey PLaza (JP)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:525588751,525588751,broadsign.com:525588751,525588751,15.5.0-1,Windows 10,1080x1920,2023-07-04T14:52:39,True,PER0026 PSM #05 N1 RDS ROSATEL,1,525630967,SUPERMERCADO - PSM (WONG /ROSATEL) UBC#11/5,2,"(-77.083652,-12.077457)",-77.083652,-12.077457,," Av. la Marina 2000, San Miguel",39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,SUPERMERCADO-Plaza San Miguel,849296136,PERU-SUPERMERCADO-Plaza San Miguel-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
IWALLINSHOP:196610104,196610104,broadsign.com:196610104,196610104,15.5.0-1,Windows 10,1080x1920,2023-07-04T15:27:38,True,"PER0065 PSM #17 N3 Patio Comidas
",1,810400276,PLaza San Miguel (PSM) + Cargador,1,"(-77.083096,-12.076778)",-77.083096,-12.076778,,Plaza SAn Miguel Peru,39463706,1080,1920,iwall PERU 2013 - 1080x1920 (escritorio de windows rotado),1080x1920,PLaza San Miguel (PSM),522104732,PERU-PLaza San Miguel (PSM)-1 screens,37,"html, video, images",PORTAL-Inspide-telco data-cam data-admobilize,10.0,10.0,30.0,PERU
