uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.42;3.01;39.66;55.87;1.04
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.06;1.83;64.58;15.01;18.51
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.56;52.57;41.06;2.73;1.08
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;30.82;1.13;45.43;18.82;3.81
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.04;0.25;84.45;1.98;13.28
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.12;3.57;23.59;38.22;34.51
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.75;32.7;43.03;16.34;4.18
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.2;35.45;56.51;7.83
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;13.5;5.97;75.29;3.96;1.28
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.3;4.79;80.32;9.79;4.79
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.08;2.56;22.79;17.4;57.18
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.28;6.68;48.97;32.88;11.19
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.02;63.66;24.76;3.02;7.54
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.08;1.92;90.67;4.55;2.78
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;0.04;0.43;59.72;38.36;1.46
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.33;34.83;52.68;12.15
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.31;80.06;16.28;3.34
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.17;0.54;46.03;31.33;21.92
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.24;5.74;70.82;15.55;7.65
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.06;2.49;27.68;20.96;48.81
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.05;0.57;27.04;44.22;28.11
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;0.01;0.22;60.32;28.41;11.04
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.03;0.31;76.09;15.75;7.82
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.02;0.49;21.5;31.32;46.67
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.03;0.56;40.31;50.16;8.94
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.04;17.27;73.99;7.86;0.84
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.09;2.8;32.87;21.58;42.66
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.71;13.3;79.58;3.99;1.42
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.14;1.3;67.55;21.91;9.1
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.05;64.16;23.24;7.21;5.33
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.1;2.88;19.69;31.77;45.56
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.04;0.28;32.03;59.6;8.04
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.2;5.42;72.24;15.17;6.97
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.09;3.74;72.86;13.67;9.64
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.03;4.13;67.69;24.48;3.66
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.63;12.49;75.42;3.36;8.11
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.06;3.14;30.41;24.76;41.63
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.06;2.18;43.13;18.23;36.41
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.07;5.24;55.3;29.37;10.02
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.03;3.56;79.88;8.22;8.32
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;1.06;6.26;82.23;7.31;3.14
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.07;2.27;59.36;18.54;19.77
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.03;0.36;76.54;18.54;4.52
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.03;0.33;20.35;58.75;20.54
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.11;0.45;52.28;16.06;31.11
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.55;43.81;43.38;3.05;6.21
