uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;49.83;49.46;0.56;0.15
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;62.99;23.78;10.55;2.67
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;95.27;4.62;0.09;0.02
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;71.78;25.6;2.56;0.05
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;83.32;16.35;0.2;0.14
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;29.49;43.22;8.37;18.92
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;76.23;23.6;0.15;0.02
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;43.45;53.09;2.28;1.18
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;74.7;24.33;0.73;0.24
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;27.64;25.73;14.95;31.68
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;60.47;38.71;0.65;0.17
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;90.82;8.93;0.22;0.04
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;28.87;69.89;0.95;0.29
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;69.72;29.74;0.37;0.16
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;37.18;56.02;3.52;3.28
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;61.98;37.57;0.34;0.11
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;32.78;47.02;7.77;12.44
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;68.28;28.07;2.62;1.03
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;26.06;38.8;34.09;1.05
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;19.42;58.86;19.54;2.18
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;69.95;29.69;0.23;0.14
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;71.89;27.83;0.16;0.11
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;17.55;45.22;24.91;12.32
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;26.95;67.49;4.03;1.54
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;29.33;36.91;32.02;1.74
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;92.99;6.88;0.11;0.02
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;67.35;30.2;1.79;0.65
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;87.66;9.25;2.42;0.67
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;23.71;37.16;5.78;33.35
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;19.95;77.02;0.94;2.09
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;31.02;45.48;11.76;11.74
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;70.43;25.97;2.67;0.93
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;74.24;23.94;1.42;0.41
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;89.02;10.53;0.38;0.07
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;36.6;31.11;22.82;9.47
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;46.61;28.69;20.14;4.56
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;58.56;36.25;3.98;1.21
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;83.19;11.75;4.3;0.76
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;91.6;7.53;0.77;0.1
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;57.88;28.4;10.7;3.03
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;64.79;31.54;3.46;0.21
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;15.42;67.45;1.47;15.67
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;32.28;36.59;17.56;13.57
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;91.66;7.93;0.3;0.11
