uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;47.72;51.73;0.44;0.12
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;63.54;22.94;10.93;2.59
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;95.36;4.5;0.1;0.04
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;71.24;26.11;2.6;0.04
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;85.21;14.48;0.23;0.08
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;28.85;43.33;8.31;19.51
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;76.07;23.82;0.08;0.02
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;41.58;55.4;1.95;1.07
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;74.96;24.13;0.69;0.22
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;26.34;25.02;14.82;33.81
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;60.51;38.69;0.63;0.17
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;90.81;9.0;0.12;0.07
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;29.43;69.16;1.08;0.33
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;71.29;28.27;0.24;0.2
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;38.81;54.84;3.25;3.1
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;62.37;37.27;0.27;0.09
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;30.64;48.27;7.74;13.35
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;68.19;28.17;2.66;0.98
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;24.98;38.59;35.43;1.01
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;19.15;59.03;19.71;2.1
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;70.42;29.34;0.14;0.1
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;72.22;27.55;0.17;0.06
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;16.93;43.93;25.83;13.31
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;27.79;67.04;3.66;1.51
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;28.39;36.32;33.6;1.69
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;93.03;6.83;0.12;0.02
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;69.71;28.16;1.59;0.53
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;87.95;9.15;2.29;0.61
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;23.79;37.23;5.82;33.16
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;19.38;77.78;0.73;2.11
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;29.91;46.11;11.88;12.1
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;71.4;24.89;2.75;0.95
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;74.35;24.0;1.28;0.37
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;89.09;10.49;0.34;0.08
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;36.2;31.5;23.25;9.04
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;46.43;29.18;19.76;4.63
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;57.89;36.81;3.99;1.31
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;83.33;11.68;4.23;0.76
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;92.88;6.45;0.61;0.06
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;58.39;27.53;11.15;2.94
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;65.08;31.28;3.48;0.17
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;14.68;66.4;1.52;17.4
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;31.31;35.89;17.98;14.82
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;91.81;7.85;0.3;0.05
