uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;10.58;1.43;11.76;26.76;34.78;14.7
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;6.64;1.55;11.76;32.54;36.55;10.97
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;14.59;2.8;10.25;27.79;33.14;11.43
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;13.08;0.87;8.96;26.55;35.78;14.78
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;12.97;1.91;9.6;24.59;36.08;14.84
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;12.21;7.39;7.33;24.47;34.66;13.95
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;14.92;1.6;9.84;25.24;36.88;11.51
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;5.73;0.59;8.63;27.25;38.96;18.83
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;10.95;1.55;8.95;26.52;38.74;13.29
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;17.31;1.0;9.63;23.43;31.94;16.68
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;7.74;1.69;12.75;29.83;38.34;9.64
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;8.72;1.72;8.04;26.69;37.2;17.63
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;8.51;0.92;11.04;27.74;37.38;14.41
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;4.19;1.21;9.48;36.73;37.46;10.94
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;9.01;1.07;7.05;24.83;40.31;17.73
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;7.74;0.48;9.6;27.83;37.12;17.23
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;9.69;0.92;8.28;23.82;40.0;17.28
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;14.37;2.63;11.84;26.39;31.82;12.96
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;8.77;2.04;12.86;31.33;34.55;10.46
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;9.18;1.77;10.58;29.3;39.11;10.06
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;14.29;3.03;12.92;26.43;31.59;11.74
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;10.23;0.82;9.37;26.52;37.81;15.25
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;12.95;1.27;6.58;22.71;40.46;16.03
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;12.61;4.41;9.69;24.56;34.86;13.88
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;14.17;2.78;11.01;26.05;31.17;14.83
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;8.92;1.86;9.73;27.98;39.14;12.37
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;9.89;0.96;9.93;30.49;35.56;13.16
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;8.68;2.84;7.57;24.48;31.34;25.09
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;16.46;7.66;4.39;24.36;33.11;14.03
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;6.4;2.13;9.93;26.68;39.6;15.26
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;7.28;0.94;8.56;27.4;39.82;16.0
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;12.33;7.86;7.14;24.14;34.53;13.99
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;9.94;1.55;12.45;29.8;35.37;10.89
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;14.1;0.95;11.66;29.14;35.33;8.82
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;10.38;1.75;12.24;27.9;36.84;10.88
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;10.1;2.4;11.72;29.12;36.58;10.08
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;8.78;1.82;12.81;30.38;35.96;10.25
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;14.76;3.18;11.59;23.6;33.42;13.44
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;14.53;1.35;10.5;21.08;34.16;18.38
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;11.82;1.27;9.47;25.14;37.54;14.77
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;7.73;1.78;11.7;31.68;36.28;10.83
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;11.2;0.86;9.63;26.46;38.54;13.32
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;11.09;0.76;8.63;22.97;39.13;17.42
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;9.69;1.53;11.32;28.19;35.72;13.55
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;10.76;0.95;9.98;26.95;38.76;12.59
