uuid;name;id;low;medium_low;medium;medium_high;high
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.07;0.54;21.76;31.57;46.06
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.65;3.61;39.66;55.16;0.92
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.61;12.7;80.26;3.89;1.55
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.09;2.51;64.98;15.72;16.7
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.94;53.96;39.4;2.55;1.15
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.04;0.48;50.92;14.77;33.79
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;32.79;0.99;46.28;16.69;3.26
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.01;0.08;86.53;1.62;11.75
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.26;3.28;24.8;37.73;33.93
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.37;33.82;44.13;14.94;3.74
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.23;6.18;47.44;37.24;8.91
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.66;63.24;23.55;2.6;9.96
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.01;0.16;37.87;48.22;13.73
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.23;83.81;13.5;2.45
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.02;0.34;76.38;14.76;8.49
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.08;2.52;27.85;20.32;49.23
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.08;0.77;29.66;43.55;25.94
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.06;0.69;40.3;51.04;7.92
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.07;1.14;70.39;22.45;5.96
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.02;63.38;23.75;7.45;5.4
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.11;3.37;22.74;33.92;39.87
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.07;3.91;77.51;9.26;9.24
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.59;12.59;76.29;3.11;7.42
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.08;2.28;44.09;19.25;34.29
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.09;4.98;56.95;28.48;9.49
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.9;6.3;85.11;5.49;2.2
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.15;2.28;90.59;4.76;2.22
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.28;6.21;72.4;14.36;6.76
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.19;2.75;33.76;23.32;39.98
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.08;2.75;59.62;19.08;18.47
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.22;32.84;58.82;8.1
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.02;0.49;79.51;15.87;4.11
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.03;46.04;41.5;3.29;6.14
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.12;2.86;89.55;5.46;2.01
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.04;0.55;44.4;32.25;22.76
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.26;5.88;73.26;14.33;6.27
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.11;18.01;72.99;7.96;0.94
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.04;4.4;62.14;29.66;3.76
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.07;2.55;21.64;19.09;56.66
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.15;3.36;32.43;24.48;39.58
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.2;4.21;69.41;14.69;11.49
41df8bd7-9605-4805-a088-1728179af2e3;Ferial Plaza - Centro Comercial y de Ocio;140;0.18;1.81;46.13;49.06;2.82
