uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;4.19;4.08;7.77;27.14;36.76;20.05
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;1.55;4.63;10.29;34.88;34.3;14.34
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;4.65;5.88;8.4;33.61;34.83;12.63
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;1.84;4.91;6.43;26.39;38.39;22.04
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;4.4;6.95;7.32;23.6;38.08;19.64
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;4.42;9.49;6.74;28.85;35.62;14.88
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;5.49;6.66;5.08;25.58;41.03;16.17
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;3.44;6.8;8.18;26.99;37.16;17.43
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;3.17;2.5;7.37;31.67;35.79;19.5
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.97;5.75;12.38;36.06;34.84;10.0
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;3.9;3.04;8.5;26.17;37.54;20.85
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.83;9.78;8.24;29.32;36.65;15.18
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.52;10.05;6.66;33.46;39.88;9.43
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;4.71;2.18;6.96;22.7;37.84;25.61
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;1.59;3.79;8.25;27.01;40.73;18.64
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;6.57;5.81;6.42;21.22;39.99;20.0
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;7.41;7.21;8.83;32.27;31.75;12.53
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;2.36;6.58;10.25;33.27;34.86;12.68
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;2.21;5.64;9.48;32.27;37.76;12.64
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;3.7;6.58;11.13;33.25;32.16;13.17
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;3.55;4.97;7.24;26.31;40.5;17.44
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;1.21;4.87;3.75;18.71;39.7;31.76
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;5.53;7.34;10.25;30.67;34.62;11.58
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;2.93;3.89;10.18;30.32;32.15;20.53
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;2.26;5.51;7.98;30.21;38.04;15.99
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;3.2;6.78;6.94;29.97;37.28;15.83
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;4.48;5.13;7.71;23.57;40.36;18.75
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;4.49;7.32;5.79;30.2;33.25;18.95
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;1.06;5.6;8.74;29.51;36.27;18.82
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;2.92;3.3;6.59;24.01;40.79;22.39
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;4.22;9.81;7.2;29.05;35.81;13.91
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;2.09;6.99;9.59;31.61;35.19;14.54
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;3.98;4.95;8.82;33.08;33.63;15.55
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;2.95;7.06;9.16;29.44;36.43;14.97
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;2.31;5.88;10.08;34.25;35.36;12.13
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;1.9;5.22;11.68;35.61;33.4;12.19
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;3.89;6.25;9.7;29.63;32.78;17.74
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;3.51;4.98;6.95;26.78;33.62;24.15
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;6.62;4.36;7.95;23.53;39.06;18.47
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;1.75;4.78;10.08;33.88;35.09;14.41
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;3.06;6.81;5.94;26.04;38.78;19.37
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;3.03;5.13;6.67;22.66;41.56;20.94
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;2.74;4.41;9.45;31.57;35.19;16.63
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.32;7.44;8.76;26.81;38.22;16.44
