uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.56;4.38;43.02;50.6;1.44
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.15;3.28;64.87;15.26;16.45
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;3.02;50.4;41.22;3.8;1.56
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;27.58;1.45;47.06;20.02;3.89
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.03;0.47;83.01;2.6;13.88
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.17;4.1;28.15;37.22;30.36
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;4.28;33.67;44.01;14.39;3.65
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.01;0.38;37.98;53.56;8.07
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;11.43;8.38;74.21;4.29;1.69
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.38;4.98;82.49;8.3;3.84
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.09;3.49;30.02;18.28;48.11
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.29;7.02;47.92;34.91;9.86
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.66;64.01;24.8;3.13;7.4
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.16;4.05;87.47;5.43;2.9
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.03;0.42;38.57;49.71;11.28
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.03;0.38;81.0;15.12;3.47
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.08;1.34;48.4;30.33;19.85
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.32;6.62;70.67;15.3;7.1
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.14;3.27;33.39;20.09;43.11
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.09;1.15;30.43;43.13;25.2
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.09;0.71;76.35;15.62;7.24
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.08;1.1;25.15;31.63;42.04
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.1;1.51;40.35;49.74;8.31
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.06;17.27;74.27;7.59;0.81
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.2;3.72;38.91;20.56;36.61
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.59;14.24;78.29;4.34;1.53
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.15;1.87;67.18;22.74;8.05
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.14;58.1;28.16;7.92;5.68
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.16;3.24;24.32;29.37;42.91
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.07;0.81;33.83;57.54;7.74
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.26;6.38;71.75;15.15;6.46
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.17;4.57;74.65;12.54;8.08
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.11;5.12;68.08;23.22;3.47
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.87;12.67;75.09;3.84;7.53
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.1;4.09;35.67;24.06;36.08
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.13;3.41;45.6;18.58;32.28
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.17;5.46;56.52;28.24;9.61
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.09;4.21;79.14;8.53;8.04
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.86;6.43;82.38;7.32;3.0
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.15;3.41;60.58;18.05;17.81
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.08;0.67;78.04;17.24;3.97
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.06;1.01;23.15;56.38;19.39
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.17;1.18;53.63;15.92;29.09
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.77;43.92;44.07;3.62;5.63
