uuid;name;id;p_income_0;p_income_1;p_income_2;p_income_3
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;39.1;60.12;0.63;0.15
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;64.6;21.7;11.01;2.69
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;94.59;5.16;0.2;0.04
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;72.39;24.36;3.1;0.14
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;80.18;19.5;0.22;0.1
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;27.17;44.97;9.28;18.58
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;64.67;34.96;0.23;0.14
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;33.35;62.86;2.39;1.4
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;83.86;15.35;0.57;0.22
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;77.29;21.33;0.99;0.39
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;26.92;26.58;18.09;28.41
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;47.97;50.88;0.88;0.27
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;89.69;9.91;0.31;0.09
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;32.76;65.56;1.27;0.4
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;53.87;45.67;0.3;0.15
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;28.97;64.77;3.42;2.84
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;64.08;35.55;0.32;0.04
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;39.29;45.58;7.84;7.29
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;67.42;27.86;3.47;1.25
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;23.45;42.64;32.86;1.06
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;23.6;53.61;19.87;2.92
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;54.44;45.31;0.14;0.12
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;68.87;30.69;0.33;0.11
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;18.37;43.48;22.91;15.24
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;36.28;57.44;4.63;1.65
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;27.09;38.8;32.52;1.59
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;90.51;9.16;0.28;0.05
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;62.18;33.97;2.89;0.96
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;85.72;10.43;2.98;0.87
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;20.42;39.49;6.24;33.85
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;15.58;79.8;0.57;4.05
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;28.65;47.74;11.94;11.68
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;67.31;28.48;3.1;1.11
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;73.17;22.82;2.88;1.12
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;70.76;27.34;1.51;0.39
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;87.22;12.02;0.57;0.19
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;32.63;32.12;24.44;10.8
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;43.29;26.42;24.95;5.33
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;58.79;34.84;4.9;1.47
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;81.57;12.51;5.03;0.89
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;86.32;12.27;1.24;0.17
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;59.04;26.38;11.33;3.25
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;64.8;31.79;3.11;0.3
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;10.04;71.32;1.08;17.56
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;38.07;41.11;13.6;7.23
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;89.81;9.95;0.19;0.05
