uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.51;3.69;41.3;52.63;1.86
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.09;2.24;65.06;15.01;17.61
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.18;52.46;41.04;2.77;1.55
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;32.65;0.95;43.05;19.49;3.86
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.05;0.32;82.84;3.52;13.27
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.08;3.44;24.36;39.62;32.5
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.92;33.33;43.44;15.18;4.13
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.31;0.31;35.92;55.16;8.3
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;12.7;6.53;75.14;4.09;1.54
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.23;4.59;81.67;9.17;4.33
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.03;2.81;26.28;18.37;52.52
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.32;6.49;46.07;36.46;10.66
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.09;55.63;29.78;5.25;8.24
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.1;2.37;90.14;4.78;2.61
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;0.11;0.72;56.78;39.53;2.86
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.05;0.31;36.83;50.7;12.12
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.08;0.4;79.1;16.38;4.04
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.07;0.59;48.39;30.97;19.97
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.22;5.81;71.56;15.62;6.79
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.1;2.63;30.67;20.9;45.7
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.07;0.46;28.57;43.77;27.12
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;0.05;0.42;61.25;27.34;10.94
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.07;0.32;77.23;15.08;7.29
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.04;0.58;23.15;32.15;44.08
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.05;0.49;40.04;51.07;8.34
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.06;17.76;73.52;7.69;0.97
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.18;3.34;37.4;22.16;36.93
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.6;13.06;79.57;4.22;1.55
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.14;1.98;67.17;23.21;7.51
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.13;63.37;24.02;7.25;5.23
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.08;2.69;19.67;30.64;46.92
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.03;0.39;31.12;59.98;8.49
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.2;5.39;72.86;15.36;6.19
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.1;3.58;75.15;12.82;8.35
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.06;4.23;69.22;23.3;3.18
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.75;11.98;73.94;4.82;8.5
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.06;3.17;33.7;25.2;37.87
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.07;1.96;45.17;18.52;34.28
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.08;5.16;57.42;28.03;9.3
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.06;3.5;80.69;7.88;7.87
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;1.25;5.84;75.62;10.91;6.37
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.1;2.77;59.76;18.41;18.96
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.05;1.26;72.94;19.64;6.12
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.12;0.62;21.09;58.16;20.01
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.06;0.48;52.09;16.88;30.48
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.96;41.82;43.87;4.5;6.85
