uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;45.96;53.36;0.56;0.13
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;61.31;24.15;11.45;3.09
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;95.1;4.67;0.15;0.08
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;72.32;24.65;2.94;0.09
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;82.81;16.74;0.31;0.14
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;24.77;44.19;7.54;23.5
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;74.74;25.04;0.17;0.05
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;39.5;56.96;2.42;1.11
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;75.31;23.68;0.73;0.29
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;21.25;22.48;16.08;40.2
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;56.86;42.14;0.72;0.28
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;89.87;9.76;0.24;0.12
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;24.99;73.5;1.1;0.4
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;70.19;29.3;0.37;0.15
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;29.34;64.09;3.57;3.0
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;63.58;35.99;0.31;0.13
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;34.79;44.06;8.27;12.88
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;67.0;29.01;2.88;1.11
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;25.66;43.37;29.94;1.03
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;21.28;57.65;18.96;2.11
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;69.19;30.26;0.39;0.16
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;71.55;28.04;0.32;0.09
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;15.75;41.86;28.31;14.08
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;26.08;68.87;3.65;1.4
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;28.36;37.19;32.85;1.6
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;92.59;7.27;0.1;0.05
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;69.12;28.06;2.14;0.67
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;87.84;9.06;2.44;0.66
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;17.59;38.32;5.22;38.88
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;18.1;78.65;0.72;2.52
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;27.02;49.08;10.04;13.86
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;69.11;27.17;2.72;1.0
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;73.71;24.4;1.5;0.39
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;88.06;11.23;0.58;0.13
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;30.97;30.94;26.84;11.25
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;42.94;30.56;21.32;5.18
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;57.19;37.25;4.24;1.32
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;84.03;10.62;4.54;0.82
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;90.73;8.12;1.02;0.13
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;57.21;27.79;11.48;3.53
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;63.62;32.64;3.43;0.31
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;13.7;66.89;1.45;17.96
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;34.01;36.45;17.71;11.82
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;90.46;9.1;0.36;0.08
