visits,country,start_date,end_date,period,mall_name,mall_id,hivestack_site_id
1270.0,SPAIN,2023-01-16 10:00:00,2023-01-16 11:00:00,HOUR,Albacenter,3,147095950
1436.0,SPAIN,2023-01-16 11:00:00,2023-01-16 12:00:00,HOUR,Albacenter,3,147095950
1461.0,SPAIN,2023-01-16 12:00:00,2023-01-16 13:00:00,HOUR,Albacenter,3,147095950
1446.0,SPAIN,2023-01-16 13:00:00,2023-01-16 14:00:00,HOUR,Albacenter,3,147095950
1567.0,SPAIN,2023-01-16 14:00:00,2023-01-16 15:00:00,HOUR,Albacenter,3,147095950
1529.0,SPAIN,2023-01-16 15:00:00,2023-01-16 16:00:00,HOUR,Albacenter,3,147095950
1373.0,SPAIN,2023-01-16 16:00:00,2023-01-16 17:00:00,HOUR,Albacenter,3,147095950
1604.0,SPAIN,2023-01-16 17:00:00,2023-01-16 18:00:00,HOUR,Albacenter,3,147095950
1649.0,SPAIN,2023-01-16 18:00:00,2023-01-16 19:00:00,HOUR,Albacenter,3,147095950
1622.0,SPAIN,2023-01-16 19:00:00,2023-01-16 20:00:00,HOUR,Albacenter,3,147095950
1604.0,SPAIN,2023-01-16 20:00:00,2023-01-16 21:00:00,HOUR,Albacenter,3,147095950
1322.0,SPAIN,2023-01-16 21:00:00,2023-01-16 22:00:00,HOUR,Albacenter,3,147095950
1238.0,SPAIN,2023-01-17 10:00:00,2023-01-17 11:00:00,HOUR,Albacenter,3,147095950
1442.0,SPAIN,2023-01-17 11:00:00,2023-01-17 12:00:00,HOUR,Albacenter,3,147095950
1550.0,SPAIN,2023-01-17 12:00:00,2023-01-17 13:00:00,HOUR,Albacenter,3,147095950
1565.0,SPAIN,2023-01-17 13:00:00,2023-01-17 14:00:00,HOUR,Albacenter,3,147095950
1558.0,SPAIN,2023-01-17 14:00:00,2023-01-17 15:00:00,HOUR,Albacenter,3,147095950
1444.0,SPAIN,2023-01-17 15:00:00,2023-01-17 16:00:00,HOUR,Albacenter,3,147095950
1486.0,SPAIN,2023-01-17 16:00:00,2023-01-17 17:00:00,HOUR,Albacenter,3,147095950
1509.0,SPAIN,2023-01-17 17:00:00,2023-01-17 18:00:00,HOUR,Albacenter,3,147095950
1631.0,SPAIN,2023-01-17 18:00:00,2023-01-17 19:00:00,HOUR,Albacenter,3,147095950
1631.0,SPAIN,2023-01-17 19:00:00,2023-01-17 20:00:00,HOUR,Albacenter,3,147095950
1645.0,SPAIN,2023-01-17 20:00:00,2023-01-17 21:00:00,HOUR,Albacenter,3,147095950
1368.0,SPAIN,2023-01-17 21:00:00,2023-01-17 22:00:00,HOUR,Albacenter,3,147095950
1406.0,SPAIN,2023-01-18 10:00:00,2023-01-18 11:00:00,HOUR,Albacenter,3,147095950
1649.0,SPAIN,2023-01-18 11:00:00,2023-01-18 12:00:00,HOUR,Albacenter,3,147095950
1655.0,SPAIN,2023-01-18 12:00:00,2023-01-18 13:00:00,HOUR,Albacenter,3,147095950
1600.0,SPAIN,2023-01-18 13:00:00,2023-01-18 14:00:00,HOUR,Albacenter,3,147095950
1629.0,SPAIN,2023-01-18 14:00:00,2023-01-18 15:00:00,HOUR,Albacenter,3,147095950
1398.0,SPAIN,2023-01-18 15:00:00,2023-01-18 16:00:00,HOUR,Albacenter,3,147095950
1374.0,SPAIN,2023-01-18 16:00:00,2023-01-18 17:00:00,HOUR,Albacenter,3,147095950
1531.0,SPAIN,2023-01-18 17:00:00,2023-01-18 18:00:00,HOUR,Albacenter,3,147095950
1605.0,SPAIN,2023-01-18 18:00:00,2023-01-18 19:00:00,HOUR,Albacenter,3,147095950
1650.0,SPAIN,2023-01-18 19:00:00,2023-01-18 20:00:00,HOUR,Albacenter,3,147095950
1530.0,SPAIN,2023-01-18 20:00:00,2023-01-18 21:00:00,HOUR,Albacenter,3,147095950
1430.0,SPAIN,2023-01-18 21:00:00,2023-01-18 22:00:00,HOUR,Albacenter,3,147095950
1065.0,SPAIN,2023-01-19 10:00:00,2023-01-19 11:00:00,HOUR,Albacenter,3,147095950
1140.0,SPAIN,2023-01-19 11:00:00,2023-01-19 12:00:00,HOUR,Albacenter,3,147095950
1325.0,SPAIN,2023-01-19 12:00:00,2023-01-19 13:00:00,HOUR,Albacenter,3,147095950
1280.0,SPAIN,2023-01-19 13:00:00,2023-01-19 14:00:00,HOUR,Albacenter,3,147095950
1425.0,SPAIN,2023-01-19 14:00:00,2023-01-19 15:00:00,HOUR,Albacenter,3,147095950
1240.0,SPAIN,2023-01-19 15:00:00,2023-01-19 16:00:00,HOUR,Albacenter,3,147095950
