visits,country,start_date,end_date,period,mall_name,mall_id,hivestack_site_id
816.0,SPAIN,2022-11-21 10:00:00,2022-11-21 11:00:00,HOUR,Albacenter,3,147095950
904.0,SPAIN,2022-11-21 11:00:00,2022-11-21 12:00:00,HOUR,Albacenter,3,147095950
990.0,SPAIN,2022-11-21 12:00:00,2022-11-21 13:00:00,HOUR,Albacenter,3,147095950
914.0,SPAIN,2022-11-21 13:00:00,2022-11-21 14:00:00,HOUR,Albacenter,3,147095950
957.0,SPAIN,2022-11-21 14:00:00,2022-11-21 15:00:00,HOUR,Albacenter,3,147095950
881.0,SPAIN,2022-11-21 15:00:00,2022-11-21 16:00:00,HOUR,Albacenter,3,147095950
839.0,SPAIN,2022-11-21 16:00:00,2022-11-21 17:00:00,HOUR,Albacenter,3,147095950
1016.0,SPAIN,2022-11-21 17:00:00,2022-11-21 18:00:00,HOUR,Albacenter,3,147095950
1118.0,SPAIN,2022-11-21 18:00:00,2022-11-21 19:00:00,HOUR,Albacenter,3,147095950
1045.0,SPAIN,2022-11-21 19:00:00,2022-11-21 20:00:00,HOUR,Albacenter,3,147095950
990.0,SPAIN,2022-11-21 20:00:00,2022-11-21 21:00:00,HOUR,Albacenter,3,147095950
826.0,SPAIN,2022-11-21 21:00:00,2022-11-21 22:00:00,HOUR,Albacenter,3,147095950
818.0,SPAIN,2022-11-22 10:00:00,2022-11-22 11:00:00,HOUR,Albacenter,3,147095950
916.0,SPAIN,2022-11-22 11:00:00,2022-11-22 12:00:00,HOUR,Albacenter,3,147095950
992.0,SPAIN,2022-11-22 12:00:00,2022-11-22 13:00:00,HOUR,Albacenter,3,147095950
949.0,SPAIN,2022-11-22 13:00:00,2022-11-22 14:00:00,HOUR,Albacenter,3,147095950
1090.0,SPAIN,2022-11-22 14:00:00,2022-11-22 15:00:00,HOUR,Albacenter,3,147095950
907.0,SPAIN,2022-11-22 15:00:00,2022-11-22 16:00:00,HOUR,Albacenter,3,147095950
927.0,SPAIN,2022-11-22 16:00:00,2022-11-22 17:00:00,HOUR,Albacenter,3,147095950
1012.0,SPAIN,2022-11-22 17:00:00,2022-11-22 18:00:00,HOUR,Albacenter,3,147095950
1101.0,SPAIN,2022-11-22 18:00:00,2022-11-22 19:00:00,HOUR,Albacenter,3,147095950
1079.0,SPAIN,2022-11-22 19:00:00,2022-11-22 20:00:00,HOUR,Albacenter,3,147095950
944.0,SPAIN,2022-11-22 20:00:00,2022-11-22 21:00:00,HOUR,Albacenter,3,147095950
799.0,SPAIN,2022-11-22 21:00:00,2022-11-22 22:00:00,HOUR,Albacenter,3,147095950
796.0,SPAIN,2022-11-23 10:00:00,2022-11-23 11:00:00,HOUR,Albacenter,3,147095950
925.0,SPAIN,2022-11-23 11:00:00,2022-11-23 12:00:00,HOUR,Albacenter,3,147095950
916.0,SPAIN,2022-11-23 12:00:00,2022-11-23 13:00:00,HOUR,Albacenter,3,147095950
912.0,SPAIN,2022-11-23 13:00:00,2022-11-23 14:00:00,HOUR,Albacenter,3,147095950
952.0,SPAIN,2022-11-23 14:00:00,2022-11-23 15:00:00,HOUR,Albacenter,3,147095950
839.0,SPAIN,2022-11-23 15:00:00,2022-11-23 16:00:00,HOUR,Albacenter,3,147095950
910.0,SPAIN,2022-11-23 16:00:00,2022-11-23 17:00:00,HOUR,Albacenter,3,147095950
977.0,SPAIN,2022-11-23 17:00:00,2022-11-23 18:00:00,HOUR,Albacenter,3,147095950
989.0,SPAIN,2022-11-23 18:00:00,2022-11-23 19:00:00,HOUR,Albacenter,3,147095950
985.0,SPAIN,2022-11-23 19:00:00,2022-11-23 20:00:00,HOUR,Albacenter,3,147095950
1014.0,SPAIN,2022-11-23 20:00:00,2022-11-23 21:00:00,HOUR,Albacenter,3,147095950
822.0,SPAIN,2022-11-23 21:00:00,2022-11-23 22:00:00,HOUR,Albacenter,3,147095950
743.0,SPAIN,2022-11-24 10:00:00,2022-11-24 11:00:00,HOUR,Albacenter,3,147095950
831.0,SPAIN,2022-11-24 11:00:00,2022-11-24 12:00:00,HOUR,Albacenter,3,147095950
945.0,SPAIN,2022-11-24 12:00:00,2022-11-24 13:00:00,HOUR,Albacenter,3,147095950
916.0,SPAIN,2022-11-24 13:00:00,2022-11-24 14:00:00,HOUR,Albacenter,3,147095950
969.0,SPAIN,2022-11-24 14:00:00,2022-11-24 15:00:00,HOUR,Albacenter,3,147095950
832.0,SPAIN,2022-11-24 15:00:00,2022-11-24 16:00:00,HOUR,Albacenter,3,147095950
902.0,SPAIN,2022-11-24 16:00:00,2022-11-24 17:00:00,HOUR,Albacenter,3,147095950
1014.0,SPAIN,2022-11-24 17:00:00,2022-11-24 18:00:00,HOUR,Albacenter,3,147095950
1088.0,SPAIN,2022-11-24 18:00:00,2022-11-24 19:00:00,HOUR,Albacenter,3,147095950
987.0,SPAIN,2022-11-24 19:00:00,2022-11-24 20:00:00,HOUR,Albacenter,3,147095950
978.0,SPAIN,2022-11-24 20:00:00,2022-11-24 21:00:00,HOUR,Albacenter,3,147095950
917.0,SPAIN,2022-11-24 21:00:00,2022-11-24 22:00:00,HOUR,Albacenter,3,147095950
770.0,SPAIN,2022-11-25 10:00:00,2022-11-25 11:00:00,HOUR,Albacenter,3,147095950
936.0,SPAIN,2022-11-25 11:00:00,2022-11-25 12:00:00,HOUR,Albacenter,3,147095950
976.0,SPAIN,2022-11-25 12:00:00,2022-11-25 13:00:00,HOUR,Albacenter,3,147095950
922.0,SPAIN,2022-11-25 13:00:00,2022-11-25 14:00:00,HOUR,Albacenter,3,147095950
1035.0,SPAIN,2022-11-25 14:00:00,2022-11-25 15:00:00,HOUR,Albacenter,3,147095950
906.0,SPAIN,2022-11-25 15:00:00,2022-11-25 16:00:00,HOUR,Albacenter,3,147095950
1030.0,SPAIN,2022-11-25 16:00:00,2022-11-25 17:00:00,HOUR,Albacenter,3,147095950
1162.0,SPAIN,2022-11-25 17:00:00,2022-11-25 18:00:00,HOUR,Albacenter,3,147095950
1320.0,SPAIN,2022-11-25 18:00:00,2022-11-25 19:00:00,HOUR,Albacenter,3,147095950
1398.0,SPAIN,2022-11-25 19:00:00,2022-11-25 20:00:00,HOUR,Albacenter,3,147095950
1138.0,SPAIN,2022-11-25 20:00:00,2022-11-25 21:00:00,HOUR,Albacenter,3,147095950
946.0,SPAIN,2022-11-25 21:00:00,2022-11-25 22:00:00,HOUR,Albacenter,3,147095950
886.0,SPAIN,2022-11-26 10:00:00,2022-11-26 11:00:00,HOUR,Albacenter,3,147095950
1066.0,SPAIN,2022-11-26 11:00:00,2022-11-26 12:00:00,HOUR,Albacenter,3,147095950
1276.0,SPAIN,2022-11-26 12:00:00,2022-11-26 13:00:00,HOUR,Albacenter,3,147095950
1299.0,SPAIN,2022-11-26 13:00:00,2022-11-26 14:00:00,HOUR,Albacenter,3,147095950
1064.0,SPAIN,2022-11-26 14:00:00,2022-11-26 15:00:00,HOUR,Albacenter,3,147095950
1036.0,SPAIN,2022-11-26 15:00:00,2022-11-26 16:00:00,HOUR,Albacenter,3,147095950
1180.0,SPAIN,2022-11-26 16:00:00,2022-11-26 17:00:00,HOUR,Albacenter,3,147095950
1356.0,SPAIN,2022-11-26 17:00:00,2022-11-26 18:00:00,HOUR,Albacenter,3,147095950
1467.0,SPAIN,2022-11-26 18:00:00,2022-11-26 19:00:00,HOUR,Albacenter,3,147095950
1369.0,SPAIN,2022-11-26 19:00:00,2022-11-26 20:00:00,HOUR,Albacenter,3,147095950
1191.0,SPAIN,2022-11-26 20:00:00,2022-11-26 21:00:00,HOUR,Albacenter,3,147095950
929.0,SPAIN,2022-11-26 21:00:00,2022-11-26 22:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 10:00:00,2022-11-27 11:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 11:00:00,2022-11-27 12:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 12:00:00,2022-11-27 13:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 13:00:00,2022-11-27 14:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 14:00:00,2022-11-27 15:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 15:00:00,2022-11-27 16:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 16:00:00,2022-11-27 17:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 17:00:00,2022-11-27 18:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-27 18:00:00,2022-11-27 19:00:00,HOUR,Albacenter,3,147095950
