visits,country,start_date,end_date,period,mall_name,mall_id,hivestack_site_id
745.0,SPAIN,2022-11-07 10:00:00,2022-11-07 11:00:00,HOUR,Albacenter,3,147095950
870.0,SPAIN,2022-11-07 11:00:00,2022-11-07 12:00:00,HOUR,Albacenter,3,147095950
970.0,SPAIN,2022-11-07 12:00:00,2022-11-07 13:00:00,HOUR,Albacenter,3,147095950
894.0,SPAIN,2022-11-07 13:00:00,2022-11-07 14:00:00,HOUR,Albacenter,3,147095950
920.0,SPAIN,2022-11-07 14:00:00,2022-11-07 15:00:00,HOUR,Albacenter,3,147095950
787.0,SPAIN,2022-11-07 15:00:00,2022-11-07 16:00:00,HOUR,Albacenter,3,147095950
803.0,SPAIN,2022-11-07 16:00:00,2022-11-07 17:00:00,HOUR,Albacenter,3,147095950
909.0,SPAIN,2022-11-07 17:00:00,2022-11-07 18:00:00,HOUR,Albacenter,3,147095950
1034.0,SPAIN,2022-11-07 18:00:00,2022-11-07 19:00:00,HOUR,Albacenter,3,147095950
1023.0,SPAIN,2022-11-07 19:00:00,2022-11-07 20:00:00,HOUR,Albacenter,3,147095950
950.0,SPAIN,2022-11-07 20:00:00,2022-11-07 21:00:00,HOUR,Albacenter,3,147095950
810.0,SPAIN,2022-11-07 21:00:00,2022-11-07 22:00:00,HOUR,Albacenter,3,147095950
680.0,SPAIN,2022-11-08 10:00:00,2022-11-08 11:00:00,HOUR,Albacenter,3,147095950
812.0,SPAIN,2022-11-08 11:00:00,2022-11-08 12:00:00,HOUR,Albacenter,3,147095950
902.0,SPAIN,2022-11-08 12:00:00,2022-11-08 13:00:00,HOUR,Albacenter,3,147095950
894.0,SPAIN,2022-11-08 13:00:00,2022-11-08 14:00:00,HOUR,Albacenter,3,147095950
946.0,SPAIN,2022-11-08 14:00:00,2022-11-08 15:00:00,HOUR,Albacenter,3,147095950
862.0,SPAIN,2022-11-08 15:00:00,2022-11-08 16:00:00,HOUR,Albacenter,3,147095950
879.0,SPAIN,2022-11-08 16:00:00,2022-11-08 17:00:00,HOUR,Albacenter,3,147095950
990.0,SPAIN,2022-11-08 17:00:00,2022-11-08 18:00:00,HOUR,Albacenter,3,147095950
1089.0,SPAIN,2022-11-08 18:00:00,2022-11-08 19:00:00,HOUR,Albacenter,3,147095950
1074.0,SPAIN,2022-11-08 19:00:00,2022-11-08 20:00:00,HOUR,Albacenter,3,147095950
1006.0,SPAIN,2022-11-08 20:00:00,2022-11-08 21:00:00,HOUR,Albacenter,3,147095950
891.0,SPAIN,2022-11-08 21:00:00,2022-11-08 22:00:00,HOUR,Albacenter,3,147095950
767.0,SPAIN,2022-11-09 10:00:00,2022-11-09 11:00:00,HOUR,Albacenter,3,147095950
893.0,SPAIN,2022-11-09 11:00:00,2022-11-09 12:00:00,HOUR,Albacenter,3,147095950
906.0,SPAIN,2022-11-09 12:00:00,2022-11-09 13:00:00,HOUR,Albacenter,3,147095950
917.0,SPAIN,2022-11-09 13:00:00,2022-11-09 14:00:00,HOUR,Albacenter,3,147095950
969.0,SPAIN,2022-11-09 14:00:00,2022-11-09 15:00:00,HOUR,Albacenter,3,147095950
850.0,SPAIN,2022-11-09 15:00:00,2022-11-09 16:00:00,HOUR,Albacenter,3,147095950
841.0,SPAIN,2022-11-09 16:00:00,2022-11-09 17:00:00,HOUR,Albacenter,3,147095950
888.0,SPAIN,2022-11-09 17:00:00,2022-11-09 18:00:00,HOUR,Albacenter,3,147095950
1080.0,SPAIN,2022-11-09 18:00:00,2022-11-09 19:00:00,HOUR,Albacenter,3,147095950
1090.0,SPAIN,2022-11-09 19:00:00,2022-11-09 20:00:00,HOUR,Albacenter,3,147095950
1035.0,SPAIN,2022-11-09 20:00:00,2022-11-09 21:00:00,HOUR,Albacenter,3,147095950
820.0,SPAIN,2022-11-09 21:00:00,2022-11-09 22:00:00,HOUR,Albacenter,3,147095950
752.0,SPAIN,2022-11-10 10:00:00,2022-11-10 11:00:00,HOUR,Albacenter,3,147095950
950.0,SPAIN,2022-11-10 11:00:00,2022-11-10 12:00:00,HOUR,Albacenter,3,147095950
1017.0,SPAIN,2022-11-10 12:00:00,2022-11-10 13:00:00,HOUR,Albacenter,3,147095950
966.0,SPAIN,2022-11-10 13:00:00,2022-11-10 14:00:00,HOUR,Albacenter,3,147095950
