visits,country,start_date,end_date,period,mall_name,mall_id,hivestack_site_id
771.0,SPAIN,2022-10-31 10:00:00,2022-10-31 11:00:00,HOUR,Albacenter,3,147095950
957.0,SPAIN,2022-10-31 11:00:00,2022-10-31 12:00:00,HOUR,Albacenter,3,147095950
1059.0,SPAIN,2022-10-31 12:00:00,2022-10-31 13:00:00,HOUR,Albacenter,3,147095950
959.0,SPAIN,2022-10-31 13:00:00,2022-10-31 14:00:00,HOUR,Albacenter,3,147095950
908.0,SPAIN,2022-10-31 14:00:00,2022-10-31 15:00:00,HOUR,Albacenter,3,147095950
799.0,SPAIN,2022-10-31 15:00:00,2022-10-31 16:00:00,HOUR,Albacenter,3,147095950
849.0,SPAIN,2022-10-31 16:00:00,2022-10-31 17:00:00,HOUR,Albacenter,3,147095950
910.0,SPAIN,2022-10-31 17:00:00,2022-10-31 18:00:00,HOUR,Albacenter,3,147095950
967.0,SPAIN,2022-10-31 18:00:00,2022-10-31 19:00:00,HOUR,Albacenter,3,147095950
899.0,SPAIN,2022-10-31 19:00:00,2022-10-31 20:00:00,HOUR,Albacenter,3,147095950
904.0,SPAIN,2022-10-31 20:00:00,2022-10-31 21:00:00,HOUR,Albacenter,3,147095950
720.0,SPAIN,2022-10-31 21:00:00,2022-10-31 22:00:00,HOUR,Albacenter,3,147095950
1192.0,SPAIN,2022-11-01 10:00:00,2022-11-01 11:00:00,HOUR,Albacenter,3,147095950
1166.0,SPAIN,2022-11-01 11:00:00,2022-11-01 12:00:00,HOUR,Albacenter,3,147095950
1292.0,SPAIN,2022-11-01 12:00:00,2022-11-01 13:00:00,HOUR,Albacenter,3,147095950
1328.0,SPAIN,2022-11-01 13:00:00,2022-11-01 14:00:00,HOUR,Albacenter,3,147095950
1416.0,SPAIN,2022-11-01 14:00:00,2022-11-01 15:00:00,HOUR,Albacenter,3,147095950
1320.0,SPAIN,2022-11-01 15:00:00,2022-11-01 16:00:00,HOUR,Albacenter,3,147095950
1297.0,SPAIN,2022-11-01 16:00:00,2022-11-01 17:00:00,HOUR,Albacenter,3,147095950
1393.0,SPAIN,2022-11-01 17:00:00,2022-11-01 18:00:00,HOUR,Albacenter,3,147095950
1492.0,SPAIN,2022-11-01 18:00:00,2022-11-01 19:00:00,HOUR,Albacenter,3,147095950
1524.0,SPAIN,2022-11-01 19:00:00,2022-11-01 20:00:00,HOUR,Albacenter,3,147095950
1499.0,SPAIN,2022-11-01 20:00:00,2022-11-01 21:00:00,HOUR,Albacenter,3,147095950
1522.0,SPAIN,2022-11-01 21:00:00,2022-11-01 22:00:00,HOUR,Albacenter,3,147095950
754.0,SPAIN,2022-11-02 10:00:00,2022-11-02 11:00:00,HOUR,Albacenter,3,147095950
863.0,SPAIN,2022-11-02 11:00:00,2022-11-02 12:00:00,HOUR,Albacenter,3,147095950
870.0,SPAIN,2022-11-02 12:00:00,2022-11-02 13:00:00,HOUR,Albacenter,3,147095950
856.0,SPAIN,2022-11-02 13:00:00,2022-11-02 14:00:00,HOUR,Albacenter,3,147095950
897.0,SPAIN,2022-11-02 14:00:00,2022-11-02 15:00:00,HOUR,Albacenter,3,147095950
784.0,SPAIN,2022-11-02 15:00:00,2022-11-02 16:00:00,HOUR,Albacenter,3,147095950
771.0,SPAIN,2022-11-02 16:00:00,2022-11-02 17:00:00,HOUR,Albacenter,3,147095950
830.0,SPAIN,2022-11-02 17:00:00,2022-11-02 18:00:00,HOUR,Albacenter,3,147095950
914.0,SPAIN,2022-11-02 18:00:00,2022-11-02 19:00:00,HOUR,Albacenter,3,147095950
931.0,SPAIN,2022-11-02 19:00:00,2022-11-02 20:00:00,HOUR,Albacenter,3,147095950
892.0,SPAIN,2022-11-02 20:00:00,2022-11-02 21:00:00,HOUR,Albacenter,3,147095950
730.0,SPAIN,2022-11-02 21:00:00,2022-11-02 22:00:00,HOUR,Albacenter,3,147095950
729.0,SPAIN,2022-11-03 10:00:00,2022-11-03 11:00:00,HOUR,Albacenter,3,147095950
799.0,SPAIN,2022-11-03 11:00:00,2022-11-03 12:00:00,HOUR,Albacenter,3,147095950
916.0,SPAIN,2022-11-03 12:00:00,2022-11-03 13:00:00,HOUR,Albacenter,3,147095950
883.0,SPAIN,2022-11-03 13:00:00,2022-11-03 14:00:00,HOUR,Albacenter,3,147095950
894.0,SPAIN,2022-11-03 14:00:00,2022-11-03 15:00:00,HOUR,Albacenter,3,147095950
794.0,SPAIN,2022-11-03 15:00:00,2022-11-03 16:00:00,HOUR,Albacenter,3,147095950
792.0,SPAIN,2022-11-03 16:00:00,2022-11-03 17:00:00,HOUR,Albacenter,3,147095950
846.0,SPAIN,2022-11-03 17:00:00,2022-11-03 18:00:00,HOUR,Albacenter,3,147095950
1006.0,SPAIN,2022-11-03 18:00:00,2022-11-03 19:00:00,HOUR,Albacenter,3,147095950
951.0,SPAIN,2022-11-03 19:00:00,2022-11-03 20:00:00,HOUR,Albacenter,3,147095950
871.0,SPAIN,2022-11-03 20:00:00,2022-11-03 21:00:00,HOUR,Albacenter,3,147095950
741.0,SPAIN,2022-11-03 21:00:00,2022-11-03 22:00:00,HOUR,Albacenter,3,147095950
673.0,SPAIN,2022-11-04 10:00:00,2022-11-04 11:00:00,HOUR,Albacenter,3,147095950
785.0,SPAIN,2022-11-04 11:00:00,2022-11-04 12:00:00,HOUR,Albacenter,3,147095950
813.0,SPAIN,2022-11-04 12:00:00,2022-11-04 13:00:00,HOUR,Albacenter,3,147095950
835.0,SPAIN,2022-11-04 13:00:00,2022-11-04 14:00:00,HOUR,Albacenter,3,147095950
912.0,SPAIN,2022-11-04 14:00:00,2022-11-04 15:00:00,HOUR,Albacenter,3,147095950
795.0,SPAIN,2022-11-04 15:00:00,2022-11-04 16:00:00,HOUR,Albacenter,3,147095950
794.0,SPAIN,2022-11-04 16:00:00,2022-11-04 17:00:00,HOUR,Albacenter,3,147095950
888.0,SPAIN,2022-11-04 17:00:00,2022-11-04 18:00:00,HOUR,Albacenter,3,147095950
1024.0,SPAIN,2022-11-04 18:00:00,2022-11-04 19:00:00,HOUR,Albacenter,3,147095950
1046.0,SPAIN,2022-11-04 19:00:00,2022-11-04 20:00:00,HOUR,Albacenter,3,147095950
996.0,SPAIN,2022-11-04 20:00:00,2022-11-04 21:00:00,HOUR,Albacenter,3,147095950
727.0,SPAIN,2022-11-04 21:00:00,2022-11-04 22:00:00,HOUR,Albacenter,3,147095950
777.0,SPAIN,2022-11-05 10:00:00,2022-11-05 11:00:00,HOUR,Albacenter,3,147095950
947.0,SPAIN,2022-11-05 11:00:00,2022-11-05 12:00:00,HOUR,Albacenter,3,147095950
1191.0,SPAIN,2022-11-05 12:00:00,2022-11-05 13:00:00,HOUR,Albacenter,3,147095950
1130.0,SPAIN,2022-11-05 13:00:00,2022-11-05 14:00:00,HOUR,Albacenter,3,147095950
969.0,SPAIN,2022-11-05 14:00:00,2022-11-05 15:00:00,HOUR,Albacenter,3,147095950
952.0,SPAIN,2022-11-05 15:00:00,2022-11-05 16:00:00,HOUR,Albacenter,3,147095950
994.0,SPAIN,2022-11-05 16:00:00,2022-11-05 17:00:00,HOUR,Albacenter,3,147095950
1214.0,SPAIN,2022-11-05 17:00:00,2022-11-05 18:00:00,HOUR,Albacenter,3,147095950
1406.0,SPAIN,2022-11-05 18:00:00,2022-11-05 19:00:00,HOUR,Albacenter,3,147095950
1303.0,SPAIN,2022-11-05 19:00:00,2022-11-05 20:00:00,HOUR,Albacenter,3,147095950
1098.0,SPAIN,2022-11-05 20:00:00,2022-11-05 21:00:00,HOUR,Albacenter,3,147095950
832.0,SPAIN,2022-11-05 21:00:00,2022-11-05 22:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 10:00:00,2022-11-06 11:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 11:00:00,2022-11-06 12:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 12:00:00,2022-11-06 13:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 13:00:00,2022-11-06 14:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 14:00:00,2022-11-06 15:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 15:00:00,2022-11-06 16:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 16:00:00,2022-11-06 17:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 17:00:00,2022-11-06 18:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 18:00:00,2022-11-06 19:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 19:00:00,2022-11-06 20:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 20:00:00,2022-11-06 21:00:00,HOUR,Albacenter,3,147095950
0.0,SPAIN,2022-11-06 21:00:00,2022-11-06 22:00:00,HOUR,Albacenter,3,147095950
125.0,SPAIN,2022-11-01 10:00:00,2022-11-01 11:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
268.0,SPAIN,2022-11-01 11:00:00,2022-11-01 12:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
333.0,SPAIN,2022-11-01 12:00:00,2022-11-01 13:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
432.0,SPAIN,2022-11-01 13:00:00,2022-11-01 14:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
411.0,SPAIN,2022-11-01 14:00:00,2022-11-01 15:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
394.0,SPAIN,2022-11-01 15:00:00,2022-11-01 16:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
436.0,SPAIN,2022-11-01 16:00:00,2022-11-01 17:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
409.0,SPAIN,2022-11-01 17:00:00,2022-11-01 18:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
474.0,SPAIN,2022-11-01 18:00:00,2022-11-01 19:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
443.0,SPAIN,2022-11-01 19:00:00,2022-11-01 20:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
475.0,SPAIN,2022-11-01 20:00:00,2022-11-01 21:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
614.0,SPAIN,2022-11-01 21:00:00,2022-11-01 22:00:00,HOUR,Alegra - Parque Comercial y de Ocio,5,193181250
1262.0,SPAIN,2022-10-31 10:00:00,2022-10-31 11:00:00,HOUR,Almazara Plaza,6,49565221
1292.0,SPAIN,2022-10-31 11:00:00,2022-10-31 12:00:00,HOUR,Almazara Plaza,6,49565221
1248.0,SPAIN,2022-10-31 12:00:00,2022-10-31 13:00:00,HOUR,Almazara Plaza,6,49565221
1119.0,SPAIN,2022-10-31 13:00:00,2022-10-31 14:00:00,HOUR,Almazara Plaza,6,49565221
748.0,SPAIN,2022-10-31 14:00:00,2022-10-31 15:00:00,HOUR,Almazara Plaza,6,49565221
658.0,SPAIN,2022-10-31 15:00:00,2022-10-31 16:00:00,HOUR,Almazara Plaza,6,49565221
727.0,SPAIN,2022-10-31 16:00:00,2022-10-31 17:00:00,HOUR,Almazara Plaza,6,49565221
868.0,SPAIN,2022-10-31 17:00:00,2022-10-31 18:00:00,HOUR,Almazara Plaza,6,49565221
823.0,SPAIN,2022-10-31 18:00:00,2022-10-31 19:00:00,HOUR,Almazara Plaza,6,49565221
725.0,SPAIN,2022-10-31 19:00:00,2022-10-31 20:00:00,HOUR,Almazara Plaza,6,49565221
639.0,SPAIN,2022-10-31 20:00:00,2022-10-31 21:00:00,HOUR,Almazara Plaza,6,49565221
