uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.48;3.01;39.16;56.47;0.88
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.06;2.21;64.8;15.41;17.52
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.2;53.78;40.11;2.71;1.2
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;30.63;0.89;45.86;18.99;3.62
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.0;0.07;86.13;1.85;11.95
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.12;3.33;22.9;38.74;34.9
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.53;32.56;43.61;16.23;4.07
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.02;0.09;33.67;58.3;7.93
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;15.23;6.45;72.97;4.13;1.21
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.18;2.77;88.55;6.32;2.19
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.09;2.46;21.78;17.19;58.48
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.25;5.78;44.94;38.81;10.22
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.79;63.6;24.86;2.7;8.04
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.12;1.87;90.74;4.34;2.92
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.02;0.21;37.23;48.88;13.66
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.01;0.2;84.4;12.99;2.4
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.03;0.45;44.13;31.99;23.4
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.22;5.83;72.07;14.85;7.03
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.07;2.5;28.37;20.82;48.25
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.04;0.41;27.4;45.62;26.52
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.04;0.26;77.38;14.79;7.53
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.04;0.45;21.07;31.33;47.11
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.02;0.41;37.4;53.43;8.74
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.03;18.29;72.88;8.09;0.71
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.14;2.62;33.13;22.97;41.14
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.47;13.42;79.73;3.86;1.52
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.11;1.1;67.29;23.95;7.54
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.04;62.81;23.91;7.54;5.7
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.1;2.95;20.86;32.86;43.24
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.01;0.19;27.86;63.15;8.78
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.2;5.6;73.04;14.77;6.39
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.08;4.52;71.0;14.18;10.22
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.04;4.31;65.16;26.63;3.86
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.68;12.5;76.58;2.81;7.44
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.07;3.06;31.27;24.37;41.24
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.05;2.15;44.01;18.3;35.49
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.09;4.83;56.88;28.55;9.65
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.06;3.67;79.03;8.56;8.68
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.69;7.21;85.09;5.31;1.7
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.08;2.53;60.36;18.24;18.79
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.02;0.22;78.33;17.27;4.16
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.09;0.21;18.11;61.67;19.91
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.03;0.31;51.95;14.28;33.43
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;2.86;45.58;43.17;3.1;5.3
