uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;4.2;1.93;8.08;26.86;37.83;21.11
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;1.53;2.61;10.69;34.75;34.43;15.99
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;4.86;3.9;7.7;33.97;36.5;13.07
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;2.3;2.09;6.35;25.61;37.48;26.17
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;6.59;3.86;5.01;21.2;40.74;22.6
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;5.14;7.7;6.81;29.33;34.89;16.12
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;7.38;3.91;4.33;24.22;41.99;18.16
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;3.52;2.81;8.44;23.87;36.39;24.98
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;3.02;1.45;7.91;31.07;36.62;19.93
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;1.24;3.19;12.49;36.82;35.04;11.22
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;4.07;1.58;9.09;25.59;37.24;22.42
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.68;1.07;6.74;27.47;38.81;24.23
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;1.5;1.59;7.59;34.02;36.36;18.95
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;5.07;1.37;6.46;21.99;37.78;27.33
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;1.94;1.43;8.68;24.46;41.11;22.39
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;7.49;1.73;5.97;21.03;38.49;25.29
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;8.59;4.67;9.27;32.88;30.72;13.87
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;2.91;4.14;10.58;33.42;34.53;14.41
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;2.57;3.94;9.72;32.43;37.1;14.24
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;4.54;4.18;11.85;33.47;31.28;14.67
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;4.86;3.5;7.87;25.07;39.84;18.85
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;1.78;2.71;3.51;17.63;38.28;36.1
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;6.8;4.33;11.12;31.2;33.86;12.7
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;3.5;2.72;10.45;29.81;31.6;21.93
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;2.64;3.57;7.42;30.31;37.66;18.4
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;5.32;2.94;5.87;29.35;37.09;19.43
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;4.97;2.39;8.88;23.42;38.71;21.63
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;5.69;5.83;5.57;30.18;32.54;20.18
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;1.56;4.4;8.65;28.47;37.12;19.8
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;3.35;1.53;6.8;22.53;41.1;24.68
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;4.89;8.17;7.04;29.56;34.82;15.51
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;3.15;3.78;9.44;32.15;34.33;17.15
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;4.52;2.69;8.57;33.44;34.07;16.71
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;3.34;4.05;8.76;29.38;37.08;17.38
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;2.08;3.84;10.71;34.11;35.99;13.28
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;2.04;3.71;12.44;35.35;33.39;13.07
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;4.19;4.78;9.79;29.35;32.53;19.36
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;3.68;3.57;6.95;26.02;34.59;25.19
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;8.09;1.82;8.05;23.15;38.62;20.27
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;2.05;2.96;10.35;34.08;34.73;15.84
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;4.09;4.55;5.27;23.1;39.4;23.61
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;3.72;2.94;7.12;21.62;41.11;23.49
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;2.98;1.56;9.9;31.78;35.1;18.67
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;5.04;2.28;8.32;24.63;37.84;21.88
