uuid;name;id;low;medium_low;medium;medium_high;high
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;0.37;3.15;41.4;54.15;0.93
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;0.13;2.99;65.2;15.06;16.62
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;2.43;52.58;40.92;2.83;1.24
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;26.84;1.62;47.72;20.01;3.82
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;0.02;0.22;83.84;2.0;13.92
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;0.16;4.25;28.18;36.84;30.57
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;3.69;31.22;45.77;15.27;4.05
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;0.03;0.24;36.51;56.04;7.17
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;11.64;8.63;73.58;4.73;1.43
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;0.43;4.63;83.97;8.04;2.92
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;0.12;3.12;28.1;18.45;50.2
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;0.3;7.45;48.62;33.93;9.72
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;0.57;68.58;21.85;2.78;6.22
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;0.14;3.72;88.43;5.21;2.5
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;0.02;0.34;39.39;47.31;12.93
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;0.03;0.28;83.06;13.84;2.78
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;0.08;1.4;48.98;29.46;20.09
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;0.27;6.65;71.34;15.14;6.6
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;0.13;3.16;32.51;20.42;43.78
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;0.12;1.29;31.2;42.17;25.22
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;0.09;0.55;76.19;16.01;7.16
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;0.08;1.04;25.05;31.91;41.91
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;0.1;1.83;40.91;48.9;8.25
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;0.04;18.18;73.64;7.33;0.81
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;0.12;3.57;36.91;21.15;38.24
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;1.79;14.03;78.81;3.84;1.54
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;0.14;1.69;67.77;21.93;8.47
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;0.13;57.44;28.95;7.97;5.51
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;0.09;3.52;25.68;32.26;38.46
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;0.02;0.89;33.89;57.38;7.81
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;0.25;6.44;72.28;14.85;6.18
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;0.11;4.61;72.8;13.88;8.6
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;0.09;5.11;68.68;22.6;3.52
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;0.55;12.01;76.2;3.43;7.81
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;0.08;3.61;34.51;25.75;36.05
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;0.13;2.85;45.92;17.67;33.43
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;0.12;5.6;57.25;27.62;9.41
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;0.12;4.42;78.57;8.97;7.91
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;0.77;6.87;83.82;6.37;2.17
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;0.14;3.19;61.17;17.81;17.69
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;0.05;0.41;77.72;17.92;3.9
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;0.07;0.76;22.99;56.37;19.81
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;0.18;1.27;53.44;15.1;30.01
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;3.49;42.9;44.63;3.21;5.76
