uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;10.8;1.05;14.51;34.57;21.75;17.32
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;6.34;1.59;15.45;43.11;19.19;14.31
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;13.41;1.56;12.04;29.36;19.59;24.04
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;15.75;0.79;12.78;33.39;19.15;18.15
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;12.65;0.81;11.5;31.1;24.62;19.33
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;15.92;8.71;8.89;30.18;20.51;15.79
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;14.7;1.78;12.1;32.05;23.76;15.61
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;8.21;0.35;11.75;39.05;20.99;19.65
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;14.98;0.83;12.0;29.75;24.54;17.9
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;13.44;1.19;11.78;34.01;16.28;23.29
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;8.7;1.71;15.82;41.48;19.36;12.93
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;14.48;1.68;11.44;27.47;25.59;19.35
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;7.02;0.91;12.34;36.36;20.68;22.68
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;3.31;0.72;13.8;50.4;16.44;15.34
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;13.11;0.79;10.53;22.28;31.36;21.93
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;10.18;0.4;12.37;35.36;21.53;20.16
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;10.71;0.45;12.57;28.07;27.81;20.38
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;16.89;2.27;14.57;34.5;16.19;15.57
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;10.34;1.71;15.96;38.52;18.94;14.53
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;11.56;1.28;13.64;39.29;19.76;14.47
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;18.22;3.04;16.0;33.23;15.22;14.3
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;12.26;0.32;11.27;34.34;22.4;19.41
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;14.42;1.29;9.6;33.14;22.15;19.4
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;17.47;4.97;12.89;30.39;17.7;16.59
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;18.06;1.3;14.93;33.03;14.65;18.02
96ebc324-97d7-4c0c-9122-c873141fc16a;La Villa 2;61;14.9;0.95;12.15;34.25;22.0;15.76
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;9.57;1.87;12.25;37.42;22.0;16.9
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;8.21;0.96;14.24;38.77;19.61;18.2
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;9.61;1.97;8.74;24.66;22.36;32.66
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;17.41;10.5;6.02;28.47;22.58;15.02
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;8.84;2.07;14.0;34.85;21.21;19.03
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;8.08;0.84;12.82;28.47;29.58;20.22
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;9.64;1.7;16.39;39.1;18.75;14.43
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;18.83;0.92;15.62;36.65;16.04;11.93
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;13.72;0.46;14.86;34.72;24.67;11.57
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;11.06;1.57;14.96;36.8;21.65;13.95
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;12.53;2.35;14.61;36.86;19.3;14.35
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;11.45;1.92;16.3;39.39;17.72;13.22
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;17.62;2.42;15.82;31.72;17.95;14.47
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;16.91;1.31;12.99;31.44;16.83;20.53
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;11.41;1.09;12.12;34.06;23.69;17.63
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;7.4;1.8;15.03;41.06;20.02;14.68
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;14.38;0.69;11.58;32.15;24.76;16.45
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;12.4;0.78;12.71;23.08;31.2;19.84
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;12.1;1.49;14.56;40.09;16.2;15.56
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;17.69;0.73;10.67;30.1;22.77;18.04
