uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;4.74;1.89;8.11;26.52;37.05;21.69
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;1.82;2.26;10.55;35.37;35.14;14.86
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;5.47;3.3;8.86;34.89;34.39;13.08
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;2.79;1.96;6.99;26.4;38.56;23.3
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;5.19;4.53;5.77;23.8;40.48;20.22
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;5.23;8.15;6.85;30.09;34.56;15.13
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;6.66;4.03;4.1;25.23;40.72;19.26
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;4.1;2.55;9.95;23.62;37.22;22.56
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;3.46;1.71;7.73;31.16;35.75;20.19
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;1.68;3.18;11.72;37.93;34.81;10.68
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;5.22;1.72;8.38;25.29;37.01;22.38
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;1.6;1.2;6.89;26.34;39.44;24.52
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;1.33;1.52;7.8;35.64;35.77;17.94
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;4.99;1.45;7.95;22.08;36.27;27.26
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;2.52;1.67;7.78;24.16;41.51;22.35
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;6.35;1.28;5.56;21.08;39.55;26.18
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;8.32;6.04;9.33;32.55;31.03;12.73
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;2.95;3.95;10.24;33.71;35.19;13.97
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;2.4;2.78;9.93;33.79;36.92;14.19
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;4.6;4.12;11.64;34.57;31.08;13.99
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;4.08;3.34;7.15;27.07;39.88;18.49
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;1.6;2.75;3.39;18.79;37.76;35.71
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;7.09;4.43;11.59;31.07;33.64;12.17
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;3.71;3.22;10.05;30.53;32.63;19.87
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;2.93;2.93;8.27;30.4;36.89;18.58
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;4.68;3.61;5.74;29.88;36.66;19.44
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;5.56;2.32;7.09;25.7;38.19;21.14
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;5.46;5.88;5.46;32.91;32.08;18.21
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;1.25;4.07;8.73;30.41;36.75;18.79
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;3.85;1.37;7.19;24.34;40.16;23.09
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;5.24;8.55;7.8;31.2;34.22;13.0
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;2.52;3.69;9.53;33.76;33.89;16.61
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;4.36;2.28;8.59;34.55;34.25;15.97
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;3.6;3.61;9.12;29.52;37.56;16.57
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;2.64;4.0;10.78;33.45;37.01;12.12
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;1.9;3.39;12.52;35.65;34.06;12.48
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;4.63;4.83;10.33;31.01;32.41;16.78
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;4.22;3.76;7.16;28.09;32.87;23.9
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;7.94;1.64;7.66;23.38;38.82;20.56
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;2.34;2.59;10.23;34.85;35.47;14.52
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;4.76;3.86;5.16;23.05;40.54;22.64
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;3.99;3.03;6.65;24.35;39.62;22.35
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;3.51;1.48;9.91;32.83;35.72;16.55
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;5.38;2.04;8.79;24.02;37.61;22.16
